,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_method
693,SS_E,Lasso,4,0.0029138916672922,0.1194282507784788,0.1501479668808415,0.0010287001135916,0.1201025760173031,0.1510877247402634,0.0599789126935889,0.0353245421504824,16,pca1
694,SS_E,Lasso,5,0.0034244568663441,0.1191591858295567,0.1498948211517507,0.0013685072670693,0.1212787146505892,0.1519112478548827,0.0643977958075361,0.0348599207266517,17,pca1
695,SS_E,Lasso,1,0.3975357382645995,0.0921266903856637,0.1171306836994395,0.2728885175059841,0.0995517758760625,0.1270573596638827,0.614767980651051,0.5094137902723913,1286,bos
696,SS_E,Lasso,2,0.383499008200553,0.0932627581581547,0.1184367023490496,0.2869872745171408,0.0988262877834597,0.1260361148865282,0.6039032887872622,0.5200441900984857,1154,bos
697,SS_E,Lasso,3,0.3894450678125751,0.0924399209052201,0.1174949012606072,0.2862747084730038,0.1001611513827736,0.1277038632041804,0.6089949500736894,0.5209120910554539,1275,bos
698,SS_E,Lasso,4,0.3937921005881563,0.0922313874764601,0.1170749332242821,0.2781224820679058,0.1008478263330421,0.1284353086380576,0.6109958236788638,0.510071672759153,1236,bos
699,SS_E,Lasso,5,0.3977717125240462,0.0918423759444444,0.1165231164112881,0.302632416998759,0.0990062396397286,0.1269457541648054,0.6154720808644221,0.5349479949404469,1375,bos
700,PCP_mW_kDa,Lasso,1,0.1608050498742296,11.45787194830142,14.999694782112714,0.1018571793086803,11.80139808080565,15.44760012480995,0.3331143783565156,0.261186060199105,619,pca2
701,PCP_mW_kDa,Lasso,2,0.1552665284503384,11.533239567048955,15.144893434156604,0.0857021964734707,11.679404913083935,15.17175077914306,0.3298360569550389,0.2376719484846722,542,pca2
702,PCP_mW_kDa,Lasso,3,0.1495244483836773,11.503271539477096,15.101306409431247,0.1137274196580853,11.843747602951842,15.338777805483788,0.3258635865946276,0.2597839483860312,578,pca2
703,PCP_mW_kDa,Lasso,4,0.1496872098026667,11.465487465347378,15.059553889221553,0.0978529837912675,11.956257669606392,15.637690615338322,0.3254105395111116,0.2380535667136285,535,pca2
704,PCP_mW_kDa,Lasso,5,0.1599814567548332,11.401151487125466,14.880436654640755,0.0723198436243075,11.993238557639089,16.216923385195575,0.3263498773462828,0.2474042831711802,579,pca2
