,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,dataset_size,group,prot_length
370,parEparD all,mean,esm2_8M,1,115,0.6470602284734368,0.0484307851696937,0.0854047464970586,0.4290837924045751,0.6009871661713749,0.0480245975871996,0.0814029921339634,0.4249711374935287,9193,Growth,93
371,parEparD all,mean,esm2_8M,2,106,0.6232673604915777,0.047267550503825,0.0845871100297778,0.424159581865247,0.6343031189683513,0.0502935485401083,0.0922704395776428,0.4515533815374227,9193,Growth,93
372,parEparD all,mean,esm2_8M,3,117,0.634622422785755,0.0478122891086143,0.0848805245780077,0.4424280136948046,0.6442011049033776,0.0482396348224824,0.0852035882260675,0.3785409056596748,9193,Growth,93
373,parEparD all,mean,esm2_8M,4,139,0.6748466715141431,0.0474882008466262,0.0819242102043482,0.4203369331243184,0.5973743513736047,0.0468831210049099,0.081984334122424,0.4160774179975212,9193,Growth,93
374,parEparD all,mean,esm2_8M,5,121,0.6318780941963256,0.0471831543685988,0.0841969503786568,0.4311985199982758,0.6451572030935848,0.0495905732811916,0.0888396762026889,0.4408380253436976,9193,Growth,93
375,parEparD all,mean,esm2_35M,1,188,0.73879378677498,0.0426405886419989,0.0734722702322693,0.3998565498007277,0.7024422135745907,0.0424493826700016,0.0702963208997259,0.3951868327371281,9193,Growth,93
376,parEparD all,mean,esm2_35M,2,91,0.629465615634528,0.0466383312779977,0.0838883825223746,0.4154409210320451,0.6601691011201912,0.0482003560706279,0.0889474277945418,0.4471089618496857,9193,Growth,93
377,parEparD all,mean,esm2_35M,3,93,0.649477364643273,0.0469607706896004,0.0831371520442431,0.4358410563104197,0.6389088310802544,0.0481172184505701,0.0858349228009598,0.3769712373041224,9193,Growth,93
378,parEparD all,mean,esm2_35M,4,95,0.6694330240116082,0.0475646782150123,0.0826033943226964,0.4152605703715177,0.6001711339283526,0.0479575757537879,0.0816990915751367,0.4291818096950126,9193,Growth,93
379,parEparD all,mean,esm2_35M,5,98,0.6495433263223469,0.0463903411090936,0.0821519162328988,0.42343096255664,0.6621111833019807,0.0473948944211903,0.0866913725621209,0.4151582836741617,9193,Growth,93
380,BG STRSQ,mean,esm2_35M,1,48,0.27856784674136,0.5747691393358367,0.7560652483684547,0.4839374299821514,0.2626291585560696,0.572375350453513,0.7276885839245244,0.4688924658039413,3500,Enzyme function,501
381,BG STRSQ,mean,esm2_35M,2,35,0.2639606124571005,0.5811699556131873,0.7578518160585789,0.4770019007607861,0.2036102976505486,0.5899027650526592,0.7814185360054878,0.4051350011682261,3500,Enzyme function,501
382,BG STRSQ,mean,esm2_35M,3,36,0.2389047299603847,0.5965645969190768,0.7726092641751986,0.4570942094473663,0.2580994835321908,0.5782253172502347,0.7438571911524604,0.4683520017137639,3500,Enzyme function,501
383,BG STRSQ,mean,esm2_35M,4,64,0.3005223469093949,0.5422600813120603,0.7174609137198118,0.4939045838094904,0.2565606802349974,0.6145648644658497,0.828576681945821,0.496846856790475,3500,Enzyme function,501
384,BG STRSQ,mean,esm2_35M,5,33,0.2574193887528462,0.5910657060373681,0.7676938390487484,0.4706731680430813,0.1972067503188478,0.5812829176957267,0.7553440580303307,0.4244285704512107,3500,Enzyme function,501
385,RL401 2016,mean,esm2_35M,1,20,0.3070445544486823,0.1267828490082938,0.1552772441767826,0.4951470933449796,0.2738588400214247,0.1318073119735011,0.1596131552600827,0.4054610530720505,1324,Growth,128
386,RL401 2016,mean,esm2_35M,2,23,0.3318229778670024,0.1250331362514087,0.1533979507744472,0.4931931097329409,0.2188221985957195,0.1280708025928531,0.1615959664623958,0.3963182009227813,1324,Growth,128
387,RL401 2016,mean,esm2_35M,3,18,0.2804020262573036,0.132354076638463,0.1604006336706575,0.4872073352547307,0.2590404564609393,0.1240468050552523,0.1515796958931689,0.3975700014484963,1324,Growth,128
388,RL401 2016,mean,esm2_35M,4,31,0.3461273290359369,0.1196766491288816,0.1492554206366692,0.4904747067310683,0.2487176945611232,0.1370989626746925,0.1678268215109465,0.4819334668956346,1324,Growth,128
389,RL401 2016,mean,esm2_35M,5,33,0.3561374881164362,0.1195680321272508,0.1488643431875671,0.513712983376694,0.3782044292308434,0.1215152547612253,0.150913297840157,0.5739488134523937,1324,Growth,128
390,BLAT ECOLX 2012,mean,esm2_35M,1,28,0.1559083543613897,1.2500349017935817,1.475652112122236,0.4169069077087729,0.1499111554436548,1.2170178470219764,1.4609393574754468,0.4173658431306715,5259,Growth,286
391,BLAT ECOLX 2012,mean,esm2_35M,2,21,0.134634389483676,1.2659615842074832,1.4972353365209496,0.3927825541334367,0.1284887895359902,1.2458035747440062,1.4669234792975314,0.3797313613880738,5259,Growth,286
392,BLAT ECOLX 2012,mean,esm2_35M,3,22,0.1494565238124942,1.2424456771450385,1.4737384169096337,0.4106329841519765,0.1280314933863994,1.2767649979642328,1.5073227622445753,0.3789834573487979,5259,Growth,286
393,BLAT ECOLX 2012,mean,esm2_35M,4,29,0.1671939066770351,1.2287583388592955,1.4585735368953507,0.4294325825208103,0.1448529747614509,1.2652023992672656,1.4959498136205105,0.3931890216851113,5259,Growth,286
394,BLAT ECOLX 2012,mean,esm2_35M,5,26,0.1475517897942591,1.2457955781745602,1.4761054666159492,0.4042310408285977,0.1415547910858093,1.2686392030481597,1.4973021405603837,0.3963635626466817,5259,Growth,286
395,KKA2 KLEPN,mean,esm2_35M,1,33,0.1699271169273121,0.6988705560657961,0.8651812951336372,0.4675123340917744,0.1938683323321957,0.6653768677631178,0.830902888490077,0.4976624336489253,5224,Growth,264
396,KKA2 KLEPN,mean,esm2_35M,2,34,0.1760841221956122,0.6944045083022454,0.857946282357439,0.4691788957009057,0.1823513093430639,0.6840128898365075,0.8540572671903653,0.4938416506518846,5224,Growth,264
397,KKA2 KLEPN,mean,esm2_35M,3,36,0.2129043635024522,0.6780904014251482,0.8446484262200223,0.5086924736228495,0.1685639222193568,0.677152395384209,0.833882948511605,0.471630780280777,5224,Growth,264
398,KKA2 KLEPN,mean,esm2_35M,4,31,0.1934132449142372,0.679809769189857,0.8447342965789817,0.4923700021409984,0.1548718492040365,0.7084165178056196,0.8854000993179691,0.4309756702590078,5224,Growth,264
399,KKA2 KLEPN,mean,esm2_35M,5,33,0.1938204072423448,0.674728965276052,0.8421474218233427,0.4954367727515305,0.1750569110055719,0.7195858366557009,0.883672308331341,0.4546579730792771,5224,Growth,264
400,TIM SULSO,mean,esm2_35M,1,32,0.359506670884348,0.3945861487695779,0.4873649402186352,0.6318529073172423,0.3356584617718601,0.4232256836985192,0.4987583672552733,0.602641192306352,1519,Growth,248
401,TIM SULSO,mean,esm2_35M,2,26,0.3165609587700887,0.4156213380749998,0.5066476245752866,0.6012953636965319,0.3138922989683504,0.4070844694174128,0.4945471435479297,0.5831465329449251,1519,Growth,248
402,TIM SULSO,mean,esm2_35M,3,37,0.3681738929828934,0.4000019734114757,0.4828799682530586,0.6376868577102043,0.3195462128441585,0.3983056432423851,0.510231236017521,0.6084683791933982,1519,Growth,248
403,TIM SULSO,mean,esm2_35M,4,62,0.444108579898242,0.3697475486219435,0.4566665871925831,0.675188986728795,0.3383307292970353,0.3907646795529927,0.486925772081531,0.6088485293740763,1519,Growth,248
404,TIM SULSO,mean,esm2_35M,5,43,0.4009424059342656,0.3811727313420907,0.469695846917598,0.6569298135370003,0.3689617911035793,0.4065339264887898,0.4935062533032239,0.6387048821647587,1519,Growth,248
405,DLG4 RAT,mean,esm2_35M,1,14,0.2586345608606188,0.2321093262338903,0.3395208017664416,0.4245597555353168,0.1799886950265483,0.2468314319258198,0.3732386944393807,0.3810384869310625,1659,Peptide binding,724
406,DLG4 RAT,mean,esm2_35M,2,9,0.1747066054443301,0.2404500958296977,0.3558171834312812,0.3848896510500254,0.2157707497362708,0.2492749902251702,0.3732510979454739,0.3844255218076162,1659,Peptide binding,724
407,DLG4 RAT,mean,esm2_35M,3,11,0.2071169637550951,0.2439878333432615,0.359366754987855,0.400576575130889,0.2687009775529119,0.2341536864964221,0.3193579846447194,0.4458866921562398,1659,Peptide binding,724
408,DLG4 RAT,mean,esm2_35M,4,9,0.2248142931512354,0.2331486622608576,0.3449862031262463,0.381968728091157,0.1621908981087972,0.2537722180869952,0.3852996632390105,0.418355820977372,1659,Peptide binding,724
409,DLG4 RAT,mean,esm2_35M,5,11,0.2495367913239519,0.2434702321121719,0.3534819583322341,0.4293360759867527,0.1833262321066164,0.2214195616094385,0.3193813732541583,0.3509959798970853,1659,Peptide binding,724
410,RL401 2013,mean,esm2_35M,1,94,0.6195907775752879,0.153321969855595,0.2036959826432489,0.7215221717570907,0.4917889190870316,0.1969152294744657,0.2672347782302183,0.7024767727899424,1269,Growth,128
411,RL401 2013,mean,esm2_35M,2,20,0.3304940893255844,0.2226584213930985,0.2801422246749925,0.5423570500002952,0.3178001742903985,0.2110979761241928,0.2749562786416173,0.4520647339443139,1269,Growth,128
412,RL401 2013,mean,esm2_35M,3,61,0.5325593675227953,0.1826767942071548,0.2376605729768897,0.6691970838962941,0.4147991746056735,0.1926191452685303,0.2355427520247363,0.6011094432872967,1269,Growth,128
413,RL401 2013,mean,esm2_35M,4,87,0.5899773963317458,0.165310223487504,0.2203313477792589,0.7181759819154052,0.5061195254440837,0.1761264118728206,0.2288778136714422,0.6562476144297316,1269,Growth,128
414,RL401 2013,mean,esm2_35M,5,55,0.5104842050242459,0.1811714373904419,0.2363107343490404,0.6637870387944875,0.4503962632944697,0.1965147578975428,0.2603941301573614,0.6125146450899539,1269,Growth,128
415,BLAT ECOLX 2013,mean,esm2_35M,1,39,0.3735814025607191,1.2647497259016642,1.5497387166847238,0.5508361014519364,0.2364543920244746,1.370979823137264,1.6823439626520984,0.4201859125369354,989,Other,286
416,BLAT ECOLX 2013,mean,esm2_35M,2,33,0.2909047958522303,1.3713165175189368,1.6558134031702023,0.5015048748446751,0.3614619488149804,1.2752919183484468,1.506368427450459,0.5354805350772032,989,Other,286
417,BLAT ECOLX 2013,mean,esm2_35M,3,65,0.4256808059132887,1.1849716140994924,1.471271031512536,0.5823319794399802,0.3006053271945186,1.34454165465761,1.665073498081172,0.5045589698510762,989,Other,286
418,BLAT ECOLX 2013,mean,esm2_35M,4,39,0.369504334956023,1.228236800096929,1.5135030691032698,0.5391372354255906,0.2540693851138981,1.4586018938250942,1.824936990906656,0.5357289142791798,989,Other,286
419,BLAT ECOLX 2013,mean,esm2_35M,5,49,0.4074367418577691,1.237389328328744,1.5272528479200915,0.5764153909193079,0.0973857239796003,1.381711076158317,1.7226789424302638,0.308054303655407,989,Other,286
420,TIM THETH,mean,esm2_35M,1,12,0.2204503471744745,0.4621183204963779,0.5290581431533337,0.489681166166647,0.2061574760941645,0.4921324856937739,0.5609309694647017,0.5104734055554713,1519,Growth,254
421,TIM THETH,mean,esm2_35M,2,56,0.4593331196204585,0.3743361438934269,0.446814951186441,0.6908285906830927,0.4623225139389634,0.3658028407699405,0.438438637726608,0.6967820390553136,1519,Growth,254
422,TIM THETH,mean,esm2_35M,3,19,0.3019933874861608,0.4406281935237071,0.5103701450451823,0.5682856218314175,0.1764312599360276,0.4533760445568147,0.5298739711859733,0.3860677094456641,1519,Growth,254
423,TIM THETH,mean,esm2_35M,4,45,0.4010543720693555,0.3995566038561094,0.4714586116425935,0.6405016870704656,0.3696503766263599,0.4006570192104209,0.4713899921714323,0.6220995395484329,1519,Growth,254
424,TIM THETH,mean,esm2_35M,5,72,0.5149658298549201,0.3463300285571378,0.4202560142183175,0.7180985795667946,0.4345621717645673,0.3916954319285758,0.4636672548352518,0.675398765913538,1519,Growth,254
425,PA FLU,mean,esm2_35M,1,23,0.0370013175980293,0.3788445109865074,0.5185909479917088,0.238525788307134,0.0125351492584526,0.3869230093570398,0.5034849596121285,0.1422314282414768,2363,Viral replication,716
426,PA FLU,mean,esm2_35M,2,32,0.0462708295551723,0.3810857699687946,0.5253268348449279,0.2527070843364931,-0.0061589126837502,0.3754558605697997,0.4641556933078563,0.1831374650294734,2363,Viral replication,716
427,PA FLU,mean,esm2_35M,3,5,0.0063723430803368,0.390338323233708,0.5343713395202618,0.1489572979568303,-0.0001464430755397,0.3823190682972577,0.4735681670070822,0.0325726324912393,2363,Viral replication,716
428,PA FLU,mean,esm2_35M,4,23,0.0370888876539465,0.3758702632641654,0.4945992156112532,0.2163242214216047,0.0139749541435362,0.4027880319888441,0.5937594587962386,0.1627910382517332,2363,Viral replication,716
429,PA FLU,mean,esm2_35M,5,3,0.0027800918100494,0.3873379630424425,0.5126026944811436,0.1188370801096557,-0.0084323304585116,0.3928005424266692,0.5657084719742868,0.0882003227963223,2363,Viral replication,716
430,B3VI55 LIPSTSTABLE,mean,esm2_35M,1,16,0.1169694074133436,0.4021866436734602,0.4851353204307645,0.3552208024679723,0.1216132508741116,0.4045419127055291,0.4841687173686416,0.3700377415176109,8329,Growth,447
431,B3VI55 LIPSTSTABLE,mean,esm2_35M,2,15,0.1106929879451231,0.4034797436282707,0.4853507492636471,0.3528305196373935,0.1133114829317566,0.4061648877630427,0.4927712335512206,0.3729559071512018,8329,Growth,447
432,B3VI55 LIPSTSTABLE,mean,esm2_35M,3,24,0.1398675340113861,0.3953128787316951,0.4775410121200294,0.3856746061922546,0.1208704508688433,0.405910751350444,0.4898712390106722,0.3427276601414609,8329,Growth,447
433,B3VI55 LIPSTSTABLE,mean,esm2_35M,4,16,0.1179382582403518,0.4030930169440954,0.4867434397839844,0.35807268888526,0.1125368964695152,0.4009286115085663,0.4795197664007777,0.354423782569036,8329,Growth,447
434,B3VI55 LIPSTSTABLE,mean,esm2_35M,5,14,0.1180047031028707,0.4040759364879074,0.4864564067128247,0.3604511932688768,0.1102034367025286,0.39603049800469,0.4810358734858452,0.3448009152346392,8329,Growth,447
435,RL401 2014,mean,esm2_35M,1,43,0.4860134658133718,0.2199606964480171,0.295100835169301,0.6309105358535884,0.4767514637364137,0.2143405252217415,0.2760512835782043,0.6422431080621888,1435,Other,128
436,RL401 2014,mean,esm2_35M,2,40,0.4847118816148344,0.2255281771932329,0.2940013417228334,0.6378046586703147,0.3489669140078395,0.2228310761385263,0.3142076840523501,0.5407838984505903,1435,Other,128
437,RL401 2014,mean,esm2_35M,3,25,0.3928372561932194,0.246132809629839,0.3171154648508255,0.5985155861700757,0.377170070389626,0.2452698583636134,0.3167296663703024,0.5644999079417242,1435,Other,128
438,RL401 2014,mean,esm2_35M,4,30,0.4091215647590421,0.2367662672132565,0.3066218026476164,0.605741049582771,0.3762831597000597,0.2625847454021201,0.3414943354552525,0.6060418152944983,1435,Other,128
439,RL401 2014,mean,esm2_35M,5,20,0.3241964922836614,0.2566232009081475,0.3304235507505941,0.5638392755413962,0.3248233270229302,0.2746680442339867,0.3451464744666925,0.5757017595036541,1435,Other,128
440,PABP singles,mean,esm2_35M,1,146,0.7525637173591444,0.138703551248571,0.1822515552639771,0.8378189590348194,0.6189581195174088,0.1672114470818791,0.2190289129449797,0.7553800595815152,1187,Growth,577
441,PABP singles,mean,esm2_35M,2,147,0.7579021446882274,0.1373593515107876,0.1761255516836594,0.8287090282447322,0.6121744159325049,0.1726117943150082,0.2413480738108478,0.7847835970409284,1187,Growth,577
442,PABP singles,mean,esm2_35M,3,78,0.6482165860555003,0.1662611060278241,0.2136938107870883,0.767480329740423,0.536918106743428,0.2029174399825563,0.2554376927513957,0.7143298855693319,1187,Growth,577
443,PABP singles,mean,esm2_35M,4,63,0.5913836771873402,0.1865283498580134,0.2357356612503516,0.744059367004066,0.5335268558584085,0.1910788857221327,0.2351626212381352,0.6513488467689156,1187,Growth,577
444,PABP singles,mean,esm2_35M,5,127,0.7210610806371331,0.1477522988758268,0.1938695305636628,0.8236309395583692,0.6638506251677118,0.1603809450942732,0.2036306874867968,0.7476810076100812,1187,Growth,577
445,MK01 HUMAN,mean,esm2_35M,1,78,0.1410782521770519,0.781877909448032,1.0574567980437406,0.4083829601148229,0.1184062396457208,0.7922214084798948,1.0709044938263914,0.3851469911604374,6809,Growth,360
446,MK01 HUMAN,mean,esm2_35M,2,70,0.1357712302469292,0.7879796503503629,1.0601577648776603,0.4016023068104389,0.1222108317460654,0.7865283267136634,1.070372467129931,0.3849008470386797,6809,Growth,360
447,MK01 HUMAN,mean,esm2_35M,3,72,0.132374472141132,0.7867177396955886,1.0622110086019885,0.4004702782851183,0.1089253900184882,0.7988382754019256,1.0789335301193366,0.366377094829704,6809,Growth,360
448,MK01 HUMAN,mean,esm2_35M,4,64,0.133876684608767,0.7875702450300386,1.0619970952950588,0.4000040874036089,0.0877784453364267,0.8077903554831213,1.0885988093249237,0.3360063342132152,6809,Growth,360
449,MK01 HUMAN,mean,esm2_35M,5,63,0.126362992298567,0.785470844507636,1.0669996373438202,0.3998703038722602,0.1321258575829915,0.7900082078311996,1.058370631532305,0.3895404094256187,6809,Growth,360
450,TIM THEMA,mean,esm2_35M,1,19,0.2073944116493256,0.4171312654609402,0.5457612088506348,0.5410734150379054,0.1955671249332222,0.4116495230423299,0.5211647997830878,0.5103036738532862,1519,Growth,252
451,TIM THEMA,mean,esm2_35M,2,17,0.2014832040346409,0.4090436710058583,0.5284958144786864,0.5476398186927025,0.1614005466671815,0.4503239999781696,0.6077620850079258,0.5028662908731487,1519,Growth,252
452,TIM THEMA,mean,esm2_35M,3,10,0.1216218709855732,0.4503164317880522,0.5760490008495789,0.4587686532120373,0.1180233157806439,0.4190095783488864,0.5385115845783892,0.4437084904657418,1519,Growth,252
453,TIM THEMA,mean,esm2_35M,4,29,0.230143899317313,0.4183999464403551,0.5416142360270837,0.5654792269197734,0.1464712068902515,0.404022444535461,0.5177194454807349,0.4594218080434368,1519,Growth,252
454,TIM THEMA,mean,esm2_35M,5,15,0.1678990483616611,0.4148175281505339,0.5443052889009922,0.5083347289613971,0.157449824530789,0.460843521615448,0.5907121829583449,0.5112616246408167,1519,Growth,252
455,UBC9 HUMAN,mean,esm2_35M,1,150,0.351357209289362,0.3144586917357803,0.4048123492047703,0.6267952839356861,0.24574992310914,0.3372097481347414,0.4293260444764574,0.5377962003998243,2721,Growth,158
456,UBC9 HUMAN,mean,esm2_35M,2,175,0.3895798502224817,0.3037824893277948,0.3927397861099509,0.6508780365817096,0.1638044630854018,0.3444804866597713,0.4517082040176606,0.5069813104276518,2721,Growth,158
457,UBC9 HUMAN,mean,esm2_35M,3,127,0.3327651140456722,0.32017220649867,0.4093990893233262,0.6104054417403046,0.2450010086109462,0.3371105623516114,0.4345789541272674,0.5282272763801504,2721,Growth,158
458,UBC9 HUMAN,mean,esm2_35M,4,159,0.3573853214471195,0.3150767122859778,0.4060839144993681,0.6315766317950982,0.3093061684416678,0.3176823273672378,0.397163044014683,0.5693127956889665,2721,Growth,158
459,UBC9 HUMAN,mean,esm2_35M,5,202,0.4193281280628768,0.2930046878256175,0.3746971646895431,0.6810656079698317,0.2596815283640779,0.3355335908822625,0.4615964442799652,0.5685390636973031,2721,Growth,158
460,AMIE PSEAE,mean,esm2_35M,1,37,0.1967931334715181,0.2681535024189159,0.3378359808173879,0.4561978670966168,0.1860527485629501,0.2698305705949778,0.350226553623129,0.4293539370444184,6568,Enzyme function,346
461,AMIE PSEAE,mean,esm2_35M,2,41,0.1960535526895305,0.2697798113681628,0.3406056287013587,0.4473591717120325,0.1389244522053393,0.2778823576828479,0.3493549972750472,0.3861273057372963,6568,Enzyme function,346
462,AMIE PSEAE,mean,esm2_35M,3,47,0.2069538884643189,0.2635097323770345,0.3346631586596342,0.4656904658767782,0.2087851448613682,0.2768982544180465,0.3492237975940235,0.501176000216602,6568,Enzyme function,346
463,AMIE PSEAE,mean,esm2_35M,4,52,0.2148774356718714,0.2669175600370376,0.3386626876823467,0.4738156255818625,0.2176333112203125,0.2579604958462334,0.3247301252132895,0.4796241095717176,6568,Enzyme function,346
464,AMIE PSEAE,mean,esm2_35M,5,21,0.155189245126333,0.2788889445985963,0.3504759459821777,0.409207286794755,0.139010706069571,0.2770147198905858,0.3441068086912009,0.3624860874807237,6568,Enzyme function,346
465,MTH3 HAEAESTABILIZED,mean,esm2_35M,1,46,0.2717810740226987,0.269343583686179,0.3128510478946603,0.5374906473507679,0.2241336855847912,0.2752353463213095,0.3221014834489877,0.5093013338872514,1777,Growth,331
466,MTH3 HAEAESTABILIZED,mean,esm2_35M,2,30,0.2345221741046868,0.2771979516337742,0.3186867921620507,0.5115509968004303,0.2253415455677215,0.2861505685026725,0.3299872531779356,0.4960514298673079,1777,Growth,331
467,MTH3 HAEAESTABILIZED,mean,esm2_35M,3,44,0.2670667737677163,0.2706149001442598,0.3146465149744888,0.5310776735009409,0.2178386478529105,0.2786459500890382,0.3196749931301075,0.4958183710847789,1777,Growth,331
468,MTH3 HAEAESTABILIZED,mean,esm2_35M,4,45,0.2728541418325272,0.2675372898863672,0.3121780258071965,0.5453599396229095,0.213648597428549,0.2787049881673195,0.325434373624716,0.4533378340842593,1777,Growth,331
469,MTH3 HAEAESTABILIZED,mean,esm2_35M,5,32,0.2619871103024352,0.2726953359331762,0.3163118522219566,0.5321577906529805,0.1921598847375307,0.2797904049611427,0.3235865188182979,0.4352430070968089,1777,Growth,331
470,BLAT ECOLX 2015,mean,esm2_35M,1,38,0.3259458937293928,0.8231145902800636,0.944414333524416,0.5786787057161579,0.2905645756482887,0.8472615806117288,0.9736632873993448,0.542751433524812,4996,Growth,286
471,BLAT ECOLX 2015,mean,esm2_35M,2,42,0.3434595772640982,0.8127175138283846,0.9369349218116668,0.5907494489675221,0.305602501732554,0.8194212453821006,0.9434450608720903,0.5650664826274076,4996,Growth,286
472,BLAT ECOLX 2015,mean,esm2_35M,3,52,0.344629362533728,0.8081610869496118,0.9315674896131516,0.590769441304127,0.3236669391010978,0.8180630290559853,0.9495527297236228,0.5734924014242421,4996,Growth,286
473,BLAT ECOLX 2015,mean,esm2_35M,4,43,0.3255944611509666,0.8253704540758324,0.9480945331391164,0.5810860434988091,0.3284066479729177,0.8123742159123372,0.9334581501789332,0.5687709815288834,4996,Growth,286
474,BLAT ECOLX 2015,mean,esm2_35M,5,42,0.3320438650029805,0.8126407212071892,0.9363460682137844,0.5853466996163806,0.3524298672275989,0.8253429071486518,0.9443126122928306,0.6055508771124284,4996,Growth,286
475,YAP1 singles,mean,esm2_35M,1,28,0.5553524155578555,0.2977144333584821,0.4036191934678283,0.7599843892932426,0.4190946476379406,0.30117591849863,0.392676805945554,0.6475688016783908,362,Peptide binding,504
476,YAP1 singles,mean,esm2_35M,2,28,0.552546406019479,0.2950055628448028,0.4019329588758042,0.7650802410213579,0.5799071362835919,0.2661560989054615,0.3488778654794219,0.7366098975688018,362,Peptide binding,504
477,YAP1 singles,mean,esm2_35M,3,33,0.6067207153772965,0.2692999454059616,0.3657149601077691,0.7846641335273575,0.3550112699742942,0.3404813693249673,0.4906620464920475,0.67975432503698,362,Peptide binding,504
478,YAP1 singles,mean,esm2_35M,4,27,0.5300305662756817,0.2793429034667742,0.3801159571396983,0.7780413970234588,0.4268437406767397,0.3948505561999728,0.5349707960411422,0.6411987909190303,362,Peptide binding,504
479,YAP1 singles,mean,esm2_35M,5,34,0.5987165703101269,0.2762549639660733,0.378831301694999,0.7863203096842761,0.3202145065607799,0.3293580368530858,0.4445840572779561,0.6437391472120394,362,Peptide binding,504
480,BF520 env,mean,esm2_35M,1,54,0.1952494752426732,1.5734575622792129,1.9013714543546183,0.4389425200393756,0.1886865231156664,1.5383648259665732,1.869091074805093,0.4328169543606745,12577,Viral replication,852
481,BF520 env,mean,esm2_35M,2,54,0.1943748983058291,1.5705665731745462,1.8990100407143933,0.4364598131406723,0.1905983150769498,1.554620030195612,1.880811638188993,0.4413685790652465,12577,Viral replication,852
482,BF520 env,mean,esm2_35M,3,60,0.1954260762575006,1.5607623261313948,1.8907085195404283,0.4418281036749298,0.1823704250085657,1.5906405387710727,1.918348080217988,0.4191663567504857,12577,Viral replication,852
483,BF520 env,mean,esm2_35M,4,44,0.1863184842322741,1.578096657971887,1.904269338562748,0.4272186565197128,0.1599729715660478,1.5929501000814823,1.9332784266444976,0.4067656312706693,12577,Viral replication,852
484,BF520 env,mean,esm2_35M,5,56,0.187331028314063,1.5640105554390171,1.8925301717908656,0.4342811111761308,0.195866924071121,1.6071400041552486,1.932864819579125,0.4301828687749579,12577,Viral replication,852
485,GAL4 YEAST,mean,esm2_35M,1,18,0.2191182654534258,3.9728103804039656,4.654542621602103,0.4970311399457787,0.0880999247284185,4.320352858040622,5.119062718014258,0.3179180830786518,1195,Growth,881
486,GAL4 YEAST,mean,esm2_35M,2,29,0.2682495292407707,3.839275201773544,4.532012646998324,0.5549246770535663,0.2285968309065686,3.944608176722188,4.611036594592012,0.4965830383943696,1195,Growth,881
487,GAL4 YEAST,mean,esm2_35M,3,17,0.1847516333911643,4.128466631847445,4.78917844399035,0.4673680259803703,0.1583590908565958,4.139444678637773,4.808333811779384,0.430470953213878,1195,Growth,881
488,GAL4 YEAST,mean,esm2_35M,4,13,0.1951315950279347,4.050747878012797,4.739410424245947,0.4739714902659096,0.1460645399906912,4.261406727794823,4.923639231268275,0.389308949393145,1195,Growth,881
489,GAL4 YEAST,mean,esm2_35M,5,12,0.150093295385425,4.222966549785566,4.890551211825781,0.4343052459695259,0.1560677620757781,4.157357001444286,4.8134446927516805,0.4449645294740234,1195,Growth,881
490,BG505 env,mean,esm2_35M,1,91,0.2474663414926605,1.6171226465273396,1.9321157707202044,0.4900588960256961,0.2311777719757564,1.623610189990681,1.941757710676704,0.4667290499306116,12729,Viral replication,860
491,BG505 env,mean,esm2_35M,2,47,0.1864880766613883,1.7024522404651368,2.009022428733297,0.4324176177294005,0.1874064445043454,1.6884415544374545,1.994531709702348,0.4341829002867554,12729,Viral replication,860
492,BG505 env,mean,esm2_35M,3,87,0.245212319431618,1.6235558615937973,1.935312711109037,0.4858189665476582,0.2115213591454355,1.6344365476033464,1.9651498571855408,0.4524942354241238,12729,Viral replication,860
493,BG505 env,mean,esm2_35M,4,93,0.2459657556025936,1.6151105503757923,1.9308008350452817,0.4852218593592582,0.2286506425637874,1.6461073856039272,1.956905327647105,0.4664633428166329,12729,Viral replication,860
494,BG505 env,mean,esm2_35M,5,84,0.2382850289412565,1.6224259034918922,1.935466152895139,0.4793878240602059,0.2428027754217053,1.6449494602139647,1.9602858744787304,0.4868783498066389,12729,Viral replication,860
495,BLAT ECOLX 2014,mean,esm2_35M,1,41,0.2973659172261047,0.3244641125537458,0.3794910052378787,0.590737817012117,0.288185219094779,0.3267749617487028,0.3891123015057569,0.5955095733426296,5468,Growth,286
496,BLAT ECOLX 2014,mean,esm2_35M,2,42,0.305465118349326,0.3210460371710036,0.378111607281911,0.5992428928655346,0.3029455183377598,0.3254496556447236,0.3817168834211729,0.5924759527739802,5468,Growth,286
497,BLAT ECOLX 2014,mean,esm2_35M,3,53,0.3144155862132838,0.3197105253116257,0.3773765612335642,0.605000602859531,0.2828419833844604,0.3228112148422646,0.3791797725241336,0.584273874708666,5468,Growth,286
498,BLAT ECOLX 2014,mean,esm2_35M,4,54,0.3155046547095113,0.3185164613684245,0.3754642617166406,0.6092547353685454,0.2824183542688083,0.3284371696030886,0.3868366426566426,0.5721437422791649,5468,Growth,286
499,BLAT ECOLX 2014,mean,esm2_35M,5,40,0.2961134253069133,0.3250944812954167,0.3826487716176593,0.5942970612977794,0.2901714068370805,0.3229920418308289,0.3771408126220291,0.5705807884399138,5468,Growth,286
500,TPK1 HUMAN,mean,esm2_35M,1,60,0.1316776388896443,0.4190563041213266,0.4997362625707615,0.3810587067026194,0.0381562646112551,0.4317164333347926,0.5173424046958344,0.2478459662670189,3424,Growth,243
