,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_methd
9,BF520_env_Bloom2018,Lasso,10,0.5169240619225755,1.170011602525986,1.4631096224363682,0.4411703817915245,1.2970502787490286,1.6145861653681042,0.724957340955534,0.6610810010859282,943,pca1-2
0,BF520_env_Bloom2018,Lasso,1,0.4244830416907582,1.2908084996607592,1.6062632183510728,0.3222167670135339,1.3458309340059182,1.6863929424582222,0.6520514651555946,0.5981790147707378,601,sigmoid1
1,BF520_env_Bloom2018,Lasso,2,0.4211257039049721,1.2908628854691822,1.606829551694611,0.36339464682857,1.350784383625126,1.6750593088510133,0.6512446088208873,0.6033395272413277,605,sigmoid1
2,BF520_env_Bloom2018,Lasso,3,0.4189926834433026,1.2964540473537267,1.6101079186730467,0.3858680238563737,1.3140188240546082,1.6423506837461823,0.6500010333733635,0.6126510009657343,597,sigmoid1
3,BF520_env_Bloom2018,Lasso,4,0.4228046780104543,1.2919014408879257,1.6057411680904734,0.3388243964520002,1.3544597258537252,1.6953221589639929,0.6518448028896103,0.5925068470288581,611,sigmoid1
4,BF520_env_Bloom2018,Lasso,5,0.4213958764156916,1.2868118267533413,1.6019308190403496,0.35930478693965,1.3991599080775483,1.7233191084283457,0.6521479455168163,0.5959914181070026,602,sigmoid1
5,BF520_env_Bloom2018,Lasso,6,0.4195862069406402,1.2934499799690398,1.6097721630669333,0.3744486846704669,1.3365173902679357,1.6519146976129462,0.6500433771568502,0.6073403284883128,614,sigmoid1
6,BF520_env_Bloom2018,Lasso,7,0.425127051673633,1.2869736859883874,1.6004285328453138,0.3178592932090857,1.3848706533441475,1.742104114906088,0.6534806444358077,0.5923599560495196,601,sigmoid1
7,BF520_env_Bloom2018,Lasso,8,0.4247442136078494,1.288512067809207,1.6010474046039704,0.3256312272251993,1.3851696520877086,1.730856636997086,0.65418868849742,0.5751652448973219,608,sigmoid1
8,BF520_env_Bloom2018,Lasso,9,0.4240646731747596,1.2859493595211575,1.5984124939249396,0.3349977645874578,1.4031001142287736,1.754005918730853,0.6514343132512203,0.5989718650143844,604,sigmoid1
9,BF520_env_Bloom2018,Lasso,10,0.4208677990669954,1.2871077994919686,1.601983432035188,0.3693460726850147,1.3902479420102007,1.7152090964907625,0.6517184967556676,0.5915491174951648,599,sigmoid1
0,BF520_env_Bloom2018,Lasso,1,0.4260509992567791,1.2936012607323517,1.6040736474985464,0.3550510664448733,1.3226141096667323,1.6450383616375923,0.6519957511324498,0.6146194365293978,590,rbf2
1,BF520_env_Bloom2018,Lasso,2,0.4231944575573833,1.293426994346153,1.6039557760287817,0.3790665252455835,1.329448629148989,1.6543126181859076,0.6511832235258154,0.6152318218276673,573,rbf2
2,BF520_env_Bloom2018,Lasso,3,0.422684985207141,1.2955496954226098,1.604983646227322,0.3840968736984099,1.323549786437931,1.6447172397404286,0.6510777334402583,0.6143537971223224,584,rbf2
3,BF520_env_Bloom2018,Lasso,4,0.4276426710342235,1.2897604054311498,1.5989974266850655,0.3337071348682827,1.3660679817254011,1.701870105850804,0.6547818958696925,0.5864663427725594,581,rbf2
4,BF520_env_Bloom2018,Lasso,5,0.4254989212011082,1.2860630280945524,1.5962408425023404,0.3603300819417186,1.3955778581080924,1.7219396553833473,0.654242770228489,0.5881475362508567,569,rbf2
5,BF520_env_Bloom2018,Lasso,6,0.4226076112395974,1.2938006232928234,1.6055767779475791,0.383931456966742,1.3301776835971943,1.6393461436976102,0.6505849735006702,0.6169726698001178,580,rbf2
6,BF520_env_Bloom2018,Lasso,7,0.4275559769347787,1.2875775605487014,1.5970439274893105,0.3320048526519641,1.377730942629886,1.7239464717258175,0.6532785230282087,0.593252241897955,593,rbf2
7,BF520_env_Bloom2018,Lasso,8,0.4251232241805412,1.2913013197821024,1.6005198880698253,0.3577637143025578,1.361406925095979,1.6891172277471038,0.6529024619196097,0.5954177894284448,568,rbf2
8,BF520_env_Bloom2018,Lasso,9,0.4281080911703372,1.2842490984570043,1.5927916948734129,0.3338332204029489,1.4084420946037342,1.7555410443392452,0.6531729846385911,0.5993827274320805,584,rbf2
9,BF520_env_Bloom2018,Lasso,10,0.42491118327147,1.2859245374349983,1.5963812740382417,0.3635899358853801,1.3994036990650074,1.7230188886070612,0.6531302575255269,0.5921063949067787,576,rbf2
0,BF520_env_Bloom2018,Lasso,1,0.4244191095055065,1.290840498365868,1.6063524329818426,0.3222450025922974,1.345769458252196,1.6863578156106152,0.6519818044490974,0.5982358965997085,602,pca1
1,BF520_env_Bloom2018,Lasso,2,0.4210799586533279,1.2908833356439036,1.6068930398910766,0.3633084363843815,1.3509771247674838,1.6751727250496626,0.6511968464859722,0.6032903446766088,607,pca1
2,BF520_env_Bloom2018,Lasso,3,0.4189378268778982,1.2964906884938223,1.6101839271010825,0.385863154595631,1.3142720513058936,1.6423571945762394,0.6499468264225634,0.612715291556059,598,pca1
3,BF520_env_Bloom2018,Lasso,4,0.4227597286424315,1.2919577731258447,1.60580369081269,0.3386732453433405,1.3545829718426126,1.6955159313739754,0.6517831051119406,0.5924890055311625,612,pca1
4,BF520_env_Bloom2018,Lasso,5,0.4213617431330535,1.2868137179891872,1.6019780692661891,0.359017155296761,1.3994775190627955,1.7237058956841194,0.65211456844666,0.5957531678099033,603,pca1
5,BF520_env_Bloom2018,Lasso,6,0.4195466878718229,1.293485505342769,1.6098269650158277,0.3742791751892803,1.3366290970379366,1.6521384971875817,0.6500113498319221,0.607229669009869,612,pca1
6,BF520_env_Bloom2018,Lasso,7,0.4250784973354918,1.2870252389441856,1.600496118307138,0.3177126409272041,1.384845555334932,1.7422913708572167,0.6534456123342764,0.5922801644600931,601,pca1
7,BF520_env_Bloom2018,Lasso,8,0.4246774583174938,1.2885891321015814,1.601140298310051,0.3257297605465952,1.3849795972925576,1.7307301829778727,0.6541413126441676,0.5751657114093414,608,pca1
8,BF520_env_Bloom2018,Lasso,9,0.4240145938153913,1.2860126593612036,1.5984819858713053,0.3348431957206933,1.403212305669324,1.754209751846374,0.6513818060277666,0.5987706929134995,607,pca1
9,BF520_env_Bloom2018,Lasso,10,0.4208033315391721,1.2871962779574748,1.6020725939203049,0.3693827945483645,1.390199658549315,1.7151591589669934,0.6516670098677315,0.591601470818433,597,pca1
0,BF520_env_Bloom2018,Lasso,1,0.3505864218896003,1.3849278999070271,1.706272276378262,0.3139686689382923,1.3780648444686483,1.6966229630447844,0.5960594963175998,0.5771230216683572,469,bos
1,BF520_env_Bloom2018,Lasso,2,0.3530438845933438,1.3785624075250194,1.698693749006573,0.2873436963134101,1.4386187631633347,1.7722913224366057,0.599740346990903,0.5431239622829653,468,bos
2,BF520_env_Bloom2018,Lasso,3,0.3560075386274473,1.3749005200438842,1.6951361161496514,0.2488376978835241,1.4646567545608589,1.816360013616284,0.6021721026489795,0.5302597903794599,471,bos
3,BF520_env_Bloom2018,Lasso,4,0.3536716897101238,1.3792587384557182,1.6991852531622895,0.2889833538165428,1.420038057925494,1.758060080186218,0.5982169019464565,0.5500343239373867,461,bos
4,BF520_env_Bloom2018,Lasso,5,0.3548512820911986,1.370837409954205,1.69154249945718,0.286653928908186,1.4915876471810596,1.8184028390642548,0.6015135162849229,0.534523715447653,474,bos
5,BF520_env_Bloom2018,Lasso,6,0.3513723328502249,1.3797225415798793,1.7017403070613668,0.309845290176588,1.4084955743250458,1.735119435641422,0.598728377503627,0.5582655410919845,464,bos
6,BF520_env_Bloom2018,Lasso,7,0.3543345138708844,1.3775194246483509,1.6961104704150884,0.2805761369068833,1.448969327337099,1.789079101647828,0.5999626274966305,0.5374028758930183,470,bos
7,BF520_env_Bloom2018,Lasso,8,0.355446009103784,1.3752841021282711,1.6947410297810164,0.2751560765591203,1.4621415727669222,1.7944634753466842,0.6015024988486716,0.5277868238896075,460,bos
8,BF520_env_Bloom2018,Lasso,9,0.3505461163853022,1.3767635190027887,1.6973686067142957,0.3214518858724069,1.4543464625094364,1.771780125669155,0.5956431808350066,0.5827541096180591,470,bos
9,BF520_env_Bloom2018,Lasso,10,0.3520414847901483,1.377345498310572,1.6945046477656294,0.3040070920750484,1.453794192048354,1.8018719561424552,0.599036880798239,0.5530667120665341,475,bos
0,BF520_env_Bloom2018,Lasso,1,0.4287113759201096,1.2889694459938936,1.6003517168813366,0.3481066197278045,1.3257202620963704,1.6538710719728869,0.6530496896408483,0.6125010359445632,612,pca2
1,BF520_env_Bloom2018,Lasso,2,0.4258443855064803,1.2892567515693991,1.6002671323932498,0.3803396508983319,1.3278651656813312,1.652615795091094,0.6519224841074961,0.6171769368661334,600,pca2
2,BF520_env_Bloom2018,Lasso,3,0.4253266292429059,1.2908054400116011,1.6013074412547212,0.3832870035584842,1.3235489369160809,1.6457982293777684,0.6519369261773474,0.6127797490707269,610,pca2
3,BF520_env_Bloom2018,Lasso,4,0.4305049857167786,1.284460116424747,1.5949941842781905,0.3296268858410478,1.3724514239849408,1.7070731146342617,0.6559887463889199,0.5857868529493422,612,pca2
4,BF520_env_Bloom2018,Lasso,5,0.4282098488809363,1.2818646646850695,1.592470257399214,0.3583332568859972,1.3950507621443895,1.724625206909439,0.6554339603720906,0.5843882724110631,597,pca2
5,BF520_env_Bloom2018,Lasso,6,0.4254261368883372,1.2886081874694326,1.601653193619334,0.3827095898764951,1.3304552481868257,1.6409710204464365,0.6516153263484458,0.6191603930420461,610,pca2
6,BF520_env_Bloom2018,Lasso,7,0.4301609740635107,1.283094700978749,1.5934059834304226,0.335377961725695,1.373034969083167,1.7195883420033178,0.6542048272481897,0.5922937797646548,607,pca2
7,BF520_env_Bloom2018,Lasso,8,0.427766426071982,1.286557972958526,1.5968361671477047,0.3589289978869651,1.36068085137594,1.6875841516338073,0.6538309477473467,0.5950400600500171,608,pca2
8,BF520_env_Bloom2018,Lasso,9,0.4309083378857867,1.2799818812818422,1.5888873880785186,0.3288080195516568,1.4108681093704505,1.7621500288169856,0.654336325143204,0.5965758521894517,609,pca2
9,BF520_env_Bloom2018,Lasso,10,0.4273752793387915,1.282431554057591,1.5929575772180216,0.3657272425890765,1.3940017151187158,1.7201231794245129,0.6541183547195045,0.5918106847278162,607,pca2
0,BF520_env_Bloom2018,Lasso,1,0.4084406331062687,1.319516383708691,1.6284964634590635,0.3037607011145132,1.3853339984496913,1.709199007984976,0.6385560155243701,0.582761157958889,617,maxPool
1,BF520_env_Bloom2018,Lasso,2,0.4056210236443952,1.3181778804654578,1.6282061742147995,0.3253735035597466,1.3984428078668103,1.724355246674492,0.6392444126191271,0.5834262820363436,591,maxPool
2,BF520_env_Bloom2018,Lasso,3,0.4063458949268135,1.3201531325159492,1.6275371961308895,0.3253434098226703,1.385758653341453,1.721378696428434,0.6391206009538031,0.5818827414638988,606,maxPool
3,BF520_env_Bloom2018,Lasso,4,0.4069459522105703,1.3188363838194717,1.6276509570952464,0.3144413825326497,1.3937568515763905,1.726299423657274,0.6400753276227408,0.5745464261070609,595,maxPool
4,BF520_env_Bloom2018,Lasso,5,0.4048854874926019,1.31604715675542,1.6246254979679944,0.3450145811701184,1.4147268813789224,1.7424317655594352,0.6394100176380086,0.5743994869074583,606,maxPool
5,BF520_env_Bloom2018,Lasso,6,0.4032540351341033,1.3229098012976488,1.6322636019390009,0.3582857629019753,1.363090890477871,1.6731195881990846,0.6370315981193112,0.6066602539943939,599,maxPool
6,BF520_env_Bloom2018,Lasso,7,0.4041177181828415,1.3216666086433326,1.629410780076901,0.3518365771455577,1.366316965027489,1.6981630338530562,0.6367625189646018,0.5904653879028359,600,maxPool
7,BF520_env_Bloom2018,Lasso,8,0.4078603595022493,1.316373403986148,1.6243729951768051,0.3132779096667958,1.4160141348965336,1.7466379048969858,0.6407320302060997,0.5587554670705511,604,maxPool
8,BF520_env_Bloom2018,Lasso,9,0.4071917927342158,1.314516253864661,1.6216574078596564,0.3173696928427952,1.428720329405207,1.7771017106441824,0.6371523984766614,0.5943667171635063,601,maxPool
9,BF520_env_Bloom2018,Lasso,10,0.4038293851097135,1.3168296760171632,1.6253782598386666,0.3550720148758058,1.413103701463283,1.7345112868539074,0.6376696979406437,0.5989470559451541,606,maxPool
0,BF520_env_Bloom2018,Lasso,1,0.4267988500848769,1.2920217917054304,1.6030282594687504,0.4051116384444418,1.2756756424049218,1.5799054663144207,0.6597278975848005,0.6641235289364936,540,mean
1,BF520_env_Bloom2018,Lasso,2,0.4304526272867784,1.2827014551498632,1.5938322266431526,0.3686129251168749,1.336399219181489,1.668179919762471,0.6644405200016273,0.6164822817698749,548,mean
2,BF520_env_Bloom2018,Lasso,3,0.4314136259265458,1.2810249717539022,1.5928042619807077,0.3591811335645642,1.3594498807273925,1.6776551141399156,0.6649387167688743,0.5962917378237658,541,mean
3,BF520_env_Bloom2018,Lasso,4,0.4350263372995909,1.2791197786951247,1.5886500549198983,0.331694283280345,1.3660912696837917,1.7044388176409786,0.6675062648405172,0.5822828671873879,544,mean
4,BF520_env_Bloom2018,Lasso,5,0.4304235958288969,1.278853939112426,1.5893845580774255,0.3765345884453629,1.374430785966951,1.6999891375889271,0.6659509168435551,0.6166019946028926,548,mean
5,BF520_env_Bloom2018,Lasso,6,0.4280732297959929,1.2870142008946568,1.597959482920582,0.3938448765731136,1.3052533333716152,1.6261029459295968,0.66340167925304,0.6171398313729529,544,mean
6,BF520_env_Bloom2018,Lasso,7,0.4309753268745053,1.280649767831335,1.59226701390578,0.3701106153115038,1.3545219463298728,1.6740532479974737,0.6644156543960308,0.6186236593105257,537,mean
7,BF520_env_Bloom2018,Lasso,8,0.4338422594027817,1.2791401754199183,1.588336140117324,0.3440248934108961,1.3734642012258675,1.707088557296604,0.666906170628125,0.5989121979347866,544,mean
8,BF520_env_Bloom2018,Lasso,9,0.4308444083406718,1.2795376600529296,1.588976630288688,0.3625141159651385,1.3806326961528832,1.7173340789848748,0.6625047966744552,0.6298219102470336,541,mean
9,BF520_env_Bloom2018,Lasso,10,0.4287784735670993,1.281856822294694,1.5910046403180729,0.3829086316484112,1.3523598409846451,1.6966656009532997,0.6637042613973075,0.6316301632188717,548,mean
0,BF520_env_Bloom2018,Lasso,1,0.4286353705076455,1.289017127885011,1.6004581703812104,0.3483157999767515,1.325591980882003,1.6536057027190625,0.653015366096052,0.6127040191460487,613,sigmoid2
1,BF520_env_Bloom2018,Lasso,2,0.4258397426992213,1.2892634530612168,1.6002736025179438,0.3800975679342571,1.3285752175256749,1.6529385776158048,0.6519242659211796,0.6169839292317717,598,sigmoid2
2,BF520_env_Bloom2018,Lasso,3,0.4252733149344239,1.2908691900972904,1.6013817187689237,0.3832955474913747,1.3236846373967774,1.645786828905906,0.651928582835842,0.6125472791777795,611,sigmoid2
3,BF520_env_Bloom2018,Lasso,4,0.4304505825752335,1.2845769654471206,1.5950703663517574,0.3297084976389018,1.3723136504297608,1.7069692011990258,0.6559779208416846,0.5857626041840619,614,sigmoid2
4,BF520_env_Bloom2018,Lasso,5,0.4281281066921182,1.28205772705806,1.5925840818086157,0.3587857097964025,1.3945481082092894,1.72401706467305,0.6554050776667372,0.5846781726384847,604,sigmoid2
5,BF520_env_Bloom2018,Lasso,6,0.4254003525638238,1.2887083380153417,1.6016891307590573,0.3825220104499076,1.3304324830523409,1.6412203269457804,0.6516012273999441,0.6189022458584963,611,sigmoid2
6,BF520_env_Bloom2018,Lasso,7,0.4301618622083967,1.283122600983475,1.593404741697352,0.3349213373196634,1.3731560017679016,1.7201789567728178,0.654221777357667,0.5921756521728175,605,sigmoid2
7,BF520_env_Bloom2018,Lasso,8,0.4277456271128352,1.2865404541639818,1.5968651869657733,0.3587687090887977,1.3608681259557325,1.6877951141700718,0.653835811041367,0.5949623668724171,608,sigmoid2
8,BF520_env_Bloom2018,Lasso,9,0.4308731035419426,1.2800215482189767,1.5889365739494297,0.3287939079620239,1.4106918911983204,1.762168553030698,0.6543194323846088,0.5966404041693475,605,sigmoid2
9,BF520_env_Bloom2018,Lasso,10,0.4273548678340847,1.2824825394080377,1.5929859678639078,0.3656675476557329,1.394118641017302,1.7202041226949307,0.6541256661677928,0.5919003901562696,604,sigmoid2
0,BF520_env_Bloom2018,Lasso,1,0.7238948667089936,0.8769606396444051,1.1125637168563178,0.5338614657036254,1.0908159689320258,1.398527042933322,0.8570831666693826,0.750634570386937,2419,iDCT
1,BF520_env_Bloom2018,Lasso,2,0.7232362276648454,0.8758853396320629,1.1110466600442988,0.5459514356856259,1.1025163585430084,1.4146408634044276,0.8568545643696736,0.7444922550706462,2397,iDCT
2,BF520_env_Bloom2018,Lasso,3,0.7209143640102773,0.8785070971905866,1.1159196564655842,0.5735657532302709,1.0841625804908788,1.3685512892199363,0.8552360570113442,0.7637922842987449,2404,iDCT
3,BF520_env_Bloom2018,Lasso,4,0.7232650477925231,0.8754227176967005,1.1118498661950027,0.5466872949151502,1.097658964060726,1.4037597122159775,0.857097867657208,0.7610099238252885,2415,iDCT
4,BF520_env_Bloom2018,Lasso,5,0.725126041403878,0.8692064558188023,1.1041289394680676,0.5234912913093133,1.166561423395356,1.4861935942409203,0.8582635033559178,0.7358295399920763,2437,iDCT
5,BF520_env_Bloom2018,Lasso,6,0.7260641372956276,0.8708322836746482,1.105910539449566,0.516828012702504,1.1247771226332497,1.451800762436792,0.857922292214729,0.7379952977949243,2428,iDCT
6,BF520_env_Bloom2018,Lasso,7,0.7255297233906637,0.8715723108023695,1.1058545500097563,0.5224406008249968,1.1414054557244266,1.457641826437197,0.8580819865483434,0.745535940493108,2417,iDCT
7,BF520_env_Bloom2018,Lasso,8,0.7262449405469438,0.8689830973397872,1.1044721522268215,0.5137656601562486,1.1564230198716288,1.4697219674576432,0.8585962243449131,0.7339885483162214,2428,iDCT
8,BF520_env_Bloom2018,Lasso,9,0.7232733994718274,0.8709414704635822,1.107968620030992,0.5249528050438016,1.148766728916964,1.4824767157974703,0.8565660351596168,0.7595469502307136,2426,iDCT
9,BF520_env_Bloom2018,Lasso,10,0.7223090582492201,0.8745555763974546,1.1093025728524724,0.5702923067606834,1.1110303701535538,1.4158201323972766,0.8563728993863183,0.759554333469148,2423,iDCT
0,BF520_env_Bloom2018,Lasso,1,0.4235590154847143,1.2919872044086698,1.6075521760521754,0.3232408277774745,1.3439328541722273,1.685118477723615,0.6510728831902554,0.5986472395621203,601,rbf1
1,BF520_env_Bloom2018,Lasso,2,0.4204986795655436,1.2916476118841596,1.607699557982058,0.3614987014570131,1.3531507894680808,1.6775517948753924,0.6505487954833592,0.6014578058720822,608,rbf1
2,BF520_env_Bloom2018,Lasso,3,0.4182662958402199,1.2973173876146218,1.6111140997260711,0.3848221107801792,1.3168920215855433,1.6437486123491696,0.6492090634856174,0.6113387768928216,602,rbf1
3,BF520_env_Bloom2018,Lasso,4,0.4219160446587662,1.292979316827621,1.606976769207431,0.3400257129729335,1.3528858028383848,1.693781309262474,0.6509597011054322,0.5932642909364326,605,rbf1
4,BF520_env_Bloom2018,Lasso,5,0.4206719413531902,1.2877560054382162,1.6029326537336028,0.3584853083146014,1.4003029136451073,1.7244208584170229,0.6514309560277789,0.5953662725213609,605,rbf1
5,BF520_env_Bloom2018,Lasso,6,0.4187597213691431,1.294436718069707,1.610917880304463,0.3749619508487873,1.3359925251660598,1.651236858789382,0.6492115474678245,0.607935185720603,611,rbf1
6,BF520_env_Bloom2018,Lasso,7,0.4245026398062566,1.287818803211572,1.6012974686322756,0.3154697916126469,1.3869766710917195,1.745152695215606,0.6528322188113851,0.5910801851049964,601,rbf1
7,BF520_env_Bloom2018,Lasso,8,0.4240685916534187,1.289374142896965,1.6019873215775298,0.3245093658653415,1.386168301174744,1.7322957415022449,0.6535465672487848,0.5741500608261484,609,rbf1
8,BF520_env_Bloom2018,Lasso,9,0.4233535849487744,1.2868048261239544,1.5993989429529991,0.3340564263776149,1.4042104399737878,1.7552469137322602,0.6506482774348784,0.5978171062843396,612,rbf1
9,BF520_env_Bloom2018,Lasso,10,0.4202934893114992,1.287852726739779,1.6027775570478489,0.3670904581763204,1.3927046076210532,1.7182736911669376,0.6511485020853257,0.5896498247224029,600,rbf1
0,UBC9_HUMAN_Roth2017,Lasso,1,0.6132668562738482,0.2380201253094268,0.3118635772849067,0.2525906904701187,0.3333955782051009,0.4292216106775235,0.7881639063030387,0.592052682555565,552,maxPool
1,UBC9_HUMAN_Roth2017,Lasso,2,0.6078794799982932,0.2396935026106554,0.3143194339319241,0.2932160359331662,0.3100352630593244,0.4137779843984861,0.7908683781140398,0.600904946370703,545,maxPool
2,UBC9_HUMAN_Roth2017,Lasso,3,0.6132586877519162,0.2374337327303179,0.3098385385772957,0.2442463739913071,0.3438000160010864,0.4556844476080119,0.7900610546110624,0.6101237035619846,549,maxPool
3,UBC9_HUMAN_Roth2017,Lasso,4,0.6097083155372232,0.2401211297950592,0.3156307765031172,0.2388173270769369,0.3098094290950975,0.4022124832307432,0.7854600601251813,0.6039139939865442,550,maxPool
4,UBC9_HUMAN_Roth2017,Lasso,5,0.6078459944599717,0.2379516164930459,0.3138977612750885,0.2286337744983542,0.3401807349654668,0.4374397438240667,0.788051175825003,0.6048568676207351,544,maxPool
5,UBC9_HUMAN_Roth2017,Lasso,6,0.6019262435885527,0.2417190892593582,0.316029022567861,0.3207670199696618,0.3076186780784832,0.4132810999457301,0.7826335703384887,0.64681141406647,542,maxPool
6,UBC9_HUMAN_Roth2017,Lasso,7,0.6089948190213883,0.2401473956010787,0.3152858007966682,0.2388947420391796,0.308207846860228,0.4107087768300927,0.7890175598872285,0.5799333730106747,551,maxPool
7,UBC9_HUMAN_Roth2017,Lasso,8,0.6098465657500561,0.2404876043699803,0.3140172045142069,0.2806587247770672,0.3100905237108091,0.4105042494900477,0.7890624600575757,0.6140245019781135,552,maxPool
8,UBC9_HUMAN_Roth2017,Lasso,9,0.6003045437543832,0.2405016447974045,0.31358631797955,0.3237902669151763,0.3141503446075335,0.4464811837786245,0.786541146050578,0.6546524793115553,540,maxPool
9,UBC9_HUMAN_Roth2017,Lasso,10,0.6065091143788912,0.2395415861126371,0.3122273375870795,0.3022075307479944,0.3190906033430617,0.4413797522428145,0.7902253331618746,0.6208459246385722,546,maxPool
0,UBC9_HUMAN_Roth2017,Lasso,1,0.5803290108452315,0.2454904552760511,0.3248728615039548,0.0988501827232065,0.3488105765050773,0.4713036768758858,0.7685735071227514,0.5126183597858408,528,pca1
1,UBC9_HUMAN_Roth2017,Lasso,2,0.563084777140122,0.249265524727118,0.3317875129166915,0.2962857286759752,0.3159953435265822,0.412878449681762,0.7636977391009325,0.5785319215065522,533,pca1
2,UBC9_HUMAN_Roth2017,Lasso,3,0.5725176162380115,0.2477097373800476,0.3257498793444468,0.207894231802044,0.3500999788725534,0.4665150669590753,0.7665790879683464,0.573099774712469,521,pca1
3,UBC9_HUMAN_Roth2017,Lasso,4,0.567871617722942,0.2503664099526129,0.3321169879101089,0.1760510269801749,0.3197648831916719,0.418467039887242,0.7612012538751377,0.5215069770143211,540,pca1
4,UBC9_HUMAN_Roth2017,Lasso,5,0.5669295504969954,0.2478893735768505,0.3298672242529928,0.170830456573352,0.3462086078586494,0.4535337382742734,0.7650902663720893,0.5616109961882413,527,pca1
5,UBC9_HUMAN_Roth2017,Lasso,6,0.5677676827372795,0.2496382292440251,0.3293091606803066,0.1609330179852592,0.3391514930417768,0.4593402242369619,0.7616151948092258,0.5276395001590094,533,pca1
6,UBC9_HUMAN_Roth2017,Lasso,7,0.5577341438822219,0.2529261486853272,0.3353164521398806,0.3222471656334559,0.2959107403299235,0.3875674485952751,0.75820690744343,0.6090250975681076,534,pca1
7,UBC9_HUMAN_Roth2017,Lasso,8,0.5705574972064222,0.2498036989351559,0.3294490341276109,0.1925490993526623,0.3230094786241591,0.4349188476313885,0.7614332176797997,0.5369812887468958,528,pca1
8,UBC9_HUMAN_Roth2017,Lasso,9,0.5603679784451652,0.248955023036638,0.3288797692420011,0.2942673972982005,0.3292276648514491,0.4561235992939562,0.7618122428650386,0.5738071140869033,535,pca1
9,UBC9_HUMAN_Roth2017,Lasso,10,0.5615924749017507,0.2500985097466291,0.329566141313568,0.2908960313852399,0.323529456293912,0.4449428430385951,0.7622823744903267,0.6103158037113695,525,pca1
0,UBC9_HUMAN_Roth2017,Lasso,1,0.5754920273475821,0.2480762301026927,0.32673968426491,0.0664701681283324,0.3591593383282472,0.4796963664583201,0.764167550334419,0.4967583345452002,536,sigmoid1
1,UBC9_HUMAN_Roth2017,Lasso,2,0.5553633537849106,0.2524982504476821,0.3347064453717541,0.2952640736537423,0.3161027974544937,0.4131780502229051,0.7566290242902464,0.5734132957025176,519,sigmoid1
2,UBC9_HUMAN_Roth2017,Lasso,3,0.5629983358928543,0.2507467217124934,0.3293568479510627,0.2199184945496123,0.3468834053802659,0.4629606482697649,0.7587724677846559,0.5751590258315975,535,sigmoid1
3,UBC9_HUMAN_Roth2017,Lasso,4,0.5640541202525347,0.2523143986558565,0.3335807519196945,0.144486177674265,0.3282498450161225,0.4264072831128612,0.7578629138232371,0.4923650500255647,543,sigmoid1
4,UBC9_HUMAN_Roth2017,Lasso,5,0.5659444669248441,0.2492550314131522,0.3302421773452796,0.1142437411518164,0.3567507874860631,0.4687540616639927,0.7641894816122294,0.535031213282438,530,sigmoid1
5,UBC9_HUMAN_Roth2017,Lasso,6,0.5584049432128476,0.253004321275266,0.3328566945267009,0.1866663368944998,0.3360532562341295,0.4522416283035564,0.7550261405396896,0.5297384466283824,532,sigmoid1
6,UBC9_HUMAN_Roth2017,Lasso,7,0.5544285868683746,0.2541501256358349,0.3365672204732878,0.2573561405734836,0.3108670092379037,0.4056971155310863,0.7530138146903037,0.5743559057834363,538,sigmoid1
7,UBC9_HUMAN_Roth2017,Lasso,8,0.5601685018926146,0.2536588847936549,0.3334102060110673,0.2201248019166189,0.3188352753117314,0.4274277568106133,0.754299964708398,0.5541733166219224,533,sigmoid1
8,UBC9_HUMAN_Roth2017,Lasso,9,0.5511574470319764,0.2518102458426393,0.3323070171715419,0.3221130801237539,0.3266189705368606,0.4470345391613172,0.7542045589184928,0.5945777179192164,532,sigmoid1
9,UBC9_HUMAN_Roth2017,Lasso,10,0.5551854375591053,0.2527900581959893,0.331965602563242,0.2798597211054151,0.3273725457993365,0.4483919620674771,0.7571800537586147,0.5976373093154451,551,sigmoid1
0,UBC9_HUMAN_Roth2017,Lasso,1,0.7070864864796131,0.2027797132815927,0.2714117614619275,0.0378329760357978,0.361286339293935,0.4869984316832246,0.8445580048913934,0.5221228274794143,842,pca1-2
1,UBC9_HUMAN_Roth2017,Lasso,2,0.6997765893362227,0.2044144112969448,0.2750323159798138,0.1680526428834038,0.3224843030579734,0.4489231062097025,0.8452710834883026,0.5461333985151499,833,pca1-2
2,UBC9_HUMAN_Roth2017,Lasso,3,0.7048026596290673,0.2020978566933617,0.2706957095921843,0.0791641769257057,0.3662551009945217,0.5029967625582339,0.8452317101138392,0.5130553949851053,832,pca1-2
3,UBC9_HUMAN_Roth2017,Lasso,4,0.6906532532671792,0.2090584116217579,0.2810007448819101,0.2694792503978873,0.3036636760314061,0.3940282651921217,0.8377704090328825,0.5936114094877439,849,pca1-2
4,UBC9_HUMAN_Roth2017,Lasso,5,0.6884396678268294,0.2072252567867289,0.2797892149734356,0.2108706640571422,0.3309090782869961,0.4424477829439984,0.8388253793251457,0.575867096281578,820,pca1-2
5,UBC9_HUMAN_Roth2017,Lasso,6,0.6953476905576683,0.2056272251115523,0.2764696302896691,0.1213002198505646,0.3418310543330881,0.4700633822687993,0.8389440828175961,0.5348215198912046,833,pca1-2
