,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test
3,DLG4_RAT_Ranganathan2012,mean,150M,4,74,0.6018308585818107,0.1684687791268636,0.2472479207149032,0.6612441097755608,0.5246726295406554,0.1913745628545106,0.2902167696098617,0.6306590330339612
4,DLG4_RAT_Ranganathan2012,mean,150M,5,85,0.6252413923658077,0.1730239016707044,0.2497919036703026,0.6786201788787397,0.4356964749071753,0.1791012677965889,0.2654860234559645,0.6046486987603419
0,RL401_YEAST_Bolon2013,mean,150M,1,222,0.7847197318743194,0.1102062451393146,0.1532353829523015,0.8411846720530205,0.619581101815067,0.1552787210199776,0.2312075191169812,0.7963321180657957
1,RL401_YEAST_Bolon2013,mean,150M,2,22,0.3787697100598738,0.2092721906982619,0.2698532648936165,0.6158414734045089,0.3142943037535591,0.2100830272637952,0.2756618826207274,0.5499037196527065
2,RL401_YEAST_Bolon2013,mean,150M,3,177,0.7646867685226494,0.1215721056167715,0.1686231054831533,0.8414034136778958,0.5754616760442315,0.1507130861751676,0.2006206949367741,0.7347678888980396
3,RL401_YEAST_Bolon2013,mean,150M,4,118,0.6897187010850756,0.1360652585851735,0.1916682563228354,0.8056428004171549,0.565464307029074,0.1547317514738698,0.2146868755784296,0.7787976675452019
4,RL401_YEAST_Bolon2013,mean,150M,5,120,0.6916432892493849,0.1335849856655663,0.1875542013953669,0.8200360609625298,0.5965097550737777,0.1587803434948676,0.2231119702431385,0.7443593308254017
0,RASH_HUMAN_Kuriyan,mean,150M,1,129,0.5668804113328225,0.144154275469245,0.2009445997123672,0.7673418775652721,0.5289936987324705,0.1529533552953353,0.2032407731487888,0.7051207203877448
1,RASH_HUMAN_Kuriyan,mean,150M,2,141,0.5655105044712053,0.1433322402386623,0.2002900801898443,0.7669196762321723,0.5533712752158466,0.151898369114811,0.2020091724679642,0.7281042374987939
2,RASH_HUMAN_Kuriyan,mean,150M,3,127,0.5819306587598543,0.1442996279622539,0.1935325197984277,0.7588348008142298,0.4546202065559265,0.1557111262054145,0.2362558460007404,0.7190417497000382
3,RASH_HUMAN_Kuriyan,mean,150M,4,116,0.5370969057557575,0.1488425174237224,0.2080187304050673,0.7464724892488166,0.5147728739177597,0.1575128235171574,0.2051810041793029,0.7117024548732878
4,RASH_HUMAN_Kuriyan,mean,150M,5,56,0.4483403641713689,0.1664370841781831,0.2253716383394904,0.6821727446402136,0.4218290672651643,0.1671845768820343,0.2310489102195689,0.6894663588975343
0,IF1_ECOLI,mean,650M,1,44,0.3930911012859037,0.1621029793130874,0.222189246587318,0.5548313256390539,0.2944371288144585,0.1701504089410642,0.2237557743134999,0.4609648403849061
1,IF1_ECOLI,mean,650M,2,39,0.3436721643537778,0.1650367903554383,0.2274564516247167,0.5381321759090191,0.3690101874334763,0.1697630596538243,0.2264817205356345,0.4948157237131549
2,IF1_ECOLI,mean,650M,3,38,0.3522321245571067,0.1596782888419384,0.2217590627255699,0.5447764549905895,0.3160906998064403,0.1750843455454739,0.2509453319028867,0.5584945966593134
3,IF1_ECOLI,mean,650M,4,36,0.3750142758743596,0.1636316418380957,0.2248046070732946,0.5426661303154734,0.3248811166822246,0.1616757404320328,0.2222168106826667,0.5559866692882992
4,IF1_ECOLI,mean,650M,5,40,0.3782157737182499,0.1634116650679849,0.2224607331382993,0.5608977156028614,0.317599517827474,0.1649922786054805,0.2309400767597862,0.5139803632473252
0,PABP_YEAST_Fields2013_singles,mean,150M,1,66,0.638632109701543,0.1726733700405163,0.2202491961514854,0.7759019928119714,0.5503957629447225,0.1918237439740641,0.2379196375194936,0.7257575477721432
1,PABP_YEAST_Fields2013_singles,mean,150M,2,71,0.6561524071102586,0.1699908164519027,0.2098987680496959,0.7761598102306199,0.572380842529771,0.1826902173446822,0.2534277607417297,0.7725446221435334
2,PABP_YEAST_Fields2013_singles,mean,150M,3,63,0.6230854574098357,0.1735587308408694,0.2211952065977216,0.7673336143122149,0.5883914032442075,0.1940436233945885,0.2408231878889233,0.7893498527924364
3,PABP_YEAST_Fields2013_singles,mean,150M,4,66,0.6455922321056858,0.1730461132535132,0.2195427230064429,0.7861110741960676,0.5817579380163764,0.1800838172589507,0.2226736475101739,0.7082414600682582
4,PABP_YEAST_Fields2013_singles,mean,150M,5,61,0.6275171506202507,0.1762582608991873,0.2240310127266792,0.7772745742177743,0.5831311627858147,0.1854402453674041,0.2267653992942155,0.6906162164501073
0,DLG4_RAT_Ranganathan2012,mean,8M,1,61,0.5224920040870548,0.1891926157950771,0.2724837099970751,0.5770625819544372,0.504794102802696,0.1994402182100678,0.2900478467308994,0.5733785784599057
1,DLG4_RAT_Ranganathan2012,mean,8M,2,71,0.550996893511372,0.1854799967515357,0.2624505008407601,0.5746520389261471,0.5325901864399063,0.1977365833918963,0.2881565453323054,0.5979923736228459
2,DLG4_RAT_Ranganathan2012,mean,8M,3,51,0.4961123692110484,0.2005062965099848,0.2864838759376338,0.5519054548966664,0.4684696722391782,0.2058971268646983,0.2722665618355291,0.4712967387472452
3,DLG4_RAT_Ranganathan2012,mean,8M,4,84,0.5955801199480235,0.1751425337137963,0.2491810988576893,0.5925362991287723,0.5018326295203546,0.1972766342866173,0.2971075796598516,0.6218614762020432
4,DLG4_RAT_Ranganathan2012,mean,8M,5,83,0.5883623529134678,0.1861304175775033,0.2617942436264203,0.6008968865996612,0.4541738051462128,0.1833961965829967,0.261103364466146,0.5371132641589801
0,PABP_YEAST_Fields2013_singles,mean,8M,1,68,0.5543618135907138,0.1950170212429549,0.2445855248938395,0.7211936174702892,0.4682706572896508,0.2099200230566475,0.2587381122852491,0.654029650996294
1,PABP_YEAST_Fields2013_singles,mean,8M,2,98,0.6287645788300558,0.1752346369046483,0.2180979578573035,0.7683582391276661,0.5138661877024217,0.2131436668004454,0.2702113105787162,0.71492721884552
2,PABP_YEAST_Fields2013_singles,mean,8M,3,121,0.6618980064080988,0.1637137520868756,0.2094971552185698,0.7900205432391185,0.6102369640612457,0.185409762320623,0.2343453861239996,0.7731885717170369
3,PABP_YEAST_Fields2013_singles,mean,8M,4,50,0.5101820986095348,0.2082711123073571,0.2580980700227686,0.7032343449615862,0.4006029327711434,0.2174688609268856,0.2665706165554562,0.5665922665998389
4,PABP_YEAST_Fields2013_singles,mean,8M,5,89,0.6043147108648622,0.1842134093470178,0.2309032011308128,0.7566447612330598,0.5655543948228595,0.1855083582528559,0.2314966857136733,0.7111279182344468
0,IF1_ECOLI,mean,8M,1,33,0.437109967988331,0.1583007395011228,0.2139799406192178,0.4991510415580097,0.3426278603290582,0.1667270720565287,0.2159792552662199,0.4798398532353772
1,IF1_ECOLI,mean,8M,2,25,0.4086740712298735,0.1595538043150472,0.2158993372933928,0.4904281808308981,0.3836372541534579,0.1617760924607468,0.2238412758087447,0.4897650493369128
2,IF1_ECOLI,mean,8M,3,42,0.4686153587745932,0.1475383056040537,0.2008520057471679,0.5470929426716595,0.4127420352787635,0.1683685550838173,0.2325382096102505,0.5263028866306164
3,IF1_ECOLI,mean,8M,4,43,0.4959195486326405,0.1475204803978445,0.2018924537411761,0.5461506940415511,0.4154879624890285,0.1585058530100659,0.2067680881703119,0.4784128353074995
4,IF1_ECOLI,mean,8M,5,19,0.3555207063182009,0.1688550698222677,0.2264842459249473,0.4692106251246569,0.3568847952036017,0.1648159581922167,0.224194023984384,0.3941149022904139
0,TIM_THETH,mean,650M,1,35,0.361871865951709,0.4072068827980604,0.4786691720429785,0.6156562210582284,0.3562283066329154,0.4336385063787967,0.5051358329816746,0.6089201395151347
1,TIM_THETH,mean,650M,2,30,0.374909688566498,0.4108563927338965,0.4804345119263771,0.6261502658325576,0.3439605817892518,0.4090298873948514,0.4842982069884063,0.6007877011579346
2,TIM_THETH,mean,650M,3,29,0.3926356490712407,0.4035386204770555,0.4760802244390809,0.6452367069979366,0.2455619957749003,0.430768338294025,0.5071476742354366,0.4457957098557137
3,TIM_THETH,mean,650M,4,29,0.3493404474580349,0.4206372993060489,0.4913905253966247,0.6046693373667588,0.3531721226715762,0.4090311541698191,0.4775116522530089,0.6252667458290263
4,TIM_THETH,mean,650M,5,31,0.3833579547541957,0.4015771789422646,0.4738537657610361,0.6223298665780463,0.3447320124331806,0.427549036380111,0.499141261201728,0.6443710334783914
