,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Sample_size,Dataset
10,esm1v_650M,1,0.7223828785332969,0.5118832910096074,0.6282554878134088,0.40503284408794,0.6952453041357174,0.8981872498582681,0.8519231467303771,0.577106227106227,69,320,BLAT_ECOLX_2015
11,esm1v_650M,2,0.6126085479253646,0.6048007723791881,0.7283124813101852,0.4411103542840242,0.8106843649544726,0.9299907337014626,0.7938180922797985,0.6833791208791208,50,320,BLAT_ECOLX_2015
12,esm1v_650M,3,0.6121824493440176,0.6272925989172816,0.7401704013406338,0.3843595731322937,0.7801201318832236,0.91798576830619,0.801087063034554,0.6534340659340658,41,320,BLAT_ECOLX_2015
13,esm1v_650M,4,0.6604134695166286,0.5783445938170428,0.7020235150425376,0.4339564525337086,0.7015129194975325,0.8370830487010166,0.8199965810231704,0.6663461538461538,53,320,BLAT_ECOLX_2015
14,esm1v_650M,5,0.6434045410038384,0.5886346123545703,0.703246908372128,0.5280429258816846,0.6735887572239628,0.8376987454529133,0.8081942392771356,0.7553113553113552,59,320,BLAT_ECOLX_2015
15,esm1v_650M,1,0.8164369746069574,0.392368141747402,0.4973652188522908,0.6476643091861578,0.5267614721160945,0.6737441982130565,0.8931555002221355,0.7872567266394939,237,1000,BLAT_ECOLX_2015
16,esm1v_650M,2,0.7950265593993957,0.4186016745675862,0.5240945116593307,0.5759404061447415,0.6132107119577213,0.7485345295334349,0.8815228235623914,0.7675323165594982,221,1000,BLAT_ECOLX_2015
17,esm1v_650M,3,0.8367370098135678,0.3721127775747558,0.4657414208305998,0.6099738370335455,0.5668218985450264,0.7297953263963862,0.8904029724806679,0.7827915697892449,263,1000,BLAT_ECOLX_2015
18,esm1v_650M,4,0.8304283912017199,0.3797536023332404,0.4771520098749534,0.5277914376704865,0.6020529381389257,0.7863842518597884,0.8955392634414682,0.733303832595815,243,1000,BLAT_ECOLX_2015
19,esm1v_650M,5,0.8244642909097935,0.3821295862110746,0.4817597770315989,0.6130008208686206,0.5738581524226398,0.7335920660700138,0.8844900217127927,0.7913012825320633,250,1000,BLAT_ECOLX_2015
20,esm1v_650M,1,0.8131467328954884,0.3902546493058379,0.4947327822594594,0.7315824904807531,0.474068186979571,0.5995888972630675,0.8932156809102146,0.8450063222468004,514,3200,BLAT_ECOLX_2015
21,esm1v_650M,2,0.8315657999813646,0.3729977794473865,0.4709195433122223,0.718809101410022,0.4689891358946477,0.6075292981775782,0.9006129066111818,0.8445334669854022,565,3200,BLAT_ECOLX_2015
22,esm1v_650M,3,0.8398571369235391,0.3609969981169392,0.4601263400098334,0.6865326867061974,0.4932264370750189,0.6357752567627416,0.9025378274313056,0.8332382631942367,576,3200,BLAT_ECOLX_2015
23,esm1v_650M,4,0.8377039774216514,0.361814405092781,0.4623260922099008,0.7074958549326317,0.4829876938678611,0.6192399447626566,0.9020347775330846,0.8459355169481952,578,3200,BLAT_ECOLX_2015
24,esm1v_650M,5,0.8244560699590453,0.3761498683493069,0.4801638386865782,0.6839048368284597,0.5194959839338977,0.647014007924885,0.8943134890527439,0.8380273360916098,509,3200,BLAT_ECOLX_2015
25,esm1v_650M,1,0.8355031284447054,0.3637897501691324,0.4676249188850975,0.7608843922963585,0.4336694698138515,0.5600042555680811,0.9018499166526778,0.8577306178293737,745,4996,BLAT_ECOLX_2015
26,esm1v_650M,2,0.8353335963798567,0.3620915230742066,0.4669491750239836,0.7352295156627772,0.4544174286183456,0.5936728702695311,0.899832307439316,0.8639080306427634,744,4996,BLAT_ECOLX_2015
27,esm1v_650M,3,0.8304854166979843,0.3710593280272265,0.4738334341026057,0.7624509850030837,0.4347007815799719,0.5625586970408386,0.8989956590800016,0.8672916887078101,712,4996,BLAT_ECOLX_2015
28,esm1v_650M,4,0.8328356354697151,0.366213290484925,0.4713145804212204,0.732508188880057,0.4601585825005104,0.5929396533019278,0.901002648049874,0.854945025450203,711,4996,BLAT_ECOLX_2015
29,esm1v_650M,5,0.8375505237413248,0.3566460328034904,0.4636189754923263,0.73425628655976,0.4626483977176276,0.5961858024966268,0.9013397241131668,0.8587057762545021,752,4996,BLAT_ECOLX_2015
30,esm2_8M,1,-4.440892098500626e-16,0.960442604470132,1.1108134323135876,-0.2866518006730083,1.1132966189068605,1.189064429731006,,,0,32,BLAT_ECOLX_2015
31,esm2_8M,2,2.220446049250313e-16,1.0693980571554835,1.171377959941492,-0.1631544363360582,0.7811847399838693,0.937163526220174,,,0,32,BLAT_ECOLX_2015
32,esm2_8M,3,0.0,1.0438790575,1.147934278589338,-0.0333500379565545,0.8294014100018922,1.0031116524268109,,,0,32,BLAT_ECOLX_2015
33,esm2_8M,4,-2.220446049250313e-15,0.9356652423076924,1.0401199974104078,-0.0001398175350861,1.286014020255595,1.4221270892547109,,,0,32,BLAT_ECOLX_2015
34,esm2_8M,5,-2.220446049250313e-16,0.9797949662152616,1.1257534592078724,-0.0043243991394759,1.1003654035,1.1043859872136617,,,0,32,BLAT_ECOLX_2015
35,esm2_8M,1,0.3243393757673818,0.7297298579665158,0.8499896899383513,-0.2088054874401386,1.2036386409077484,1.3468260861609986,0.6381622128457571,0.2511278195488721,14,100,BLAT_ECOLX_2015
36,esm2_8M,2,0.6267105061900728,0.5768072842317123,0.6880224450142707,-0.1997136830880514,0.9691023377890792,1.1117692929681264,0.7941397093295828,0.1609022556390977,28,100,BLAT_ECOLX_2015
37,esm2_8M,3,0.5573374736639751,0.6461243108596536,0.7540792562695154,-0.4971467117339831,1.03641337093887,1.1854562132229165,0.7472339428035631,0.037593984962406,20,100,BLAT_ECOLX_2015
38,esm2_8M,4,0.7518567514481181,0.4333610308848404,0.5364204871236445,-0.6398681259001764,1.0650698957304687,1.4551967254599714,0.8726207219878106,-0.0601503759398496,37,100,BLAT_ECOLX_2015
39,esm2_8M,5,0.1703238388587794,0.953182443571604,1.036619315290343,0.0550640982921164,0.8172525090331726,0.9335068173605038,0.4741912798874824,0.2345864661654134,6,100,BLAT_ECOLX_2015
40,esm2_8M,1,0.6514275076233855,0.5849828926727147,0.7039790310585905,0.1888710928587142,0.8748374572021084,1.0487339548299504,0.8122079588092296,0.428617216117216,70,320,BLAT_ECOLX_2015
41,esm2_8M,2,0.7224397045169322,0.4992110793100702,0.6164834277366674,0.2140226733999911,0.9133273557154884,1.1028605409154508,0.8432058328575452,0.5343864468864469,88,320,BLAT_ECOLX_2015
42,esm2_8M,3,0.5761903400015744,0.6421983004937453,0.7737548963537331,0.2189064453178013,0.8717459231392002,1.0340080267158702,0.7733261139036324,0.460576923076923,60,320,BLAT_ECOLX_2015
43,esm2_8M,4,0.700735103457053,0.5453884506181106,0.6590286883363238,0.3858161048291144,0.7153729570278551,0.8719525207432374,0.8262594603025261,0.666620879120879,85,320,BLAT_ECOLX_2015
44,esm2_8M,5,0.5972827313773164,0.6338070465664957,0.7473431422415768,0.4092815327208348,0.7580472094124966,0.9371883667267824,0.7749436325073854,0.678113553113553,67,320,BLAT_ECOLX_2015
45,esm2_8M,1,0.4688226171454637,0.719262242517743,0.8460627905283592,0.2584794422494618,0.8171358706256103,0.9774134636970668,0.6893739235577669,0.5153808277885414,112,1000,BLAT_ECOLX_2015
46,esm2_8M,2,0.5000144197553349,0.6835465878584795,0.8185393379785147,0.3101379601354485,0.7952086408876429,0.9547276854315192,0.7008367494033255,0.5875796429188656,126,1000,BLAT_ECOLX_2015
47,esm2_8M,3,0.5095694481505078,0.6710524705893818,0.8072159768686274,0.2787292432471644,0.8574185707455072,0.992437965628893,0.7148853672051859,0.5197584939623492,132,1000,BLAT_ECOLX_2015
48,esm2_8M,4,0.5055110081950414,0.6832367661337949,0.8148140353208863,0.2640436583843323,0.8155581815379211,0.9817341646512104,0.7122225340457667,0.4841821045526139,112,1000,BLAT_ECOLX_2015
49,esm2_8M,5,0.4665364754807188,0.7086333881427658,0.8398469766862667,0.3084474833399905,0.8410719585655103,0.9806458321138066,0.6841990776903755,0.5836495912397811,104,1000,BLAT_ECOLX_2015
50,esm2_8M,1,0.4701104612954483,0.6957408167736367,0.8331304613362939,0.4355417657073064,0.7286192261216368,0.8694889508362652,0.6857815386709932,0.6640159643641095,209,3200,BLAT_ECOLX_2015
51,esm2_8M,2,0.4922961891449747,0.6830299450140096,0.8175922887684826,0.3786159502688304,0.7442148802687534,0.903122469297364,0.7054683661354204,0.5995085322497898,221,3200,BLAT_ECOLX_2015
52,esm2_8M,3,0.5030348658246868,0.6718793150018392,0.8105620403087358,0.3212367057770063,0.7738943145749768,0.935549272763268,0.7076615696668098,0.5990177280899573,232,3200,BLAT_ECOLX_2015
53,esm2_8M,4,0.4933902044047167,0.682408984240597,0.8168292055378475,0.3695459379465957,0.7453330979572239,0.9091167812969284,0.706579161688279,0.5967423161301629,226,3200,BLAT_ECOLX_2015
54,esm2_8M,5,0.4971871648582268,0.6748239028828196,0.8126428511225418,0.3640973783605464,0.7645167587927509,0.9176985929385044,0.7025331716157345,0.6441541271809729,236,3200,BLAT_ECOLX_2015
55,esm2_8M,1,0.499855761041472,0.6745394438810529,0.8153920255318852,0.3853902777370419,0.7488008983757881,0.8978154568191642,0.7039529571279315,0.6223467383523422,275,4996,BLAT_ECOLX_2015
56,esm2_8M,2,0.4931637878605568,0.679427733898379,0.8192207245560147,0.4090868716721602,0.740310982599754,0.8868991474228443,0.6981764151852039,0.6352261596493427,261,4996,BLAT_ECOLX_2015
57,esm2_8M,3,0.4937747882718685,0.6806873466913501,0.8188305807215307,0.4218816355365793,0.7250367793545738,0.8776060507817505,0.6981285237005066,0.6573102878852934,279,4996,BLAT_ECOLX_2015
58,esm2_8M,4,0.4891382589948331,0.6862294362702716,0.8239307544448125,0.4304461287826941,0.7068627918537561,0.8652122376346363,0.700470595994809,0.6491411977441692,278,4996,BLAT_ECOLX_2015
59,esm2_8M,5,0.495682294749576,0.6786581148083433,0.8168722687517885,0.4024965163649343,0.7361407177612672,0.8939646600030504,0.7005964432662691,0.6394099521370354,268,4996,BLAT_ECOLX_2015
60,esm2_35M,1,0.4188638231874836,0.7060460717029639,0.8467984973710094,-0.1357686170007168,1.0146463933356369,1.1171713861442534,0.7961538461538461,0.1428571428571428,9,32,BLAT_ECOLX_2015
61,esm2_35M,2,0.4186435705536085,0.793249669234259,0.8931374256365757,-0.4603032125574373,0.9149006526216868,1.050069894387772,0.7876923076923077,0.5714285714285715,7,32,BLAT_ECOLX_2015
62,esm2_35M,3,0.0,1.0438790575,1.147934278589338,-0.0333500379565545,0.8294014100018922,1.0031116524268109,,,0,32,BLAT_ECOLX_2015
63,esm2_35M,4,0.4895315771617455,0.6412486462041838,0.7431352929723234,-0.0747240876997021,1.2174346147094066,1.4742004575122964,0.8372649572649572,0.2571428571428572,10,32,BLAT_ECOLX_2015
64,esm2_35M,5,0.105586043823011,0.9173094340965378,1.0646640108576957,0.0653626747483566,1.0587046774295958,1.0653822114470126,0.7196581196581195,-0.0857142857142857,3,32,BLAT_ECOLX_2015
65,esm2_35M,1,0.8102108519619068,0.3347818382952759,0.4504898818163189,0.0743776349481651,1.020012186552745,1.1785560126419463,0.8636193155180497,0.4541353383458646,43,100,BLAT_ECOLX_2015
66,esm2_35M,2,0.2434385732864918,0.8799417915094324,0.979494090808162,0.0658859525101427,0.8742109170502701,0.9810153891411248,0.5781059540553212,0.1218045112781954,8,100,BLAT_ECOLX_2015
67,esm2_35M,3,0.6356957538503326,0.5722523507589569,0.6840891959859351,0.0953444850399383,0.8111184847042114,0.9214991827207584,0.8211204875761838,0.512781954887218,25,100,BLAT_ECOLX_2015
68,esm2_35M,4,0.5570221566672923,0.6227122679283924,0.7167127437732312,-0.16647976498507,1.0701222110852204,1.2273144605721118,0.8337083919362401,0.0511278195488721,24,100,BLAT_ECOLX_2015
69,esm2_35M,5,-3.3306690738754696e-15,1.0564073493799653,1.1380595588112916,-0.0001190247763049,0.8433707881899537,0.9603779127828476,,,0,100,BLAT_ECOLX_2015
70,esm2_35M,1,0.6158724246108561,0.6197831273493617,0.7390110121194966,0.2575700601013235,0.8343685714145423,1.0033400044380143,0.7908894324519167,0.4316849816849816,64,320,BLAT_ECOLX_2015
71,esm2_35M,2,0.6381097296580455,0.5796113474766854,0.7039327798078107,0.3261131086063856,0.8798885715123566,1.021195973376798,0.7941435386643843,0.6065018315018315,73,320,BLAT_ECOLX_2015
72,esm2_35M,3,0.5268537865958962,0.686707708147803,0.8175525339150274,0.2664472657161715,0.8517154238342595,1.00204690993076,0.7266964170123861,0.5322802197802198,54,320,BLAT_ECOLX_2015
73,esm2_35M,4,0.5512259837828063,0.675967442235488,0.8070311227379351,0.2601621626946483,0.7910950916622077,0.9569999048436212,0.7444021403656489,0.4869047619047619,47,320,BLAT_ECOLX_2015
74,esm2_35M,5,0.7466905506834376,0.4847625454684491,0.5927145968116443,0.2780578300389016,0.7799591255647698,1.0360669502201578,0.8417660008307958,0.6102564102564102,103,320,BLAT_ECOLX_2015
75,esm2_35M,1,0.5751345059256164,0.6232880729427995,0.7566735242006318,0.407911425486288,0.7089618423816253,0.8733937091268653,0.7545013263422128,0.6557003883974017,145,1000,BLAT_ECOLX_2015
76,esm2_35M,2,0.6385990847603814,0.5657360873679563,0.6959137865683794,0.3945901569963944,0.7165660667325838,0.8943821668723343,0.7941396897186391,0.6150334322155009,172,1000,BLAT_ECOLX_2015
77,esm2_35M,3,0.6093234988351734,0.5887296047269516,0.720459604480975,0.4587748356432193,0.6921824218241468,0.8596926190113002,0.7702495578156118,0.6981204530113254,159,1000,BLAT_ECOLX_2015
78,esm2_35M,4,0.6867206291036863,0.5225755062825638,0.648553916431559,0.3132128007282507,0.7778203462295099,0.948372549414646,0.818132765532304,0.5757863946598665,192,1000,BLAT_ECOLX_2015
79,esm2_35M,5,0.681541588329867,0.5289877418669086,0.648894600735109,0.3830332116206553,0.7400954856741565,0.9262548541981614,0.8148891717175337,0.6138153453836347,197,1000,BLAT_ECOLX_2015
80,esm2_35M,1,0.6410500107554982,0.5557550113955126,0.6857049951713191,0.5939762329342442,0.5933374124992679,0.7374352428591779,0.800604422430885,0.7637271159230635,330,3200,BLAT_ECOLX_2015
81,esm2_35M,2,0.6632600405556079,0.5365147382072921,0.6658538308376535,0.5325244385242429,0.6447324736937264,0.7833323327915005,0.8095483736346936,0.7277025018506587,352,3200,BLAT_ECOLX_2015
82,esm2_35M,3,0.6462466383474561,0.5569428335949302,0.6838700569410137,0.5235138696141083,0.6322834805253695,0.783849386869201,0.7998046213744694,0.7220087181324297,294,3200,BLAT_ECOLX_2015
83,esm2_35M,4,0.649138171545901,0.5502248158280434,0.6797708343129657,0.5363400530143461,0.6284254260766646,0.7796375380979714,0.8000129735267122,0.7431700447808702,317,3200,BLAT_ECOLX_2015
84,esm2_35M,5,0.666086272384961,0.5348420391682829,0.6622373611007955,0.528337537117459,0.6386227869750556,0.7903517428305604,0.8095944982104903,0.7385172234424321,339,3200,BLAT_ECOLX_2015
85,esm2_35M,1,0.6428899383586334,0.5560759562463008,0.6890010246964374,0.5818760004320612,0.5939056589043011,0.7405253208820848,0.8016238987630743,0.7537788114375221,381,4996,BLAT_ECOLX_2015
86,esm2_35M,2,0.6490912902721373,0.5528271169152063,0.6816543116884735,0.5377012502975196,0.6305787473756973,0.7844653716302427,0.8019484058065155,0.7517668580616712,384,4996,BLAT_ECOLX_2015
87,esm2_35M,3,0.6408735337446261,0.5566802550350672,0.6896772089484942,0.5840311927221944,0.6074823058421155,0.7444261296992504,0.7978364573103242,0.7643698846736808,380,4996,BLAT_ECOLX_2015
88,esm2_35M,4,0.6543011535202543,0.547323301193022,0.6777788139242078,0.543175153279745,0.616953214215825,0.7748722499896044,0.8101421614990081,0.7339504739449575,401,4996,BLAT_ECOLX_2015
89,esm2_35M,5,0.6469947808694833,0.5490059744713786,0.6834277490570619,0.5709511682654399,0.6102129923284408,0.7575363755758716,0.7969444331342682,0.7658442735457429,395,4996,BLAT_ECOLX_2015
90,esm2_150M,1,0.7388361274204158,0.4686147160872608,0.5676722602749216,-0.3837516147973188,1.056871251823992,1.233116025581592,0.8776923076923077,-0.1428571428571428,9,32,BLAT_ECOLX_2015
91,esm2_150M,2,0.9870670071406747,0.1002901498921509,0.1332129872189329,-0.6732446142075132,0.7800892979156581,1.1240261239589926,0.9815384615384616,0.5714285714285715,23,32,BLAT_ECOLX_2015
92,esm2_150M,3,0.3217123383995107,0.8547963094416363,0.94541825356043,0.1872918276914565,0.6545145296323649,0.8895960766518141,0.8201709401709402,0.3714285714285715,6,32,BLAT_ECOLX_2015
93,esm2_150M,4,0.7590938573340342,0.4494696500353088,0.5105136788098934,0.0338368905686652,1.0769522585584614,1.397762149070497,0.917948717948718,0.4285714285714286,12,32,BLAT_ECOLX_2015
94,esm2_150M,5,0.2517887149298796,0.8450367694274564,0.9737678175324356,0.1217722031378298,1.0116662216254069,1.0327316100079718,0.7675213675213675,-0.0285714285714285,4,32,BLAT_ECOLX_2015
95,esm2_150M,1,0.4337246279685879,0.6616806600828057,0.7781497636920783,0.2016877438961465,0.9962118553692428,1.0945099310040547,0.7455227379278013,0.7157894736842104,11,100,BLAT_ECOLX_2015
96,esm2_150M,2,0.3140417602868143,0.8377505777027011,0.932671189276452,0.2142488353040921,0.8151463698265686,0.899742811033841,0.703469292076887,0.4827067669172932,5,100,BLAT_ECOLX_2015
97,esm2_150M,3,0.4589782330218732,0.7341300685656728,0.8336581191092264,0.3199110083118953,0.6686384182040376,0.7989805541102192,0.739310829817159,0.6240601503759398,11,100,BLAT_ECOLX_2015
98,esm2_150M,4,0.3365386140352777,0.7780048652833356,0.8771259305190021,0.1385529322150247,0.9930604089364014,1.0547063118609774,0.6752461322081575,0.4180451127819548,8,100,BLAT_ECOLX_2015
99,esm2_150M,5,0.3805800544812681,0.8089603868510835,0.895689707500095,0.277702417835962,0.6743554640742004,0.8161582962304496,0.7043600562587904,0.5097744360902255,10,100,BLAT_ECOLX_2015
100,esm2_150M,1,0.700395116190891,0.5331350145394694,0.6526609242725386,0.4769834283875241,0.6959275438377972,0.8421280137548366,0.843520907873831,0.6643315018315017,69,320,BLAT_ECOLX_2015
101,esm2_150M,2,0.6712588475221617,0.5467173015197982,0.6709185079869681,0.4108306233700763,0.7894134915926676,0.9548511426386992,0.8200233212733524,0.6820054945054945,59,320,BLAT_ECOLX_2015
102,esm2_150M,3,0.7935444148648306,0.4284583868457617,0.5400466825445999,0.4086954176389153,0.7353035087405129,0.8996591582523652,0.881364357808332,0.6230769230769231,91,320,BLAT_ECOLX_2015
103,esm2_150M,4,0.7712125869940597,0.4606527292590303,0.5762255291628133,0.4877676521691289,0.6858244437158756,0.7963007519331322,0.8642701878794465,0.7274267399267399,86,320,BLAT_ECOLX_2015
104,esm2_150M,5,0.7866984420820706,0.4300347789133987,0.5438973478448277,0.4761730948770064,0.684813306587359,0.8825321097788223,0.8670313692763374,0.6863553113553112,81,320,BLAT_ECOLX_2015
105,esm2_150M,1,0.7377782194238653,0.4795198961153257,0.5944525426763178,0.6199549724157147,0.5342150484038635,0.6997360458366523,0.8607702636662068,0.7849331676791852,188,1000,BLAT_ECOLX_2015
106,esm2_150M,2,0.8286969728750297,0.3806818628306487,0.479118935320667,0.544238622177925,0.620792971369311,0.776009703903678,0.9019609895070744,0.7411615584000155,263,1000,BLAT_ECOLX_2015
107,esm2_150M,3,0.759802134171826,0.4476321136474585,0.5649181948784407,0.6142914704719176,0.585147130810044,0.7257446266499074,0.8683201885429032,0.807084677116928,207,1000,BLAT_ECOLX_2015
108,esm2_150M,4,0.810642818292381,0.401646847166243,0.5042211723454293,0.5006757148086042,0.6371058972354542,0.80864745371888,0.8912647006723726,0.7158579148946409,224,1000,BLAT_ECOLX_2015
109,esm2_150M,5,0.746633054995709,0.4603083891395412,0.5787923410689132,0.524899392724641,0.6390740861263122,0.8128162856154281,0.8649598230147054,0.7222035550888773,169,1000,BLAT_ECOLX_2015
110,esm2_150M,1,0.778185192111155,0.4247844003097694,0.539033316145317,0.6649985042906819,0.5126374231852047,0.6698407031648316,0.8762818334645169,0.8131924929915354,434,3200,BLAT_ECOLX_2015
111,esm2_150M,2,0.7758621934865335,0.4277693900402397,0.5432367393605733,0.679196889011594,0.5145805093894132,0.6489121151427198,0.8716674441479754,0.8282998448806715,418,3200,BLAT_ECOLX_2015
112,esm2_150M,3,0.7789799955551258,0.4278927988159838,0.5405540089125508,0.6768800754706639,0.507539577185983,0.6454897651404392,0.8733872263506058,0.8217978487339012,428,3200,BLAT_ECOLX_2015
113,esm2_150M,4,0.7725713478860945,0.4298723412761399,0.5472894227082085,0.6671623347332785,0.5214101571246403,0.6605553042299849,0.870930484934539,0.8195387332043416,416,3200,BLAT_ECOLX_2015
114,esm2_150M,5,0.7684653730849056,0.4359042532025631,0.5514479377063584,0.6619327232587606,0.527078002803529,0.6691235660756326,0.866158192127976,0.818089937494391,367,3200,BLAT_ECOLX_2015
115,esm2_150M,1,0.7675123468716165,0.4386799957062535,0.5559282852352182,0.684355139393159,0.5063337754739199,0.6434083995686233,0.8696320673655735,0.821475234441621,474,4996,BLAT_ECOLX_2015
116,esm2_150M,2,0.7721753718425968,0.4334087619825743,0.5492466886592406,0.6838228018432607,0.5033361228716129,0.6487504786707456,0.8701585754852986,0.8288705318007851,491,4996,BLAT_ECOLX_2015
117,esm2_150M,3,0.7640772161490439,0.4395782026025244,0.558993953885476,0.7167841617164011,0.487732771516765,0.6142568306019482,0.8656116287655197,0.8500698014824614,497,4996,BLAT_ECOLX_2015
118,esm2_150M,4,0.7659413318393796,0.4410605204003667,0.557700956108079,0.6857628724419025,0.5072101691308711,0.6426640366968758,0.8690544167235834,0.8280918599936609,471,4996,BLAT_ECOLX_2015
119,esm2_150M,5,0.7671189063998934,0.4378496927737193,0.5550973590243092,0.6890447721323798,0.505054528639254,0.6449099257938293,0.8662974458318671,0.8318305740067734,480,4996,BLAT_ECOLX_2015
120,esm2_650M,1,0.7904983858807411,0.3998973955181275,0.5084342627392971,-0.4190635416981272,0.9923250610759016,1.2487508381478374,0.8769230769230769,0.0357142857142857,15,32,BLAT_ECOLX_2015
121,esm2_650M,2,2.220446049250313e-16,1.0693980571554835,1.171377959941492,-0.1631544363360582,0.7811847399838693,0.937163526220174,,,0,32,BLAT_ECOLX_2015
122,esm2_650M,3,0.0937114933267666,0.9792167706315378,1.0928240921472516,-0.0181984806824704,0.8053066495839539,0.9957304029467824,0.6184615384615384,0.3142857142857143,1,32,BLAT_ECOLX_2015
123,esm2_650M,4,0.0979066349315906,0.8776976299311124,0.98789136765765,0.022447465786395,1.257403353662679,1.4059766340941744,0.6307692307692306,0.5428571428571429,1,32,BLAT_ECOLX_2015
124,esm2_650M,5,0.6352574717496164,0.5794562443877094,0.679886616479864,0.1008814786109821,0.9254462656446432,1.0449424026441043,0.8447863247863248,0.2,9,32,BLAT_ECOLX_2015
125,esm2_650M,1,0.4650601228620706,0.6131752317013085,0.7563134776531856,0.072903846493729,1.0639297413015625,1.179493895878153,0.7664791373652133,0.4586466165413533,15,100,BLAT_ECOLX_2015
126,esm2_650M,2,0.762390826527064,0.4500549493962563,0.5489228690309202,0.340968012829305,0.5696752069298752,0.8240036126074126,0.8572667604313174,0.6015037593984961,32,100,BLAT_ECOLX_2015
127,esm2_650M,3,0.6659491618915323,0.5319320708502823,0.6550687739140789,0.3295802153063109,0.66798449717677,0.7932804436212131,0.8399203000468823,0.6721804511278194,26,100,BLAT_ECOLX_2015
128,esm2_650M,4,0.5870915375232202,0.5841582104746422,0.6919600419498527,0.0671375451592638,0.9708175038824722,1.097554396193589,0.805321143928739,0.231578947368421,22,100,BLAT_ECOLX_2015
129,esm2_650M,5,0.4922862285948822,0.6835398444513748,0.8109133731482543,0.2688035868752459,0.6590609950179749,0.8211705112347367,0.7055086732301923,0.5458646616541353,14,100,BLAT_ECOLX_2015
130,esm2_650M,1,0.7916311870684017,0.4426618874021988,0.5442889609473178,0.3829698573552083,0.7231491673665734,0.9146892604546488,0.8881907487752538,0.5777014652014651,96,320,BLAT_ECOLX_2015
131,esm2_650M,2,0.6371039010019296,0.5739405137888144,0.7049103474964613,0.626454204231939,0.6394058627139851,0.7603044210954333,0.799008783297246,0.8210622710622709,60,320,BLAT_ECOLX_2015
132,esm2_650M,3,0.8818643779967094,0.3216133941962473,0.4085153884180488,0.3604762092077798,0.7085921696073093,0.935622668801599,0.915669286213674,0.6038919413919412,131,320,BLAT_ECOLX_2015
133,esm2_650M,4,0.741606956114349,0.4867666643224558,0.6123741372472761,0.4711667645018538,0.6748811518801905,0.8091014808001329,0.8525812919014624,0.7297619047619046,75,320,BLAT_ECOLX_2015
134,esm2_650M,5,0.5571897696332729,0.656475328612359,0.7836619316774761,0.4778458084895718,0.7404855289862996,0.8811219074443407,0.754213770709444,0.729532967032967,36,320,BLAT_ECOLX_2015
135,esm2_650M,1,0.8263895063190669,0.382471036533171,0.4836941044786819,0.6270656430449827,0.5621383622590755,0.6931590800609406,0.8986489547619224,0.801489087785659,252,1000,BLAT_ECOLX_2015
136,esm2_650M,2,0.8437567330648075,0.3621247107949278,0.4575741396683772,0.5394236555632963,0.6073075551276745,0.7800980757699653,0.9032325931309632,0.7281966856598332,265,1000,BLAT_ECOLX_2015
137,esm2_650M,3,0.83455833662069,0.3706692903175317,0.4688386799553508,0.6548219645782684,0.5258181100596521,0.6865557106606406,0.8973407199723471,0.813399834995875,269,1000,BLAT_ECOLX_2015
