,Dataset,Compression_method,Model,Fold,nun_zero_coefs,R2_score_train,MAE_score_train,RMSE_score_train,rho_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_test,ModelSize,parameters
409,PCP Hydrophobicity,mean,esm2,5,3814,0.9784178805067608,0.0329719961601867,0.0421436616586868,0.9856546114661534,0.9640407149393626,0.0421568407863539,0.0549247805127241,0.9764991101651372,15B,15000000000.0
410,PCP AAfreq Ala,mean,esm2,1,3329,0.978639555840981,0.0041125195851446,0.0052801015355695,0.9878993743834968,0.9660982776422312,0.0051061487637773,0.0066421224140741,0.980252387537383,15B,15000000000.0
411,PCP AAfreq Ala,mean,esm2,2,3246,0.9784721759738484,0.0041220411705985,0.005298215319469,0.9876982122192864,0.966947182247929,0.0050916821942414,0.0065725155327375,0.9816696366523648,15B,15000000000.0
412,PCP AAfreq Ala,mean,esm2,3,3281,0.9783017084229922,0.0041560964303486,0.0053252145327242,0.9877870825712508,0.9670911532817704,0.0049875630506353,0.006527671442488,0.9802841537386348,15B,15000000000.0
413,PCP AAfreq Ala,mean,esm2,4,3279,0.9783593601282704,0.0041449712144681,0.0053166093222989,0.987637572634408,0.9670149977197526,0.0050612583918502,0.0065433609699426,0.9818364522346296,15B,15000000000.0
414,PCP AAfreq Ala,mean,esm2,5,3254,0.9785736191948926,0.004117708570516,0.0052786113802552,0.9878194094146496,0.9654880542985655,0.0051258264812245,0.0067515112068056,0.9805964940982348,15B,15000000000.0
415,PCP length,mean,esm2,1,3608,0.962813052882162,20.400271294161705,28.441052693727208,0.9807566728214993,0.9431469253024088,25.07698966316913,34.96180011460109,0.9684242616526596,15B,15000000000.0
416,PCP length,mean,esm2,2,3521,0.9630339256360444,20.546726117392204,28.53830228519169,0.9805799318320272,0.9400327859932668,25.383983474675503,34.942666112918694,0.969074682897375,15B,15000000000.0
417,PCP length,mean,esm2,3,3450,0.9623477709793924,20.48476563010052,28.617726387472075,0.980522187390752,0.9409936388238233,25.714835952781826,35.61646443179715,0.9692582393910172,15B,15000000000.0
418,PCP length,mean,esm2,4,3591,0.9629774015920824,20.340407273829538,28.28845604052009,0.9804800126256372,0.9411897098827268,25.76772826134914,35.9972273248996,0.969588383824155,15B,15000000000.0
419,PCP length,mean,esm2,5,3532,0.9621891949381242,20.357365323367603,28.416645106829197,0.9805883249584316,0.9445003553246144,25.35978171566784,35.77769808731879,0.9719081628892212,15B,15000000000.0
420,SS H,mean,esmc,1,711,0.9465742744079104,0.031267299136755,0.0452517142193737,0.969408315968135,0.9417740273868014,0.0324041999833679,0.0466293598544768,0.9653288832076752,300M,300000000.0
421,SS H,mean,esmc,2,713,0.9469499367874514,0.0312299171960883,0.0450601481451138,0.9686435770469248,0.9408069456452572,0.0325638101170333,0.0471478911425508,0.9681628859660812,300M,300000000.0
422,SS H,mean,esmc,3,704,0.9466875700113676,0.0312455056822839,0.044923137409442,0.9690118953441632,0.941372490970818,0.0329073235849445,0.0479617046365253,0.9673153728289065,300M,300000000.0
423,SS H,mean,esmc,4,714,0.9466778041503198,0.0312666125357891,0.0451978068163094,0.9694809839662976,0.9409924070566416,0.0330835180003053,0.0469741744594931,0.9632977666330148,300M,300000000.0
424,SS H,mean,esmc,5,704,0.947105467208468,0.0312285198550486,0.0447667809307768,0.969191772157568,0.9402224103447754,0.0326213166551354,0.0483460937456663,0.9661036595176532,300M,300000000.0
425,PCP Hydrophobicity,mean,esmc,1,770,0.9623184686511926,0.043084817998672,0.0558415039027401,0.9756397578157,0.9569317935620896,0.0448432688392234,0.0594477981841094,0.9710527988648104,300M,300000000.0
426,PCP Hydrophobicity,mean,esmc,2,772,0.9626042326815862,0.0428112085953801,0.0556506285547419,0.9754325314981144,0.9557961360208423,0.0459373143348093,0.0601098719161099,0.9723077122877276,300M,300000000.0
427,PCP Hydrophobicity,mean,esmc,3,764,0.9621207650683644,0.0431355267464921,0.0561778140717157,0.9752674052884228,0.9576575640954642,0.0447321355605089,0.0581053312727507,0.9725964708207012,300M,300000000.0
428,PCP Hydrophobicity,mean,esmc,4,778,0.9618247763373696,0.0430140352411107,0.0559099144484705,0.97501288156554,0.9599403584545044,0.0444501772949041,0.0585364272186274,0.9745958474671116,300M,300000000.0
429,PCP Hydrophobicity,mean,esmc,5,778,0.9624196481848676,0.0428166607661778,0.0556116321020969,0.975384898572078,0.9572205435015672,0.0457994965759361,0.0599073952654812,0.972527163635823,300M,300000000.0
430,PCP Charge,mean,esmc,1,848,0.7953188263061828,2.481367883377865,3.5433532815402367,0.9232206397958524,0.7766977160426247,2.6480554115635995,3.747604158251088,0.913550791648928,300M,300000000.0
431,PCP Charge,mean,esmc,2,864,0.7960326956951367,2.494105727697771,3.542536783378529,0.9225758798465492,0.7752647081457045,2.6029100410275503,3.737757155015408,0.9157814192892824,300M,300000000.0
432,PCP Charge,mean,esmc,3,847,0.7955777034649485,2.4900989749407447,3.5511661776588963,0.9220687478703276,0.7775485212607454,2.598866362383532,3.698704667416117,0.9171034014474352,300M,300000000.0
433,PCP Charge,mean,esmc,4,844,0.7961440654912918,2.4891010642396187,3.542133603299809,0.9230492320440608,0.774645809587417,2.6181390826209032,3.740489223842912,0.9144659393716028,300M,300000000.0
434,PCP Charge,mean,esmc,5,861,0.7967394433189212,2.488188971864373,3.554690528919491,0.9235493092563888,0.7717804794005001,2.5996843160728407,3.686856644270551,0.9140205568343625,300M,300000000.0
435,PCP Instability index,mean,esmc,1,606,0.5372367653153599,5.741922914911401,7.477269913414381,0.7053663226448649,0.4692291240979906,6.213430230266348,8.117557731822467,0.6737213969853493,300M,300000000.0
436,PCP Instability index,mean,esmc,2,570,0.5272906441763305,5.787710015340331,7.554518286304497,0.703207301771397,0.4962805486179977,6.076631370727065,7.918014457714713,0.6745317863268926,300M,300000000.0
437,PCP Instability index,mean,esmc,3,602,0.5292756132989253,5.788333465982568,7.53405064224622,0.7027381939523826,0.4987241825216481,6.024367922482008,7.918245138598662,0.6851200951523141,300M,300000000.0
438,PCP Instability index,mean,esmc,4,603,0.528068231454536,5.807362075439167,7.56230811773326,0.7034760760859985,0.5018951628557804,5.952746673618536,7.816279646375337,0.6827272883923514,300M,300000000.0
439,PCP Instability index,mean,esmc,5,620,0.5331423043104843,5.842863955873082,7.611804412572485,0.7056874591793691,0.483859310947033,5.81045966215218,7.569099448151771,0.6704165670460441,300M,300000000.0
440,PCP Isoelectric point,mean,esmc,1,760,0.8175727478308923,0.5644916270122153,0.7318925359348666,0.9170919935115798,0.7877493553048823,0.6005357770074512,0.785180058666152,0.9087528812968608,300M,300000000.0
441,PCP Isoelectric point,mean,esmc,2,791,0.818133190169067,0.5611166641325022,0.7284231498274126,0.9194078207498948,0.7901785748999786,0.6111218709577536,0.790766178466907,0.9093605635879084,300M,300000000.0
442,PCP Isoelectric point,mean,esmc,3,805,0.8150742200705248,0.5693199470492047,0.7365457676536366,0.917550588163723,0.8013583963098324,0.5831780766957481,0.7609548727473698,0.9097223810481648,300M,300000000.0
443,PCP Isoelectric point,mean,esmc,4,765,0.8160677877650377,0.5657658387577582,0.7329879927157952,0.9185232562851914,0.7972656949288167,0.591394820781985,0.775404189870579,0.908752864234832,300M,300000000.0
444,PCP Isoelectric point,mean,esmc,5,794,0.8149897261413895,0.5677313618251725,0.7377375179298838,0.9175285094954768,0.8031342098109593,0.581215942025776,0.7531980092459111,0.9085340653511224,300M,300000000.0
445,SS E,mean,esmc,1,748,0.9245131886905162,0.028673399258983,0.0414610764748282,0.96277164277621,0.9137115643684118,0.0302655655733012,0.0437699068537199,0.9575601605773832,300M,300000000.0
446,SS E,mean,esmc,2,752,0.9236028661426914,0.0288486043895676,0.0416925011895742,0.9622203305786534,0.9187999809969044,0.0294107976841555,0.0425328448957766,0.9600613228233352,300M,300000000.0
447,SS E,mean,esmc,3,778,0.9251714473759426,0.0285448539697492,0.0411329938989022,0.9630538470449812,0.9121408928183016,0.0304778651775777,0.0448055574445031,0.9577828839522404,300M,300000000.0
448,SS E,mean,esmc,4,767,0.9247291499984004,0.0286438546954306,0.0412540445536111,0.9629262885106624,0.91425743927795,0.0301228326137967,0.0442640247791446,0.9580679814162332,300M,300000000.0
449,SS E,mean,esmc,5,779,0.9225939770814644,0.0287867851757049,0.0417752341598915,0.961727074344993,0.922070181001008,0.0298229469934075,0.0424364587958411,0.9615154965441328,300M,300000000.0
450,PCP AAfreq Cys,mean,esmc,1,821,0.9151425645721862,0.0035934610894125,0.0047463204978236,0.891639246852334,0.904701044179697,0.0037732694948392,0.0050490478902933,0.8853236621482632,300M,300000000.0
451,PCP AAfreq Cys,mean,esmc,2,819,0.915681498220536,0.0036106932100801,0.0047860554262029,0.8904998922420038,0.9002356028567196,0.0037365677057543,0.0049212172969693,0.8853431730100624,300M,300000000.0
452,PCP AAfreq Cys,mean,esmc,3,818,0.9127345900081458,0.0035970118043251,0.0047523910612724,0.8923450734576516,0.9128825122587164,0.0037821461980504,0.0050620715756094,0.8809072805103265,300M,300000000.0
453,PCP AAfreq Cys,mean,esmc,4,813,0.9176881715017682,0.0036002507309339,0.0047548461927958,0.8934777961260923,0.8900154462946467,0.0038007087171129,0.0050337122227938,0.8737430959923564,300M,300000000.0
454,PCP AAfreq Cys,mean,esmc,5,841,0.9132762849924748,0.0035860290387755,0.0047372381838437,0.8923503266398978,0.9112164121380782,0.0037982343241325,0.0051111832635735,0.8816627266936499,300M,300000000.0
455,PCP length,mean,esmc,1,790,0.8730826233656612,36.81396740717391,52.54252593074943,0.9556188330659572,0.8657174131349767,37.654573553668186,53.73121442822827,0.951330348111143,300M,300000000.0
456,PCP length,mean,esmc,2,790,0.8741117203113196,37.02686954783756,52.664639631066194,0.9552938841868264,0.8618470212673541,37.72455277565304,53.037033975557605,0.95029249801695,300M,300000000.0
457,PCP length,mean,esmc,3,795,0.8726171807151669,36.91971906506093,52.637494566023776,0.955543489058604,0.8686029629222084,37.64589433667987,53.14888712173153,0.949536432335552,300M,300000000.0
458,PCP length,mean,esmc,4,805,0.8747431967764818,36.54052720389696,52.032711520204266,0.9551555937048428,0.8585142165841084,39.16487741213254,55.83400635711274,0.9533883582387996,300M,300000000.0
459,PCP length,mean,esmc,5,797,0.8752562217130374,36.14580267041774,51.61480468166434,0.956306044684913,0.8564301334897002,39.77459843158208,57.543853533428,0.9511562465593792,300M,300000000.0
460,PCP mW kDa,mean,esmc,1,790,0.8721878430556589,4.101131399655255,5.853789119695025,0.9550635344490752,0.8643107198885955,4.203595349984563,6.0042820732532745,0.9506391868811682,300M,300000000.0
461,PCP mW kDa,mean,esmc,2,793,0.8731328128450648,4.124720736855907,5.869228609401708,0.9547345081690496,0.8605102319839621,4.211412619433836,5.926018976707331,0.9494331538920752,300M,300000000.0
462,PCP mW kDa,mean,esmc,3,798,0.8716615154010485,4.112367346185482,5.866270113306076,0.9549663656425372,0.8674703909269923,4.201236220510556,5.931486663082644,0.9490187024304152,300M,300000000.0
463,PCP mW kDa,mean,esmc,4,806,0.8736700035564842,4.074935596672552,5.804649393046405,0.9545604981916122,0.8576462221029086,4.35774470811572,6.2118141927426125,0.9525894618367244,300M,300000000.0
464,PCP mW kDa,mean,esmc,5,803,0.8741502319149314,4.032653958096647,5.759667976036264,0.955587514671188,0.8557106399718594,4.4311385182077725,6.395676448899951,0.9505572898040052,300M,300000000.0
465,PCP AAfreq Ala,mean,esmc,1,679,0.9392903916802954,0.006848518779649,0.0089015543945973,0.9661821825874204,0.931588742192602,0.0072703926911953,0.0094353883872114,0.9617018468509516,300M,300000000.0
466,PCP AAfreq Ala,mean,esmc,2,686,0.9392184166479404,0.0068585371578661,0.0089025729540519,0.965921704839763,0.9327848171344496,0.0071925005924747,0.0093726212816993,0.9630708608147188,300M,300000000.0
467,PCP AAfreq Ala,mean,esmc,3,676,0.9395881042917854,0.0068543131995814,0.008885575678284,0.966494779970998,0.931764328253764,0.0071438731533725,0.0093995636087445,0.9611077509306266,300M,300000000.0
468,PCP AAfreq Ala,mean,esmc,4,669,0.9383519330744342,0.0069162346026839,0.0089734496655453,0.9653598256847968,0.9355253494215184,0.0069983903037269,0.0091482309195584,0.9647354942664154,300M,300000000.0
469,PCP AAfreq Ala,mean,esmc,5,680,0.9384517613034954,0.0068708312572632,0.0089464985279188,0.9657642658845952,0.9348158992901024,0.0071039850569344,0.0092786994980563,0.964030931910159,300M,300000000.0
470,SS Coil,mean,esmc,1,649,0.6584083149680344,0.024836725003088,0.036724404188768,0.7987639556276378,0.6346606601188003,0.0256622134786165,0.0357596551634492,0.7729815090559266,300M,300000000.0
471,SS Coil,mean,esmc,2,643,0.6564720025830759,0.0247683703023038,0.0365644793738548,0.7988313982159456,0.6444196201880646,0.0253812321539185,0.0363982858593572,0.7801463437852053,300M,300000000.0
472,SS Coil,mean,esmc,3,639,0.6649947373658555,0.0244778203703375,0.0355768945616396,0.798511208463179,0.6073599650954733,0.0262757913051609,0.0405133163009995,0.7892138082914194,300M,300000000.0
473,SS Coil,mean,esmc,4,642,0.6657414139620192,0.0247611631062402,0.0360628540096987,0.7999758373170182,0.6003417286534549,0.0250214823204831,0.0386084648560744,0.7835708660637195,300M,300000000.0
474,SS Coil,mean,esmc,5,582,0.6532104460790378,0.0246007106384055,0.0362254960643101,0.7982632705260873,0.6312026044004743,0.0263038992615025,0.0391452177266236,0.7820563439182244,300M,300000000.0
475,PCP AAfreq Leu,mean,esmc,1,846,0.9141957665622712,0.0065536946073543,0.008476153165005,0.949611067057072,0.8964052534675406,0.0070508505344495,0.0092776591311923,0.9425102713436028,300M,300000000.0
476,PCP AAfreq Leu,mean,esmc,2,848,0.9130559327171168,0.006574203848324,0.0085355078876284,0.9494406599443936,0.9010766911179688,0.0070297701190612,0.0090505646710483,0.9422333362655956,300M,300000000.0
477,PCP AAfreq Leu,mean,esmc,3,837,0.9124499487551102,0.0066065050251615,0.0085469289991759,0.9488697233607744,0.9045889463603368,0.0068689714079153,0.0089651242817652,0.9454734422805776,300M,300000000.0
478,PCP AAfreq Leu,mean,esmc,4,854,0.912935106996318,0.0066115698058092,0.0085716660661165,0.9495167079033136,0.9015799385672234,0.006850133691197,0.0088974896230676,0.9416933052770404,300M,300000000.0
479,PCP AAfreq Leu,mean,esmc,5,834,0.9116417673658094,0.0065974847981673,0.0085463759596269,0.9488815841416144,0.9069999094820886,0.0069301971306995,0.009013433239718,0.9450831685772968,300M,300000000.0
480,SS Coil,mean,esmc,1,757,0.6704387745142764,0.0242303703848545,0.0360719124183714,0.8070213985426117,0.6500035434095154,0.0248495909751114,0.0350007157887829,0.7885020613221948,600M,600000000.0
481,SS Coil,mean,esmc,2,810,0.6743826531838801,0.0240293092900812,0.0355985322298226,0.8101151128078371,0.646418809972567,0.0250066862645241,0.0362958200681409,0.7850561869695231,600M,600000000.0
482,SS Coil,mean,esmc,3,833,0.6836920341759476,0.0237305945077451,0.0345698333976277,0.8091983738934772,0.6161685578004266,0.0257345580782639,0.0400562951815952,0.7986946410597967,600M,600000000.0
483,SS Coil,mean,esmc,4,844,0.6836052809768047,0.0240421258549046,0.0350859646043994,0.8122343277872216,0.6012888348263004,0.0248392071928616,0.0385626907443623,0.7857966751782656,600M,600000000.0
484,SS Coil,mean,esmc,5,795,0.6710124424521016,0.0238490073327936,0.0352834524903505,0.8097733422955187,0.6468358984072993,0.0257455043163041,0.0383065523218658,0.7890988126274312,600M,600000000.0
485,PCP mW kDa,mean,esmc,1,981,0.8839322594353283,3.944070293401011,5.5783628024933325,0.9579269982740286,0.8706491237897325,4.180423416423983,5.862367026444527,0.9518286296405372,600M,600000000.0
486,PCP mW kDa,mean,esmc,2,978,0.8841993663869884,3.978118942183411,5.607403884804854,0.957711592621104,0.8684370926395876,4.095587885504734,5.7551757824994825,0.951014836970318,600M,600000000.0
487,PCP mW kDa,mean,esmc,3,973,0.8837458412344148,3.946922709765505,5.583259990981482,0.957956162963194,0.8707366634771134,4.205519548489766,5.857938131860773,0.9492471950694508,600M,600000000.0
488,PCP mW kDa,mean,esmc,4,982,0.883523700516053,3.943759907427754,5.573673611249609,0.9575000723952714,0.871826156225355,4.155685618163852,5.894319354682261,0.9544110745203432,600M,600000000.0
489,PCP mW kDa,mean,esmc,5,973,0.8837355754583499,3.910043448200765,5.535981906778861,0.9583718405787705,0.8688116659327716,4.280823577821628,6.098414509489681,0.9557172168332484,600M,600000000.0
490,PCP length,mean,esmc,1,972,0.8851654516426519,35.349158885331406,49.97889928997561,0.958622098332906,0.872180742521678,37.43830790960868,52.42216489840824,0.9526562278881194,600M,600000000.0
491,PCP length,mean,esmc,2,976,0.8854626919830266,35.6413669894681,50.234253538893526,0.9584503428681428,0.8701028850136082,36.67126641881242,51.42790759310419,0.952047815781652,600M,600000000.0
492,PCP length,mean,esmc,3,986,0.8850750316276914,35.38408776473094,49.99734903463261,0.9586846577589132,0.8720511537234553,37.6494804351063,52.4468701717192,0.9500092007938672,600M,600000000.0
493,PCP length,mean,esmc,4,978,0.8848386241389374,35.30018404133237,49.89180531889761,0.958222009158909,0.8731384048274569,37.27440611226615,52.8697764077866,0.9552496390535452,600M,600000000.0
494,PCP length,mean,esmc,5,975,0.8850429081329586,34.997236209463814,49.54875260914872,0.9591368119723488,0.8700836360070627,38.37483739534122,54.73929783995649,0.9564854900044448,600M,600000000.0
495,SS H,mean,esmc,1,723,0.9496906357851844,0.0302210790864197,0.0439121029169728,0.9718725981597892,0.9427669351266008,0.0317322680185592,0.0462300729891502,0.9667989655949522,600M,600000000.0
496,SS H,mean,esmc,2,736,0.9494895164785968,0.0303511703151982,0.0439683760346888,0.971079910372033,0.9442584043100573,0.0314310650125111,0.0457526860314099,0.9698822049057688,600M,600000000.0
497,SS H,mean,esmc,3,742,0.950190745920148,0.0300530231426427,0.0434221036274345,0.9715651161005536,0.9413438529808428,0.0321206311006652,0.0479734172194695,0.9689877031031806,600M,600000000.0
498,SS H,mean,esmc,4,731,0.9491613656047176,0.0302712132221883,0.044132678538868,0.9716910844720498,0.945183461766604,0.031515022795488,0.0452752659030193,0.9666536612451014,600M,600000000.0
499,SS H,mean,esmc,5,730,0.949144578294909,0.0302187964449797,0.0438954093783938,0.971444780370328,0.946007325392525,0.0314739779280566,0.0459472592430783,0.9700583377237662,600M,600000000.0
500,PCP Charge,mean,esmc,1,937,0.808982118240189,2.3850022400343294,3.423044285436491,0.9287062113184976,0.7888914426979867,2.5957363696794507,3.6438462889489474,0.918460273279013,600M,600000000.0
501,PCP Charge,mean,esmc,2,980,0.8095583249577231,2.4083772828853,3.423064532394711,0.928203006391448,0.7932244810723392,2.489467679851138,3.5852958802355794,0.9211476866414592,600M,600000000.0
502,PCP Charge,mean,esmc,3,954,0.8100590478992511,2.394571592171747,3.423073067617909,0.928193142149238,0.7828564271420753,2.5316160076405434,3.654310926817114,0.921942846002462,600M,600000000.0
503,PCP Charge,mean,esmc,4,939,0.8082098263913119,2.404031178785188,3.435709491945552,0.9285614952498984,0.7904546715101538,2.511873985654145,3.606903975544496,0.92268179366005,600M,600000000.0
504,PCP Charge,mean,esmc,5,970,0.8101875442488402,2.397233496907201,3.4350858522243786,0.9287730136847804,0.785010041895357,2.527186073071231,3.578400488566951,0.9172741916492976,600M,600000000.0
505,PCP AAfreq Cys,mean,esmc,1,961,0.9205711509570826,0.0034982139993662,0.004591993286155,0.8954934431953282,0.9076953650529628,0.0037505807194523,0.0049690935551163,0.8874882265569818,600M,600000000.0
506,PCP AAfreq Cys,mean,esmc,2,944,0.92187173236478,0.0035135193200254,0.0046070230011609,0.8958101838937196,0.9006021344502163,0.0037007854252089,0.0049121687712391,0.883328910449538,600M,600000000.0
507,PCP AAfreq Cys,mean,esmc,3,962,0.9186529738444492,0.0034983190841142,0.004588407109956,0.8968881583488167,0.9150920899356262,0.0037553193947427,0.0049974641319725,0.8828893893990771,600M,600000000.0
508,PCP AAfreq Cys,mean,esmc,4,953,0.9219814586458672,0.0035195791665837,0.0046291820635742,0.8967358498660545,0.8995223120517086,0.0036991849828819,0.0048112436559513,0.8793977238013634,600M,600000000.0
509,PCP AAfreq Cys,mean,esmc,5,953,0.91788056312562,0.0035110301342966,0.0046097700898011,0.8961419475613586,0.9184484052211715,0.003695924100631,0.0048985927619323,0.8871307762234325,600M,600000000.0
510,PCP Instability index,mean,esmc,1,691,0.5481128275829745,5.670115924923231,7.388880463367273,0.7138661408035855,0.4936167362959613,6.048720060656598,7.928873983344256,0.6864763918664897,600M,600000000.0
511,PCP Instability index,mean,esmc,2,716,0.5452200769618323,5.680141127620093,7.409865410942,0.713772430282347,0.5044311416316354,6.014970740638521,7.853693226660757,0.6866566981934284,600M,600000000.0
512,PCP Instability index,mean,esmc,3,720,0.5465535137913905,5.6816418917353415,7.394489667106156,0.7145550956133422,0.5082772561492224,5.961503497286811,7.842431139124562,0.6876993137436915,600M,600000000.0
513,PCP Instability index,mean,esmc,4,740,0.5448757932846728,5.699702878647229,7.426423796674518,0.7138603604461079,0.5147029225779396,5.883734787526973,7.715135310506392,0.6919025183180952,600M,600000000.0
514,PCP Instability index,mean,esmc,5,744,0.5499713501838763,5.723374935600145,7.473352042605616,0.7166311140627891,0.490144774924076,5.787022388714101,7.522870743083734,0.6776087983465668,600M,600000000.0
515,PCP Isoelectric point,mean,esmc,1,926,0.8251571132290906,0.549039762952679,0.7165169094753979,0.9195764224700632,0.7965490704645587,0.5863092194946516,0.7687313478892955,0.9109441687868508,600M,600000000.0
516,PCP Isoelectric point,mean,esmc,2,955,0.8261459532635598,0.5469240166355829,0.7121958147022424,0.9217837655097826,0.7962657607068758,0.5918222770594255,0.7792111902755029,0.9118302557348072,600M,600000000.0
517,PCP Isoelectric point,mean,esmc,3,928,0.8234153677228124,0.5526494810011512,0.7197430193861456,0.920434331996655,0.8068206143233064,0.5722466533976381,0.7504196303905515,0.912338227387092,600M,600000000.0
518,PCP Isoelectric point,mean,esmc,4,993,0.8270968189381968,0.545271824618622,0.7106724092575488,0.9221582975064654,0.7959178757762251,0.5920486356288112,0.7779774429530668,0.9065145204481874,600M,600000000.0
519,PCP Isoelectric point,mean,esmc,5,971,0.8243071166591946,0.5511464379881126,0.7189207725665971,0.9207922212066018,0.8058050609103363,0.5741610187545326,0.7480712946081337,0.9094017417863964,600M,600000000.0
520,PCP AAfreq Leu,mean,esmc,1,920,0.9286477542113022,0.0059736498724735,0.0077294441139704,0.959243931835816,0.9152377901546832,0.0064300103998718,0.0083921006023953,0.9507516483400436,600M,600000000.0
521,PCP AAfreq Leu,mean,esmc,2,892,0.9283185582944132,0.0059770567605946,0.0077501972771177,0.9588356787817172,0.9157139695404805,0.0064291372205589,0.0083541863607708,0.9522867787534957,600M,600000000.0
522,PCP AAfreq Leu,mean,esmc,3,903,0.9273272591367512,0.0060195348163796,0.007786954980895,0.9581142759799888,0.9229160657856555,0.0061488255743427,0.0080582160028151,0.9573200992804888,600M,600000000.0
523,PCP AAfreq Leu,mean,esmc,4,898,0.9283192599823828,0.0060056945152718,0.0077775882624002,0.9589997207183556,0.9145354071223656,0.0063628631903263,0.0082912266713235,0.9501329289155708,600M,600000000.0
524,PCP AAfreq Leu,mean,esmc,5,892,0.9277976703706609,0.0059553384607207,0.0077256332716789,0.9585295296606768,0.9199776907401774,0.0064119099939568,0.0083609206302953,0.955221764982636,600M,600000000.0
525,PCP AAfreq Ala,mean,esmc,1,816,0.94650086207111,0.0064319627936501,0.0083562327202513,0.9695329149615356,0.9384338711178848,0.0067552824735022,0.0089509043760479,0.9654170964025296,600M,600000000.0
526,PCP AAfreq Ala,mean,esmc,2,817,0.9466387692891526,0.0064050671478068,0.0083414673729321,0.96960336197917,0.9387675004252304,0.0068146921337608,0.0089457832377335,0.965813194885474,600M,600000000.0
527,PCP AAfreq Ala,mean,esmc,3,822,0.946252361350396,0.0064433670342962,0.0083811580867241,0.969757384095642,0.939811429022697,0.0066868495953871,0.008827931846244,0.9654023413876884,600M,600000000.0
528,PCP AAfreq Ala,mean,esmc,4,820,0.9463340069740231,0.0064213305447192,0.0083723868026364,0.9692338743619918,0.9391151692091184,0.0068260544462856,0.0088899060572846,0.9664880206624042,600M,600000000.0
529,PCP AAfreq Ala,mean,esmc,5,834,0.9456969344266564,0.0064240458655309,0.0084034467779366,0.9694467414510324,0.942671515958988,0.0067189636814311,0.0087016477658425,0.9663637613624432,600M,600000000.0
530,PCP Hydrophobicity,mean,esmc,1,915,0.9691604611078708,0.0390340734373939,0.050518072525023,0.9800741315083964,0.964142315871969,0.0409298885344225,0.0542435993419855,0.9764628078283673,600M,600000000.0
531,PCP Hydrophobicity,mean,esmc,2,917,0.9694093139903626,0.0388344240283719,0.0503330743119869,0.97999006620986,0.9642876493205874,0.0413077333669146,0.0540287480716689,0.9777770747933054,600M,600000000.0
532,PCP Hydrophobicity,mean,esmc,3,914,0.9696331103821672,0.0387698402433321,0.0502995839069668,0.9802183203938342,0.9618412653006684,0.0423618472735635,0.0551601000116533,0.9758645078708666,600M,600000000.0
533,PCP Hydrophobicity,mean,esmc,4,929,0.9687147092856968,0.0390067795211445,0.0506137050706606,0.9796463888305754,0.9665957314366544,0.0408458321233851,0.0534531945830336,0.9790044356739388,600M,600000000.0
534,PCP Hydrophobicity,mean,esmc,5,928,0.9688862084385546,0.0390303246427872,0.0506013017232315,0.9798905784799332,0.9664301105837004,0.0408400730123184,0.0530686159409605,0.9778543737126612,600M,600000000.0
535,SS E,mean,esmc,1,847,0.9291434865742918,0.0276307485384669,0.0401693609631919,0.965585881216022,0.9204632422138732,0.0291240584270971,0.0420226335837503,0.9612246026640888,600M,600000000.0
536,SS E,mean,esmc,2,851,0.9288843184252448,0.0277273829767484,0.0402255605980004,0.965442799539322,0.9217232827874922,0.0287858945662176,0.0417602095082741,0.962202491105896,600M,600000000.0
537,SS E,mean,esmc,3,863,0.9299976049704596,0.0275925127865873,0.0397844261498496,0.9659830342605262,0.9164960778687408,0.0295464464566905,0.0436809353407971,0.9590554277116362,600M,600000000.0
538,SS E,mean,esmc,4,854,0.929480242846998,0.0276921150027467,0.0399308474343142,0.9653592872814506,0.9181702648371968,0.029127211650008,0.0432422465169788,0.9608507951082352,600M,600000000.0
539,SS E,mean,esmc,5,851,0.9280486146896094,0.0277035958490974,0.0402764417745582,0.9648721588526,0.9239737792712718,0.0291395506873696,0.0419149549200598,0.9633909125324824,600M,600000000.0
540,SS H,mean,esmc,1,1491,0.9604895373037572,0.0266793589882555,0.0389148964324117,0.9781291411284372,0.9477269403344424,0.0299974773978915,0.0441814574308462,0.9700077618425138,6B,6000000000.0
541,SS H,mean,esmc,2,1468,0.9601407848272998,0.0268284206914776,0.0390583626963455,0.9772688173544196,0.9492927971810518,0.029386980104338,0.0436376871222188,0.9738859843263188,6B,6000000000.0
542,SS H,mean,esmc,3,1465,0.960981798919302,0.0265299760111308,0.0384316881531831,0.9778112434400776,0.9462448440075804,0.0305135708538066,0.0459255062494688,0.9719165941483054,6B,6000000000.0
543,SS H,mean,esmc,4,1481,0.9594830867286044,0.0269477687972582,0.0393986666640095,0.97759787394696,0.952945525768342,0.0286227391830914,0.0419474600792197,0.9724373579802283,6B,6000000000.0
544,SS H,mean,esmc,5,1494,0.9602502337507156,0.0266677059674455,0.0388076873954372,0.9778093188780198,0.950801913061145,0.0294617003048131,0.0438597647464657,0.9729656323750848,6B,6000000000.0
545,PCP mW kDa,mean,esmc,1,1797,0.9412634532588924,2.825407649799748,3.9683063866827104,0.973485082758166,0.9292225907990922,3.118526591082341,4.336463028838764,0.9667162523186894,6B,6000000000.0
546,PCP mW kDa,mean,esmc,2,1782,0.9419637930670424,2.833521015882132,3.9696834858949672,0.973359552825399,0.9254205973912244,3.117143831695234,4.333125942566828,0.9660822822267312,6B,6000000000.0
