,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Sample_size,Dataset,ModelSize
666,esmc,2,0.8301502393177898,0.1263131024303276,0.15898561671947,0.6726040793716174,0.1757339020668075,0.2291056344689119,0.9193218155955112,0.8358114587158237,189,1000,PABP_doubles,600M
667,esmc,3,0.8081720846573621,0.1361751801381082,0.1699535344674355,0.7464615383005704,0.1484643264271271,0.197149963170877,0.909099294402948,0.8788029700742519,173,1000,PABP_doubles,600M
668,esmc,4,0.8368827108058063,0.1256575300998736,0.1584970684715811,0.6908290033575761,0.1686376257096142,0.2077208101719463,0.9181680919873731,0.8404215105377636,205,1000,PABP_doubles,600M
669,esmc,5,0.8177524033387703,0.1300086938898429,0.165320835642356,0.7446165950750911,0.1599027437795993,0.1993546736376048,0.9145964421313638,0.8691937298432462,182,1000,PABP_doubles,600M
670,esmc,1,0.8502135603641358,0.1173518067311005,0.1511677446646257,0.7743668722621104,0.1374955373512929,0.1852957230929435,0.9288523037169312,0.8879732955534044,481,3200,PABP_doubles,600M
671,esmc,2,0.8445149764790715,0.1186975322363107,0.1535243160128108,0.7694896329759889,0.1439527754342253,0.189654576808061,0.926775873176893,0.8952972330060871,452,3200,PABP_doubles,600M
672,esmc,3,0.8525822381846143,0.1157390792811699,0.1494481328942259,0.7650042490791529,0.1446627586218969,0.1916699317253881,0.9291032698603662,0.893365310498204,480,3200,PABP_doubles,600M
673,esmc,4,0.8548914149841415,0.114528705560541,0.1494682500846542,0.7535802353463407,0.1485234455840753,0.1900890467250235,0.9295993820117742,0.8836178841682434,499,3200,PABP_doubles,600M
674,esmc,5,0.8494433797311982,0.1172520530090769,0.1516955782565626,0.7754996028146541,0.1391920978214753,0.1841228472132012,0.9278779231170968,0.8884977237586829,478,3200,PABP_doubles,600M
675,esmc,1,0.8109542022433485,0.1281614535524587,0.1691431969304287,0.7905551459890624,0.1372510323879208,0.1833217405250673,0.9152710565200703,0.9047003840298866,478,10000,PABP_doubles,600M
676,esmc,2,0.8137871968991207,0.1280170142005584,0.1687897470068575,0.7767109931620454,0.1387216539171009,0.1852292080711441,0.9158392669553376,0.8980784664331484,482,10000,PABP_doubles,600M
677,esmc,3,0.8100360998198313,0.1289559888276588,0.1706312983926688,0.7915977087924735,0.1360026349392876,0.1784540683158001,0.9140534636446596,0.9073090100244726,477,10000,PABP_doubles,600M
678,esmc,4,0.8124340376770933,0.1285895055816969,0.1701696147007959,0.7753090152309423,0.1378744180306865,0.1825455550559864,0.9151855681092168,0.895243217232507,482,10000,PABP_doubles,600M
679,esmc,5,0.8119665016711195,0.1292617176714963,0.1700938948345219,0.7875229363932463,0.1340026359747383,0.1786946666062892,0.9155562836774558,0.9043769286980116,505,10000,PABP_doubles,600M
680,esmc,1,0.7985066644692516,0.1340397692622898,0.1756898350411783,0.7857181937201484,0.1361947695962897,0.1827397228611214,0.9097368896938788,0.9066181684917336,479,32000,PABP_doubles,600M
681,esmc,2,0.7986724590350891,0.1338784664320135,0.1758305642996553,0.785655636444926,0.1367132589536722,0.1818697904260139,0.910393899974661,0.9042077197855428,474,32000,PABP_doubles,600M
682,esmc,3,0.7965657509249395,0.134189329024697,0.1771766262790274,0.7930255459453683,0.1369017921260148,0.177000583027853,0.9100508612602588,0.9058370044136744,470,32000,PABP_doubles,600M
683,esmc,4,0.7976951054703918,0.133636740557168,0.1762395157911576,0.7901767327206664,0.1373749102956296,0.1800341784929989,0.909967803875371,0.9071738245524849,476,32000,PABP_doubles,600M
684,esmc,5,0.797021992140815,0.1342671211584476,0.1768051493174911,0.7929326249392403,0.1354671802461358,0.1777336559672927,0.9098700067840187,0.907266544913129,473,32000,PABP_doubles,600M
685,esmc,1,0.7973534239838781,0.1340481044734889,0.1760788742946695,0.7875096677399438,0.1363981821915336,0.1812719367523397,0.9089415785861404,0.907892533275274,465,36521,PABP_doubles,600M
686,esmc,2,0.7975911793974764,0.1338719989751848,0.1759925681372829,0.7873654481549226,0.1364335598332774,0.1812630794063297,0.9098356674541526,0.9055299716832694,475,36521,PABP_doubles,600M
687,esmc,3,0.7967685544492122,0.1344064067042206,0.1766031696553646,0.7851397198054374,0.1372812783632724,0.1811329924688608,0.9098017859160976,0.899783542918118,466,36521,PABP_doubles,600M
688,esmc,4,0.7956119341992541,0.1339833988538256,0.1770860770936149,0.7961066817331957,0.1359502324171335,0.1765132518508112,0.9085619205928984,0.9099287239917908,472,36521,PABP_doubles,600M
689,esmc,5,0.7969649670636831,0.1341130232731034,0.1766516306706139,0.7906068489081471,0.1359417369625314,0.1782985103269476,0.9097645459346972,0.9058830857922998,468,36521,PABP_doubles,600M
690,amplify,1,-1.5543122344752194e-15,0.3312713290868755,0.3834207995529056,-0.1928955418876339,0.3072868451575906,0.3629641740067017,,,0,32,PABP_doubles,120M
691,amplify,2,-4.218847493575595e-15,0.2645390390744488,0.3207985580024556,-1.6610572357785602,0.5152001043055398,0.5740955720643821,,,0,32,PABP_doubles,120M
692,amplify,3,0.2283028603666371,0.2981211572383224,0.3422760113907843,-0.6413929730609322,0.2682122124652887,0.2990229819473408,0.5343589743589743,0.7714285714285715,2,32,PABP_doubles,120M
693,amplify,4,0.1877908198216353,0.2894644161017855,0.3364510313985721,-0.0254799623576738,0.3219607046891963,0.3670855838623111,0.6034188034188035,0.1428571428571428,2,32,PABP_doubles,120M
694,amplify,5,0.4066485775104215,0.2626942731765606,0.305159145701577,-0.4978303949447429,0.2802700398826446,0.3374090505414588,0.5678632478632477,-0.4285714285714286,1,32,PABP_doubles,120M
695,amplify,1,0.480388267049791,0.2293563636617771,0.2716838984453523,-0.2727229058740943,0.4073048208313538,0.4721272194325457,0.768635724331927,0.2872180451127819,19,100,PABP_doubles,120M
696,amplify,2,0.3122024500407533,0.2830901301899896,0.3209262857791161,0.132972876173354,0.3455305608211227,0.3932475237810532,0.6523441162681669,0.4436090225563909,11,100,PABP_doubles,120M
697,amplify,3,0.4847387588728702,0.2466212224649594,0.2897002683829603,-0.0223787669506998,0.3192451946312553,0.3708684679120634,0.7641819034224099,0.275187969924812,17,100,PABP_doubles,120M
698,amplify,4,0.650851503012621,0.1997989409958622,0.2421968692265423,-0.009135113765764,0.2851999956426727,0.3383085647912742,0.852133145804032,0.2406015037593984,30,100,PABP_doubles,120M
699,amplify,5,0.489250885236501,0.2491729519584241,0.2870556321693516,0.101108795085267,0.2934620688105591,0.3402234924569912,0.78300515705579,0.3097744360902255,14,100,PABP_doubles,120M
700,amplify,1,0.7840266487252783,0.145549386937432,0.1802706914709598,0.414067943565527,0.2712581723566837,0.3234853919001219,0.9026766544172524,0.6764194139194137,100,320,PABP_doubles,120M
701,amplify,2,0.7767671769958329,0.1522390488352197,0.1873974352926533,0.513831504353917,0.2203253739795193,0.2740937004280169,0.901861249997224,0.7506410256410256,91,320,PABP_doubles,120M
702,amplify,3,0.7764983464356154,0.1503130012257786,0.1880719549172911,0.511568391628541,0.2257337800109019,0.2716364804241558,0.8975839897545329,0.7281676759597484,100,320,PABP_doubles,120M
703,amplify,4,0.7481938362386555,0.1591587150211585,0.1982357598493608,0.3676774816542626,0.2579865297203482,0.3178265181832998,0.8905384135881254,0.6243131868131867,80,320,PABP_doubles,120M
704,amplify,5,0.7576073923979926,0.1568547037601412,0.1978442500277679,0.491503998628205,0.2187759666895657,0.2580746938273242,0.8844421937379662,0.8040385078194796,84,320,PABP_doubles,120M
705,amplify,1,0.8534698174879709,0.118541718881745,0.1493505059804384,0.5718049464840816,0.2009385186808398,0.2506036714507919,0.932119239930472,0.7962859071476788,297,1000,PABP_doubles,120M
706,amplify,2,0.8283994856242672,0.1289840296581842,0.1598029009389366,0.5511222321184944,0.2042089614508996,0.2682644881687966,0.9186125839520962,0.8180232573402125,250,1000,PABP_doubles,120M
707,amplify,3,0.7984237683202506,0.1409590792248085,0.1742183749034208,0.6630537181836671,0.1817201316305334,0.2272768015389742,0.9113600559200942,0.8269736743418586,249,1000,PABP_doubles,120M
708,amplify,4,0.8005271107713106,0.1402955714145596,0.175272255483558,0.5958253349180431,0.1930440189389431,0.2375008555260256,0.9089713776443392,0.8003930098252457,225,1000,PABP_doubles,120M
709,amplify,5,0.8127904054788061,0.133086061592801,0.167556290954043,0.6396294152086188,0.1890040312954992,0.2368125707836708,0.9170095241540568,0.8110237755943899,260,1000,PABP_doubles,120M
710,amplify,1,0.7779762244743307,0.1461762018336769,0.1840444080652248,0.7115762779546744,0.1646286169098572,0.2094977928972612,0.905467871873796,0.8634827601112044,401,3200,PABP_doubles,120M
711,amplify,2,0.792486393810244,0.1401687593628495,0.17736020340209,0.6819793777509944,0.1738346641546955,0.2227643747075377,0.9095552397121124,0.8664477940369549,449,3200,PABP_doubles,120M
712,amplify,3,0.8002779250675334,0.1378003012319647,0.1739516776910317,0.6589167465350283,0.1789244691092296,0.2309160828808625,0.9120446417053548,0.851473576581586,466,3200,PABP_doubles,120M
713,amplify,4,0.8027136793139868,0.1378454116695636,0.1742813370591938,0.6566762855189765,0.1783757824398567,0.2243733255133019,0.911193166719192,0.8530617820287256,462,3200,PABP_doubles,120M
714,amplify,5,0.7868375583023287,0.1425400007908602,0.1805004697248067,0.7097817736274148,0.1622478948464624,0.2093444574139712,0.9063443873612866,0.8652657926204287,457,3200,PABP_doubles,120M
715,amplify,1,0.7473997619334493,0.1529180840968192,0.1955185188504162,0.7359237927461374,0.1601649954929946,0.2058466301585652,0.8909937360001797,0.8937811732972559,468,10000,PABP_doubles,120M
716,amplify,2,0.7544126195743821,0.1516814032367567,0.1938404086692161,0.7051892871039347,0.1644812553125426,0.2128371473302703,0.895380591444851,0.872744355959586,464,10000,PABP_doubles,120M
717,amplify,3,0.7514497363409773,0.1521280548699959,0.1951777336488435,0.7241392224175907,0.1608001788139584,0.2053147670157679,0.8937292953188817,0.8812613546587893,476,10000,PABP_doubles,120M
718,amplify,4,0.7519745042777063,0.1527835509246775,0.1956830297460865,0.7115858056972104,0.1612855771259658,0.206817247465501,0.8939950801378302,0.8740922740684834,478,10000,PABP_doubles,120M
719,amplify,5,0.7541950494455012,0.152160649833149,0.1944761845537548,0.7112470717724373,0.1610751525753854,0.2083141453142138,0.895978582971846,0.8720336042522422,470,10000,PABP_doubles,120M
720,amplify,1,0.7421981223387566,0.1554509004520067,0.19872812272219,0.7307918764503247,0.157248589576178,0.2048256742208828,0.8909388047902728,0.8887895457317556,477,32000,PABP_doubles,120M
721,amplify,2,0.7432365132034902,0.1547124841037984,0.1985680668236622,0.724511256897908,0.1607261879362853,0.2061847123988256,0.8920006177483539,0.8848061735157469,465,32000,PABP_doubles,120M
722,amplify,3,0.7416688895528416,0.1553673596620961,0.1996561756488473,0.7332180546628938,0.1578658533814084,0.200953021963837,0.8920566242416957,0.8846913043724641,483,32000,PABP_doubles,120M
723,amplify,4,0.7413887690140877,0.1552288999366707,0.1992616795618133,0.7330060123086883,0.1589562421227929,0.2030854826998641,0.8914730930579037,0.8890025726937499,469,32000,PABP_doubles,120M
724,amplify,5,0.7409354715394714,0.1557794003608019,0.199744299042905,0.734900784248034,0.156434073707244,0.2011027719352514,0.8916582088184811,0.885895691809491,476,32000,PABP_doubles,120M
725,amplify,1,0.7404954196257041,0.155659118015877,0.1992554146020768,0.7291002438418019,0.1589853663957222,0.2046752333197436,0.8896752514942957,0.888758683866277,472,36521,PABP_doubles,120M
726,amplify,2,0.7412216252937763,0.1553963021991999,0.1989956587241202,0.7293109479693165,0.1584983918942371,0.2045162313244795,0.8908041610051959,0.8865288477004387,472,36521,PABP_doubles,120M
727,amplify,3,0.7411862380091332,0.1554863272449786,0.1992951470975563,0.7260671607674005,0.1587784373101485,0.204522711878684,0.891684616667517,0.8803073656441935,475,36521,PABP_doubles,120M
728,amplify,4,0.7395515029363502,0.1554533287074224,0.1999022020851109,0.7348056029333232,0.1584645876554115,0.2013065894556941,0.8900307248174377,0.8901486789269561,484,36521,PABP_doubles,120M
729,amplify,5,0.7392364842115252,0.1561264270739956,0.2001960823796652,0.7361003165239615,0.1562508093362925,0.2001639732144567,0.8908390353660681,0.8858430448304514,475,36521,PABP_doubles,120M
730,amplify,1,5.065119734748436e-08,0.3312713195501324,0.3834207898425439,-0.1928955495688462,0.307286840900116,0.3629641751752889,0.4177549889220124,-0.2988071523335984,1,32,PABP_doubles,350M
731,amplify,2,0.4742293842552981,0.1829143815889996,0.2326111684042501,-1.2642483740237198,0.4821449010039737,0.5295648141897656,0.786923076923077,0.8214285714285715,4,32,PABP_doubles,350M
732,amplify,3,-8.881784197001252e-16,0.333106945705881,0.3896305640354768,-1.095426000531443,0.3138346655588175,0.3378581871140613,,,0,32,PABP_doubles,350M
733,amplify,4,0.757580494852434,0.1480609227775306,0.1838110844095387,-1.5308205147071303,0.5108550660613963,0.5766793668753253,0.9076923076923076,-0.2,11,32,PABP_doubles,350M
734,amplify,5,0.7094655406454484,0.185122543384728,0.2135350748122035,-0.8377511912689788,0.299722459512268,0.3737392971931689,0.8543589743589743,-0.5428571428571429,13,32,PABP_doubles,350M
735,amplify,1,0.4897579109513191,0.2295768632682044,0.2692232520134013,-0.3666201303455341,0.3908201742749744,0.489233306869233,0.7453820909517113,0.0466165413533834,17,100,PABP_doubles,350M
736,amplify,2,0.1864171312283615,0.297952057126814,0.3490405427283521,-0.0270182128819163,0.3838199833184425,0.4279950313583248,0.5614861697140179,0.1488721804511278,5,100,PABP_doubles,350M
737,amplify,3,0.2938090429130384,0.2860091786583646,0.3391534474106544,0.0956738687047291,0.311536981962873,0.3488000509322945,0.6165729020159401,0.3759398496240601,12,100,PABP_doubles,350M
738,amplify,4,0.0798234185573515,0.346222057029339,0.3931868862515709,0.000206768717637,0.2921792690952506,0.3367390092580741,0.4379043600562589,0.1007518796992481,4,100,PABP_doubles,350M
739,amplify,5,0.5656400260390396,0.2164711296303885,0.264720247547649,-0.3336507540547011,0.3657934427979062,0.4144114919547369,0.8166432255039849,0.0406015037593984,28,100,PABP_doubles,350M
740,amplify,1,0.7132178248537524,0.1647619448408296,0.2077309073725969,0.2915127937822569,0.3002397227945599,0.3557107989151225,0.8636298693369304,0.5902930402930402,88,320,PABP_doubles,350M
741,amplify,2,0.7127852894770204,0.1707282455024915,0.2125631400894198,0.3111783945631389,0.2488979220589389,0.3262563913064979,0.8644531416943451,0.5681776556776557,87,320,PABP_doubles,350M
742,amplify,3,0.5798273685249358,0.2130215593861714,0.2578680575691204,0.4583243366750135,0.2412008435094895,0.2860591712229884,0.8020407991747379,0.7016563834752679,52,320,PABP_doubles,350M
743,amplify,4,0.7128855288603357,0.1695066814885027,0.2116783115299368,0.3027051820262048,0.2687173000833959,0.3337559562593967,0.8716496451024979,0.638598901098901,78,320,PABP_doubles,350M
744,amplify,5,0.7593131667685515,0.1544544835251751,0.1971468824794283,0.3806719431737844,0.2413131667942257,0.2848144551082245,0.892350899930998,0.7210705251219341,101,320,PABP_doubles,350M
745,amplify,1,0.7856080488594005,0.1452285813401246,0.180653920676226,0.5523988983739222,0.2038365978464776,0.2562195001759766,0.9013405721264908,0.7524293107327685,251,1000,PABP_doubles,350M
746,amplify,2,0.7937196144942165,0.1417546461107158,0.1752081618735247,0.5340602656915088,0.2119886460155707,0.2733153428897363,0.9049499402295924,0.7941651519407865,260,1000,PABP_doubles,350M
747,amplify,3,0.7247438334056051,0.163479197034822,0.2035836169458232,0.4572147269714176,0.2343429460763678,0.288462127778763,0.8706175868128059,0.7203015075376885,181,1000,PABP_doubles,350M
748,amplify,4,0.7776433494023113,0.1462820592787236,0.1850530715854796,0.4830901579265522,0.2223862746283717,0.2685888844799204,0.8962110558783412,0.7232760819020476,237,1000,PABP_doubles,350M
749,amplify,5,0.7443911459069228,0.1585585377180068,0.1957873524170501,0.5932003206477992,0.1988585433826115,0.2516056481670716,0.8826490389663201,0.7992919822995576,207,1000,PABP_doubles,350M
750,amplify,1,0.8055612773639962,0.1343258562919861,0.172232166430115,0.6917832592777527,0.1686600648879428,0.2165668976479092,0.9137382620055552,0.8486573349846752,604,3200,PABP_doubles,350M
751,amplify,2,0.8092544643462622,0.1342988803834858,0.1700435176108199,0.6767883261342227,0.1700474182283512,0.2245751072632386,0.9131199044005888,0.8587742362165061,602,3200,PABP_doubles,350M
752,amplify,3,0.8090772237083779,0.1331082152924631,0.1700765577992145,0.6753909665571689,0.1705924199708984,0.22527047981967,0.9130087366893708,0.8526615908553812,608,3200,PABP_doubles,350M
753,amplify,4,0.8076954694726014,0.1344249670786069,0.1720668286630975,0.6570411101939325,0.1754587510263809,0.2242540813721609,0.9123295643714892,0.8478079002570756,602,3200,PABP_doubles,350M
754,amplify,5,0.8014103033937949,0.1356249489834044,0.1742213398851929,0.7129427234790439,0.16159392845428,0.2082012848398555,0.9086618801829344,0.8626169593422351,607,3200,PABP_doubles,350M
755,amplify,1,0.7527743216763807,0.1502680953282395,0.193427317698432,0.725181774164378,0.1638022704320873,0.2099915845026763,0.8911762449159851,0.8817567610857282,591,10000,PABP_doubles,350M
756,amplify,2,0.756973717104505,0.1506513163113983,0.1928270315347519,0.7141432497076116,0.1610960098203523,0.2095800912154947,0.894340953924699,0.8750458762948188,601,10000,PABP_doubles,350M
757,amplify,3,0.7563825090771499,0.1499613396296649,0.1932312617375478,0.710650342008199,0.1643135247750818,0.2102745417831443,0.8938516445615676,0.8710574258004157,591,10000,PABP_doubles,350M
758,amplify,4,0.7565195670711152,0.1510655300890619,0.1938817956780374,0.7142772073202966,0.1583587271329343,0.2058500049434307,0.8932708882434245,0.8747719951026485,581,10000,PABP_doubles,350M
759,amplify,5,0.7574364952321352,0.1505779740639934,0.1931896440403666,0.7103881983175286,0.1607921431788409,0.2086237225117201,0.8949235409497543,0.8693719047671038,592,10000,PABP_doubles,350M
760,amplify,1,0.7455852491014734,0.1543202722471989,0.1974183127828405,0.7257831015958325,0.158076731952438,0.2067223435509804,0.8896911522574635,0.883291295041672,607,32000,PABP_doubles,350M
761,amplify,2,0.7454987893871607,0.1539445523103975,0.1976913657045245,0.7238046733085808,0.1606049921417657,0.2064489581107446,0.8897376511076012,0.881744203658282,606,32000,PABP_doubles,350M
762,amplify,3,0.7435773863410837,0.1545837892620203,0.1989172991967445,0.7359143410609381,0.1567617907251434,0.1999349566626301,0.8897645954092948,0.8825878632420188,631,32000,PABP_doubles,350M
763,amplify,4,0.7431790050404976,0.154391520930186,0.1985707874066731,0.7334674053441612,0.1592199664513921,0.2029099305368387,0.8889872139377556,0.8847812472142313,619,32000,PABP_doubles,350M
764,amplify,5,0.7424572357078845,0.1551419780338334,0.1991567786071211,0.7401105871176792,0.1548533670226752,0.1991169032565816,0.8891886890093504,0.8854123285631725,615,32000,PABP_doubles,350M
765,amplify,1,0.7432428721089528,0.1544677606342366,0.1981978195978025,0.7291252786895375,0.1583644906927781,0.204665775703831,0.8880079434031805,0.8849005053484607,618,36521,PABP_doubles,350M
766,amplify,2,0.7429261049997331,0.1545666287726925,0.1983392197346146,0.730571649487417,0.157842029562241,0.2040394206997422,0.8882377735145511,0.8826786079046814,617,36521,PABP_doubles,350M
767,amplify,3,0.7444310749698423,0.1543395475137378,0.1980418907521664,0.7251977129964824,0.1588076321544766,0.2048470266646609,0.8896225376965321,0.8767025513964876,608,36521,PABP_doubles,350M
768,amplify,4,0.7421050264823636,0.1543974044357628,0.1989198345066885,0.7352205681443206,0.1583770011004163,0.2011490296882133,0.8876042727261955,0.8862989248262045,620,36521,PABP_doubles,350M
769,amplify,5,0.7409401775850821,0.1553945082890602,0.1995410220593576,0.7392476857480383,0.1550236822354024,0.198966776647827,0.8880112741868393,0.8852623218513849,609,36521,PABP_doubles,350M
770,esm1v,1,0.5008958874773756,0.2621255130326886,0.3016044035407805,-0.5282763484447692,0.5470086076040394,0.573769043838896,0.7939817320366598,-0.4334607234315054,6,32,HIS7,650M
771,esm1v,2,4.9258758405557046e-08,0.4300865893287212,0.4499118159391958,-0.0459650871583516,0.4182396547424972,0.4376284727819127,0.3089317648902265,-0.4786344211304794,1,32,HIS7,650M
772,esm1v,3,0.0,0.4307490444849551,0.4523454338454871,-0.0008437190893275,0.3835740049618796,0.4219799170998892,,,0,32,HIS7,650M
773,esm1v,4,-1.7763568394002505e-15,0.4274609625279805,0.4448312954200323,-0.20446305681785,0.4485420981153609,0.4626722479665735,,,0,32,HIS7,650M
774,esm1v,5,-2.220446049250313e-16,0.4301737575061466,0.4539136666080797,-0.0003974023720847,0.3870640611740452,0.4145998856687832,,,0,32,HIS7,650M
775,esm1v,1,0.5911546213536237,0.2277700644947183,0.281269659165248,0.2839527600502127,0.2913431383154424,0.3862512363695667,0.7491188848517435,0.4929962047850632,22,100,HIS7,650M
776,esm1v,2,0.6977211907819914,0.1953096344399432,0.2456640014894962,0.1110757880881385,0.3191635973305783,0.4041591272533106,0.6861527698637246,0.4484977187831159,23,100,HIS7,650M
777,esm1v,3,0.5711529158970545,0.2466322729302336,0.2950446882247494,0.3207043425752583,0.2548308901713962,0.337608888028069,0.7399169912238568,0.4603806363992549,18,100,HIS7,650M
778,esm1v,4,0.6549649631852994,0.2100053346886674,0.2589723818751228,0.1858012784192489,0.3487588331827704,0.4083459369161605,0.7983550220312384,0.2971692733634847,22,100,HIS7,650M
779,esm1v,5,0.4838515262047469,0.2617284118208373,0.3144573670926356,0.3522606359679815,0.2963647394209968,0.3716718297379593,0.6979591631186591,0.556196218350118,10,100,HIS7,650M
780,esm1v,1,0.6935674608764697,0.2032321942841244,0.2559143300648381,0.4904939809175951,0.2371521197343741,0.3255069443294821,0.7991121857156385,0.5916729227538886,55,320,HIS7,650M
781,esm1v,2,0.7988702174892626,0.1567549725446536,0.2081616824718687,0.3488932808946803,0.2829326878641723,0.3638759617691487,0.8358763047735526,0.6082326332750508,77,320,HIS7,650M
782,esm1v,3,0.7504443290206874,0.1761408237468249,0.2315597505467041,0.4535724986401717,0.2613792225927812,0.3263370919676716,0.8082722962066411,0.6026335544426291,67,320,HIS7,650M
783,esm1v,4,0.6936723617580907,0.1943324213914332,0.2523438620804443,0.5288336016907926,0.2474789120956534,0.3182549861161552,0.764603635454349,0.7721502778600986,52,320,HIS7,650M
784,esm1v,5,0.7198488996987169,0.1906471924000563,0.2435727867228928,0.5182358993209555,0.2418425884271043,0.3234608226882853,0.7913656684537607,0.6964926156087102,57,320,HIS7,650M
785,esm1v,1,0.7749578738783676,0.1651382641631819,0.2134347247084606,0.6454767557665086,0.200769396957789,0.2722680982846232,0.8118092883737804,0.7630295767775414,159,1000,HIS7,650M
786,esm1v,2,0.7507661328902174,0.1753054678946136,0.2256823640884558,0.5922160888279117,0.2141198603257041,0.2865090231233199,0.8029291471895615,0.743133445997094,125,1000,HIS7,650M
787,esm1v,3,0.77215207466758,0.1643210234074599,0.2165835168979455,0.6283080188245513,0.2064581691597891,0.2665107968559546,0.8182324358008962,0.707489737707379,152,1000,HIS7,650M
788,esm1v,4,0.7294378084809929,0.1821521436911324,0.2351122799797144,0.7365456866917184,0.1804928475629092,0.2301225474712352,0.7849346664914846,0.7889918730254128,147,1000,HIS7,650M
789,esm1v,5,0.785165033965722,0.1586352586059398,0.2083356789906754,0.5467691012328557,0.2443725515168789,0.3076046499395833,0.8084375016733588,0.7182437226154323,145,1000,HIS7,650M
790,esm1v,1,0.8060272597453197,0.1539165045979344,0.1995937786328115,0.657379259357874,0.1924056939348138,0.2606524322333462,0.8257156654294489,0.7769144151645266,397,3200,HIS7,650M
791,esm1v,2,0.7710845716414205,0.1658520960785535,0.2158361752149029,0.6765829618884621,0.190630509509014,0.2579785385053365,0.8185279556316503,0.7851765032998015,272,3200,HIS7,650M
792,esm1v,3,0.7743590146532258,0.1663422437970211,0.2145627892595594,0.7141998593130073,0.1849589180585804,0.2413113352628562,0.8203331780544578,0.7964521976542345,294,3200,HIS7,650M
793,esm1v,4,0.7980207636715951,0.1561589616981854,0.2030975648697418,0.6876833677967082,0.1872603360368141,0.2518176297114303,0.8298044811264025,0.7765619137612186,403,3200,HIS7,650M
794,esm1v,5,0.8148098887780931,0.1470675449349716,0.1937806718380676,0.7098700710134129,0.185251508630886,0.2459794188051274,0.8307342909526879,0.7914308889014213,535,3200,HIS7,650M
795,esm1v,1,0.77799629353579,0.1622736887177633,0.2111611603551129,0.7316806862216346,0.1749783436235215,0.2347346529804578,0.8266463305997778,0.8093951943021996,559,10000,HIS7,650M
796,esm1v,2,0.7769604936552008,0.1628131437892344,0.2122565921355823,0.72306618361493,0.1771188456059443,0.2359002664900037,0.828198454792032,0.8085415789259386,552,10000,HIS7,650M
797,esm1v,3,0.7763193210292949,0.1624126479790935,0.2125264297126969,0.7317827521760483,0.1799703884859775,0.2323239148801443,0.8302649483757666,0.8107115721247691,537,10000,HIS7,650M
798,esm1v,4,0.7744784529544042,0.163223305553103,0.2128714049537798,0.7438201193584868,0.173866593611265,0.2291615638064829,0.8254255175540663,0.8216814799688008,558,10000,HIS7,650M
799,esm1v,5,0.7762568435380752,0.1635713201855293,0.2132463965400481,0.741452190980384,0.1713328093413819,0.2249476643862836,0.8292840887247406,0.8061472507714144,556,10000,HIS7,650M
800,esm1v,1,0.7600298735485811,0.1672002479804122,0.2194062417750361,0.7362804043038597,0.1745612512155216,0.2317749546408253,0.8210941862291007,0.8177229020790566,515,32000,HIS7,650M
801,esm1v,2,0.7569756430640266,0.1684048427738458,0.2215837802868268,0.7500301425056439,0.1707393429438554,0.2223961151874282,0.8215212617556008,0.8146982106697972,524,32000,HIS7,650M
802,esm1v,3,0.7588348869856717,0.1677163703805192,0.2203664128048041,0.7396387533593902,0.1735145507165029,0.2286146225236338,0.8221343376987229,0.8136078982163908,504,32000,HIS7,650M
803,esm1v,4,0.7566411793719887,0.1685164351198423,0.2211500223283625,0.7512883866148363,0.1693994325319053,0.224316142143028,0.820970224286981,0.8216812345804713,546,32000,HIS7,650M
804,esm1v,5,0.7580779485976202,0.1679955119307004,0.2206353884463257,0.7471477772067658,0.1711657877527619,0.2256073138496208,0.8221403391585098,0.8152180474744833,514,32000,HIS7,650M
805,esm1v,1,0.7499532347038211,0.1705991302156452,0.2244853901225229,0.74467507487451,0.171692551501349,0.2262769728216409,0.8176027526220322,0.8150680969928569,510,100000,HIS7,650M
806,esm1v,2,0.7501270162771851,0.1705404473086398,0.2243875133257742,0.7453499507044162,0.1716916149909055,0.2260634939072996,0.8179087394462399,0.8144150225731537,516,100000,HIS7,650M
807,esm1v,3,0.7503090977529708,0.1703398268090152,0.2241487818405603,0.7450181746092406,0.1718410165424602,0.2268464820304488,0.8178134190888449,0.8148201498534516,506,100000,HIS7,650M
808,esm1v,4,0.7499760082468596,0.1708310687097578,0.2244181699749854,0.7454449661983057,0.1716669028150022,0.2261745665968661,0.8171119623968452,0.8195778470669575,508,100000,HIS7,650M
809,esm1v,5,0.7492323474127626,0.1706684234532254,0.2245104175565797,0.7486828758165747,0.1720109734772024,0.225686916128468,0.8180602043957959,0.8163288610915801,506,100000,HIS7,650M
810,esm1v,1,0.7465609489294063,0.1719313192187702,0.2259244595717301,0.7473191158697204,0.1721885438276286,0.2258783833816642,0.8157603176979269,0.8180375035488499,496,320000,HIS7,650M
811,esm1v,2,0.7476333771923324,0.1717555345541935,0.2255692164889143,0.7447584764275786,0.1722474941987256,0.2265259875240754,0.816591855774656,0.8142010591202812,478,320000,HIS7,650M
812,esm1v,3,0.747126201580208,0.1718906280395997,0.2257657913826431,0.7452042589518298,0.172210354764911,0.2264506590057147,0.8164999138015643,0.8136436251488627,492,320000,HIS7,650M
813,esm1v,4,0.7470695021951683,0.17175940884557,0.2257069356656146,0.7461845284812887,0.1726219659935213,0.2263511430953064,0.8158926695550757,0.817982390079828,485,320000,HIS7,650M
