,Dataset,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_methd,param,datse_size
4131,IF1 ECOLI,Lasso,2,0.1410929295365234,0.1943623182728615,0.2602021836444931,0.0707381513896413,0.2101423503297757,0.2748470218730854,0.2493866379049575,0.105565800824571,64,mean,15B,1439
4132,IF1 ECOLI,Lasso,3,0.0458334554890301,0.1974870787457475,0.2691434200118325,0.0125808411313907,0.2188182000507186,0.3015300788886708,0.1435741269739059,0.0543837895800738,17,mean,15B,1439
4133,IF1 ECOLI,Lasso,4,0.0460483777986608,0.2058349812469066,0.2777367403067191,0.0152912271695908,0.1982068847844556,0.2683741524892947,0.1306801988184484,0.072224903545474,14,mean,15B,1439
4134,IF1 ECOLI,Lasso,5,0.2111700658223354,0.1895324364794041,0.2505677684839619,-0.0066405728240848,0.209050009114294,0.2804896617248696,0.3147268450672009,0.051516574019395,101,mean,15B,1439
4160,RASH HUMAN,Lasso,1,0.0651557085168806,0.2328014243921881,0.2952174784414102,0.0416236050782559,0.2334851701060665,0.2899115606868562,0.2721728541663245,0.192564721241065,49,mean,15B,3134
4161,RASH HUMAN,Lasso,2,0.0638108904381805,0.2303063428160899,0.2940028851054642,0.0429677719320588,0.2414856230067421,0.2957066187878527,0.2660133993639812,0.1919085681481537,53,mean,15B,3134
4162,RASH HUMAN,Lasso,3,0.0560917251050111,0.2336627417893678,0.2908001912629695,0.0261279503183221,0.2353146733911905,0.3157068412104949,0.2505853240561713,0.2051390739799711,36,mean,15B,3134
4163,RASH HUMAN,Lasso,4,0.0570464253721463,0.2337882305288681,0.2968947753722221,0.0260436350753745,0.2346935873297097,0.2906928603052601,0.2534239146447104,0.1449425532563313,41,mean,15B,3134
4164,RASH HUMAN,Lasso,5,0.0809094475963212,0.229113963481744,0.2908993886602821,0.0459496201258455,0.2328494230965973,0.296798329251613,0.2917665614210189,0.216366828194506,64,mean,15B,3134
4230,RL401 2013,Lasso,1,0.2830949813008903,0.2227944799150739,0.2796325708927113,0.0066160460381066,0.2909719531554875,0.3736194547519543,0.4984521071716566,0.2449913292283525,95,mean,15B,1269
4231,RL401 2013,Lasso,2,0.2572827459831186,0.2373124598000437,0.2950618913808501,0.0994042338469983,0.2500511413296377,0.3159168494712513,0.5013125319657523,0.3370260314835493,101,mean,15B,1269
4232,RL401 2013,Lasso,3,0.2574931041262539,0.2410816644565225,0.2995326405579623,0.0787743187484731,0.2453846341793931,0.2955291319433239,0.4849336464331157,0.3255613662083669,88,mean,15B,1269
4233,RL401 2013,Lasso,4,0.1552679598740223,0.2558789756769323,0.3162509763809042,0.0449828802947037,0.2621833576930789,0.3182719363082507,0.3973060566689281,0.2397614972629441,57,mean,15B,1269
4234,RL401 2013,Lasso,5,0.0566370367148006,0.2678459307284454,0.328049594958007,0.0159632006280355,0.2873283232247876,0.3484271764647601,0.2243220421695605,0.1240534384401509,25,mean,15B,1269
