,Model,Fold,R2_score_train,MAE_score_train,RMSE_score_train,R2_score_test,MAE_score_test,RMSE_score_test,rho_score_train,rho_score_test,nun_zero_coefs,Compression_method,Dataset,Dataset_Name,ModelSize,parameters,dataset_size,group,prot_length
269,esm2,5,0.1585486623859116,1.7326887915468392,2.034247718950887,0.155535951269839,1.7734577067370942,2.070167500440596,0.3961399735567054,0.385500060259338,41,mean,BG505_env_Bloom2018,BG505 env,8M,8000000.0,12729,Viral replication,860
270,esm2,1,0.1174626913855234,0.2253937538926734,0.2868395042347706,0.0719782282269416,0.2285740959862515,0.2852834397130899,0.3935711869433936,0.2611519493413592,7,mean,RASH_HUMAN_Kuriyan,RASH HUMAN,8M,8000000.0,3134,Enzyme function,189
271,esm2,2,0.10149993362018,0.2245017544162821,0.288024118817998,0.1333463754267966,0.2295384726909941,0.2813976996203401,0.3807276230380395,0.4368097016796409,9,mean,RASH_HUMAN_Kuriyan,RASH HUMAN,8M,8000000.0,3134,Enzyme function,189
272,esm2,3,0.1115082920170228,0.2260418761072874,0.2821346850122473,0.0961546960065723,0.224006514318434,0.3041445894835274,0.3816489602472326,0.3837178711118256,7,mean,RASH_HUMAN_Kuriyan,RASH HUMAN,8M,8000000.0,3134,Enzyme function,189
273,esm2,4,0.5538595385876262,0.1446988043034683,0.2042176176790389,0.4877288504033444,0.1632054805111979,0.2108213373737205,0.7523948131749961,0.6683731775053311,185,mean,RASH_HUMAN_Kuriyan,RASH HUMAN,8M,8000000.0,3134,Enzyme function,189
274,esm2,5,0.0983602278648875,0.2273165843830014,0.2881244992198987,0.1042463055805568,0.2245969889033551,0.2875875635627771,0.3738237955455109,0.41425266215204,7,mean,RASH_HUMAN_Kuriyan,RASH HUMAN,8M,8000000.0,3134,Enzyme function,189
275,esm2,1,0.2631052199293161,0.7222186074524609,0.9552315176660684,0.1864248113860421,0.7585830492614178,1.060563422992188,0.487750625712366,0.3648276667406631,28,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,8M,8000000.0,899,Other,1173
276,esm2,2,0.3450128104913519,0.6729961527437555,0.9148182937942572,0.1951554487725915,0.7485041273176033,0.994921370210544,0.5465240748493537,0.4662818811280183,52,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,8M,8000000.0,899,Other,1173
277,esm2,3,0.2331370265804563,0.7341544393139583,0.9823724442135778,0.2883326158894208,0.7172152881711087,0.9635807800221904,0.4434609868447656,0.451347628059481,24,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,8M,8000000.0,899,Other,1173
278,esm2,4,0.2681311611485895,0.7200767749188784,0.9840415116086028,0.2288912327235469,0.7266713340455434,0.8995330361311824,0.5031068016880715,0.4047583895565452,30,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,8M,8000000.0,899,Other,1173
279,esm2,5,0.3255824799757545,0.6857182838459126,0.9157673139005288,0.1811022975740608,0.7587796400036085,1.058438456995738,0.5412183349851171,0.405753798565053,47,mean,UBE4B_MOUSE_Klevit2013_singles,UBE4B singles,8M,8000000.0,899,Other,1173
280,esm2,1,0.2974109944614715,0.2675015641702176,0.3450207721264602,0.277294710435081,0.2591445783538685,0.3244265412338605,0.5109307805509352,0.5078880064649353,17,mean,RL401_YEAST_Bolon2014,RL401 2014,8M,8000000.0,1435,Other,128
281,esm2,2,0.3009520900663981,0.269581812920263,0.3424346623323233,0.2321301643135107,0.2573405630995588,0.3412393258068348,0.522070290886779,0.4636219577009395,17,mean,RL401_YEAST_Bolon2014,RL401 2014,8M,8000000.0,1435,Other,128
282,esm2,3,0.2768286749850424,0.2710024508376986,0.3460871408950337,0.2761017467701978,0.2658552786863639,0.341462307323616,0.5076405328076317,0.4964845388097484,13,mean,RL401_YEAST_Bolon2014,RL401 2014,8M,8000000.0,1435,Other,128
283,esm2,4,0.3168781514783695,0.2555648391348559,0.3296879319544308,0.2850368944985756,0.2830260544786885,0.3656213810867864,0.5200471808066307,0.5005252823890941,20,mean,RL401_YEAST_Bolon2014,RL401 2014,8M,8000000.0,1435,Other,128
284,esm2,5,0.3004478071853643,0.2594785868690611,0.336179195971956,0.3130786367300985,0.2745474989821271,0.3481354416779804,0.5100432218240588,0.4989190263640805,21,mean,RL401_YEAST_Bolon2014,RL401 2014,8M,8000000.0,1435,Other,128
285,esm2,1,0.3410194776048135,0.1968555157124391,0.284992182208344,0.3583844627176488,0.1912706081421347,0.2765394455185023,0.4440481938479048,0.3836596263067311,48,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,8M,8000000.0,4543,Growth,709
286,esm2,2,0.3431469503410606,0.1932789896998513,0.2825947325722351,0.3411947267328566,0.1958632292174008,0.2879670066810498,0.4373795055486487,0.4305664208624734,45,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,8M,8000000.0,4543,Growth,709
287,esm2,3,0.3411963379609972,0.1949953517848527,0.2826548786081587,0.3394464801531871,0.1985305472935304,0.2898780946399708,0.4355930159788654,0.4290542464979934,49,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,8M,8000000.0,4543,Growth,709
288,esm2,4,0.3536182569967675,0.1923237003704591,0.2794849628285948,0.3085819730894656,0.2041562869457867,0.2984913953579336,0.4349756153493255,0.4401547564448343,47,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,8M,8000000.0,4543,Growth,709
289,esm2,5,0.3695193181045982,0.1933592069126524,0.2811061106897055,0.2829500362296733,0.197317551377492,0.281932832380104,0.4452014249228314,0.4278402017917657,57,mean,HSP82_YEAST_Bolon2016,HSP82 YEAST,8M,8000000.0,4543,Growth,709
290,esm2,1,0.4116380420126366,0.228413096479557,0.2873547988719286,0.2816076744455861,0.2592544738806264,0.3287714597567195,0.6457193916423828,0.5569109891266557,115,mean,SUMO1_HUMAN_Roth2017,SUMO1 HUMAN,8M,8000000.0,1801,Growth,101
291,esm2,2,0.4037864432599167,0.2307141542448279,0.2916892415921682,0.2754828802334025,0.2594294226567805,0.3202427285904791,0.6497123326904813,0.5281295981890209,99,mean,SUMO1_HUMAN_Roth2017,SUMO1 HUMAN,8M,8000000.0,1801,Growth,101
292,esm2,3,0.4279762152725975,0.229762387807591,0.2880407336452346,0.2947177417978966,0.2378890875999775,0.3051363948438045,0.6677031669872929,0.5673592571357013,134,mean,SUMO1_HUMAN_Roth2017,SUMO1 HUMAN,8M,8000000.0,1801,Growth,101
293,esm2,4,0.4265750113087939,0.2254148550271036,0.2843396544588904,0.347327292892458,0.243704203745405,0.3102297344998092,0.6610542924683404,0.6040255644645504,142,mean,SUMO1_HUMAN_Roth2017,SUMO1 HUMAN,8M,8000000.0,1801,Growth,101
294,esm2,5,0.4250468840614525,0.22763633219155,0.2869456434289183,0.278199871644802,0.2527645411961478,0.3162820521124787,0.6667134192068719,0.5252761428680773,117,mean,SUMO1_HUMAN_Roth2017,SUMO1 HUMAN,8M,8000000.0,1801,Growth,101
295,esm2,1,0.2928539344619746,3.722530639999581,4.429339240768941,0.0447997806482782,4.388177992369839,5.239188588411933,0.5840634004437905,0.3259962505565714,27,mean,GAL4_YEAST_Shendure2015,GAL4 YEAST,8M,8000000.0,1195,Growth,881
296,esm2,2,0.1196903273550867,4.305525629031608,4.970812076626212,0.139437297821873,4.280181016084041,4.870226048907861,0.4069239258523818,0.4915752744703177,9,mean,GAL4_YEAST_Shendure2015,GAL4 YEAST,8M,8000000.0,1195,Growth,881
297,esm2,3,0.1145033355076913,4.3287309404796135,4.99125220681394,0.126038401894,4.233635950607237,4.899788871504344,0.4122829812376375,0.3849976387451367,7,mean,GAL4_YEAST_Shendure2015,GAL4 YEAST,8M,8000000.0,1195,Growth,881
298,esm2,4,0.2559989467220572,3.88899767639248,4.556681303209721,0.1733627031314168,4.050460610289953,4.844301862726174,0.5735016983904244,0.4337098824709148,30,mean,GAL4_YEAST_Shendure2015,GAL4 YEAST,8M,8000000.0,1195,Growth,881
299,esm2,5,0.1005169005710636,4.352869448143069,5.031166468329844,0.0810899958739718,4.360600502939903,5.022716750242606,0.3703752809158376,0.2777021090725466,5,mean,GAL4_YEAST_Shendure2015,GAL4 YEAST,8M,8000000.0,1195,Growth,881
300,esm2,1,0.1668795871558087,0.2402618402175248,0.2912888340358162,0.1633627035455656,0.2355269664639531,0.2831347735866835,0.3952471742069362,0.3589708221360192,27,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,8M,8000000.0,4229,Protein stability,403
301,esm2,2,0.1640092489665183,0.2387475328556662,0.2883163168971407,0.1616770049680853,0.2468168087672021,0.2972700734330282,0.3883099125895132,0.4074322424466804,33,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,8M,8000000.0,4229,Protein stability,403
302,esm2,3,0.1859164290857619,0.236071400563515,0.2858243014714687,0.153099783302976,0.2381013799543619,0.2933834247541919,0.4133099712897046,0.3758618907054493,37,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,8M,8000000.0,4229,Protein stability,403
303,esm2,4,0.1710389782691468,0.2400550823786908,0.2904315678856977,0.1480827704726415,0.2362022806342829,0.2862015760899356,0.3914258541248115,0.3698935381406458,25,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,8M,8000000.0,4229,Protein stability,403
304,esm2,5,0.1769362209316022,0.2361537420048964,0.2866254474430085,0.1498455113752542,0.2467518030121632,0.2972849336046242,0.4024635391049074,0.3433711927253561,30,mean,PTEN_HUMAN_Fowler2018,PTEN HUMAN,8M,8000000.0,4229,Protein stability,403
305,esm2,1,0.1970199659950194,0.1383919683813973,0.1671504430467343,0.1783190424514044,0.1417071545813195,0.1697890845389048,0.4575838183652189,0.432806457537228,20,mean,RL401_YEAST_Fraser2016,RL401 2016,8M,8000000.0,1324,Growth,128
306,esm2,2,0.2829223304652815,0.1292118754019663,0.1589120714567734,0.166011462758935,0.1336574185003581,0.1669689093372207,0.5090193774552528,0.4083076157237179,29,mean,RL401_YEAST_Fraser2016,RL401 2016,8M,8000000.0,1324,Growth,128
307,esm2,3,0.188623571153189,0.141901185790064,0.1703226114444753,0.1344854118110795,0.1372612798967351,0.1638253028649558,0.4531199367720306,0.3636190028165161,21,mean,RL401_YEAST_Fraser2016,RL401 2016,8M,8000000.0,1324,Growth,128
308,esm2,4,0.2044181474343167,0.1348585031024993,0.1646364351371427,0.130663897895562,0.149046301420347,0.1805317729069165,0.4413978482551306,0.3989859370627219,19,mean,RL401_YEAST_Fraser2016,RL401 2016,8M,8000000.0,1324,Growth,128
309,esm2,5,0.070863452160077,0.150718323372682,0.1788273280410186,0.1085801841075242,0.1535847415522566,0.1806944608731762,0.3226761006546912,0.3945789951845638,6,mean,RL401_YEAST_Fraser2016,RL401 2016,8M,8000000.0,1324,Growth,128
310,esm2,1,0.0257616787224042,0.4533827208594369,0.5293378829169852,0.0176899539777339,0.4491659422044652,0.522817492518459,0.1857954979335062,0.1301556997739914,13,mean,TPK1_HUMAN_Roth2017,TPK1 HUMAN,8M,8000000.0,3424,Growth,243
311,esm2,2,0.02273549564568,0.4555922640209274,0.5298343461890938,0.0177256675931553,0.4461560121543346,0.5234440966365987,0.1738096540826505,0.1473851663800519,12,mean,TPK1_HUMAN_Roth2017,TPK1 HUMAN,8M,8000000.0,3424,Growth,243
312,esm2,3,0.0234485318413075,0.4509199685798436,0.5253131893991478,0.0129578129933709,0.4615883949810702,0.5426875705708671,0.1687521470072013,0.0886907468187886,9,mean,TPK1_HUMAN_Roth2017,TPK1 HUMAN,8M,8000000.0,3424,Growth,243
313,esm2,4,0.0142673766188136,0.4530584032540015,0.528842592339777,0.011157700281046,0.468800104997221,0.5390752991749568,0.1441439137389053,0.1486681354822947,6,mean,TPK1_HUMAN_Roth2017,TPK1 HUMAN,8M,8000000.0,3424,Growth,243
314,esm2,5,0.0144210493306724,0.4571515570503042,0.5323827017404059,0.0087952173700908,0.450170324499789,0.5252122953983215,0.1439046245795221,0.1063213740344926,4,mean,TPK1_HUMAN_Roth2017,TPK1 HUMAN,8M,8000000.0,3424,Growth,243
315,esm2,1,0.2082940546813194,0.2366429520854222,0.2938589336777309,0.1145636398280832,0.2781132730078978,0.3527358394816895,0.4768838986626697,0.4860411502499666,19,mean,RL401_YEAST_Bolon2013,RL401 2013,8M,8000000.0,1269,Growth,128
316,esm2,2,0.2412015322425313,0.2414368977141498,0.2982391054509978,0.211327986163811,0.2357874946284482,0.2956351400232163,0.5155705287517706,0.4273822712398044,22,mean,RL401_YEAST_Bolon2013,RL401 2013,8M,8000000.0,1269,Growth,128
317,esm2,3,0.1937091041134959,0.2545479956013816,0.3121330725044074,0.1649699292916822,0.2414526872853125,0.2813638757020657,0.4748041425787019,0.4732025492405622,17,mean,RL401_YEAST_Bolon2013,RL401 2013,8M,8000000.0,1269,Growth,128
318,esm2,4,0.1854972091554786,0.2524887117235531,0.3105408088656373,0.1680115112218957,0.2431677601457111,0.2970649590357103,0.458015532576089,0.4185078706486775,15,mean,RL401_YEAST_Bolon2013,RL401 2013,8M,8000000.0,1269,Growth,128
319,esm2,5,0.1508580325016821,0.2521307914115957,0.3112363029602175,0.1645848470284995,0.2599935081783726,0.3210388018179505,0.4557392035970025,0.4484170052672401,12,mean,RL401_YEAST_Bolon2013,RL401 2013,8M,8000000.0,1269,Growth,128
320,esm2,1,0.1206674303762498,0.9772656697412494,1.078677872986889,0.1136737485297455,0.9874642275194556,1.088301345374117,0.3553105983407432,0.3414017334017334,10,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,8M,8000000.0,4996,Growth,286
321,esm2,2,0.1304332386066563,0.9761861488367573,1.0782765405399806,0.1241039337894661,0.9528853187816164,1.059592387169389,0.3630598020964729,0.3528733262320436,11,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,8M,8000000.0,4996,Growth,286
322,esm2,3,0.1484395744535683,0.9575358437811968,1.061887648134863,0.132219082707886,0.9652282635369456,1.075582743241785,0.3779524072604062,0.3673164538305333,15,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,8M,8000000.0,4996,Growth,286
323,esm2,4,0.1342465270376298,0.9707759721446784,1.07420754722231,0.1428712610133448,0.9548508346665124,1.054543954232117,0.374491031462102,0.3571152274519007,11,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,8M,8000000.0,4996,Growth,286
324,esm2,5,0.1276084578794614,0.9665068263316716,1.0700846711057128,0.1219840902527508,1.0010216724814842,1.0995717611443632,0.3642957913285155,0.3711738792901117,11,mean,BLAT_ECOLX_Ranganathan2015,BLAT ECOLX 2015,8M,8000000.0,4996,Growth,286
325,esm2,1,0.0846283197366958,0.3272377678630998,0.3835142505780657,0.0700558114662909,0.3408513650347186,0.3958280669394788,0.3713854282592325,0.3442284791726189,6,mean,POLG_HCVJF_Sun2014,POLG Sun2014,8M,8000000.0,1716,Viral replication,3033
326,esm2,2,0.0746966071616359,0.3350381912552382,0.3879638284023895,0.0685700427912935,0.3244751395593291,0.3867116550304469,0.3683526611492883,0.353000593653303,6,mean,POLG_HCVJF_Sun2014,POLG Sun2014,8M,8000000.0,1716,Viral replication,3033
327,esm2,3,0.0854056120957845,0.3329902979343667,0.3881704806576455,0.0706172194669513,0.3256715587150615,0.3751799051409621,0.3761940105270557,0.3404382791538762,7,mean,POLG_HCVJF_Sun2014,POLG Sun2014,8M,8000000.0,1716,Viral replication,3033
328,esm2,4,0.081428095959208,0.3313800776356299,0.3874033607173293,0.0713594680151823,0.3321563547303186,0.3827460486292012,0.3740414613396934,0.3515665255133626,7,mean,POLG_HCVJF_Sun2014,POLG Sun2014,8M,8000000.0,1716,Viral replication,3033
329,esm2,5,0.0808099036008573,0.3272906157924877,0.3832071774499651,0.0802253204070276,0.3377666300419334,0.3973945001711596,0.3769114482116375,0.3895200055776433,8,mean,POLG_HCVJF_Sun2014,POLG Sun2014,8M,8000000.0,1716,Viral replication,3033
330,esm2,1,0.5543618135907138,0.1950170212429549,0.2445855248938395,0.4682706572896508,0.2099200230566475,0.2587381122852491,0.7211936174702892,0.654029650996294,68,mean,PABP_YEAST_Fields2013_singles,PABP singles,8M,8000000.0,1187,Growth,577
331,esm2,2,0.6287645788300558,0.1752346369046483,0.2180979578573035,0.5138661877024217,0.2131436668004454,0.2702113105787162,0.7683582391276661,0.71492721884552,98,mean,PABP_YEAST_Fields2013_singles,PABP singles,8M,8000000.0,1187,Growth,577
332,esm2,3,0.6618980064080988,0.1637137520868756,0.2094971552185698,0.6102369640612457,0.185409762320623,0.2343453861239996,0.7900205432391185,0.7731885717170369,121,mean,PABP_YEAST_Fields2013_singles,PABP singles,8M,8000000.0,1187,Growth,577
333,esm2,4,0.5101820986095348,0.2082711123073571,0.2580980700227686,0.4006029327711434,0.2174688609268856,0.2665706165554562,0.7032343449615862,0.5665922665998389,50,mean,PABP_YEAST_Fields2013_singles,PABP singles,8M,8000000.0,1187,Growth,577
334,esm2,5,0.6043147108648622,0.1842134093470178,0.2309032011308128,0.5655543948228595,0.1855083582528559,0.2314966857136733,0.7566447612330598,0.7111279182344468,89,mean,PABP_YEAST_Fields2013_singles,PABP singles,8M,8000000.0,1187,Growth,577
335,esm2,1,0.1486387311439574,0.4347941697531866,0.5656281868094241,0.1300087708821984,0.4265150424235113,0.5419854240075045,0.4319585848923876,0.426042254978502,18,mean,TIM_THEMA,TIM THEMA,8M,8000000.0,1519,Growth,252
336,esm2,2,0.1640780546349219,0.4160939625809476,0.540732393940032,0.1198898134650028,0.4705673970586412,0.6226225411429629,0.4602108271870351,0.4003916828266088,21,mean,TIM_THEMA,TIM THEMA,8M,8000000.0,1519,Growth,252
337,esm2,3,0.1433530523465347,0.442568199769599,0.5688786129909035,0.1308894142162411,0.4146844920110505,0.534569305134566,0.4448628875712325,0.4282677965812111,16,mean,TIM_THEMA,TIM THEMA,8M,8000000.0,1519,Growth,252
338,esm2,4,0.1498044121005802,0.4424119256486836,0.5691735588861496,0.1102800500341434,0.4141197558966779,0.5285816150555525,0.4431616475655385,0.3669034418541078,17,mean,TIM_THEMA,TIM THEMA,8M,8000000.0,1519,Growth,252
339,esm2,5,0.11950807574045,0.4304176757310641,0.5599087228651852,0.1409734522313652,0.464335364228331,0.5964600135862683,0.4239794817085863,0.4807074773353947,14,mean,TIM_THEMA,TIM THEMA,8M,8000000.0,1519,Growth,252
340,esm2,1,0.1239887637428259,0.7244276985090724,0.8887995922880764,0.1343373215816232,0.6949392693181472,0.861036624464865,0.3955685741062453,0.4132597448330751,23,mean,KKA2_KLEPN_Mikkelsen2014,KKA2 KLEPN,8M,8000000.0,5224,Growth,264
341,esm2,2,0.140953133815334,0.7131702195477332,0.8760463600571792,0.1198566492488084,0.7153456012521406,0.8860950813312963,0.4121514368125956,0.3715415618812586,24,mean,KKA2_KLEPN_Mikkelsen2014,KKA2 KLEPN,8M,8000000.0,5224,Growth,264
342,esm2,3,0.1757435528462599,0.6994466290045709,0.8643574930532595,0.1427735062249251,0.6923256953875985,0.8467173385978156,0.458598379673608,0.4062543211182617,35,mean,KKA2_KLEPN_Mikkelsen2014,KKA2 KLEPN,8M,8000000.0,5224,Growth,264
343,esm2,4,0.1436216624032705,0.7068112775801985,0.8704171121527057,0.1340355797658122,0.7280433320652128,0.8962482209669758,0.416221501056532,0.4121877175870203,33,mean,KKA2_KLEPN_Mikkelsen2014,KKA2 KLEPN,8M,8000000.0,5224,Growth,264
344,esm2,5,0.1774661313966452,0.6847430629399176,0.8506464970812474,0.1590925864993055,0.7268947047987203,0.8921817638890339,0.462954443151979,0.4337538248024528,39,mean,KKA2_KLEPN_Mikkelsen2014,KKA2 KLEPN,8M,8000000.0,5224,Growth,264
345,esm2,1,0.1568541389507696,0.2968779065099759,0.3366340091046981,0.104675449657916,0.3027221776612018,0.3460106953997382,0.4147216803267369,0.304839335431281,22,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,8M,8000000.0,1777,Growth,331
346,esm2,2,0.1342679153827002,0.2998328927425664,0.3389140036246533,0.1167453645859671,0.3135245963730169,0.3523586961966621,0.3833353126114737,0.3670102225538844,24,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,8M,8000000.0,1777,Growth,331
347,esm2,3,0.1863984727352244,0.2895213661255883,0.331509973248308,0.1287604895165713,0.2955374611599344,0.3373877182974893,0.434343343033184,0.3912079254634065,44,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,8M,8000000.0,1777,Growth,331
348,esm2,4,0.1370184505022449,0.3011496416951952,0.3400887906493449,0.096551233479342,0.3094822043029355,0.348824398993189,0.3904286208927205,0.3326400958652226,23,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,8M,8000000.0,1777,Growth,331
349,esm2,5,0.1821577009162711,0.2914759536542302,0.3329800974546139,0.0921962299678111,0.3024121399362322,0.3430233651706276,0.4408914809033734,0.2824502227620059,38,mean,MTH3_HAEAESTABILIZED_Tawfik2015,MTH3 HAEAESTABILIZED,8M,8000000.0,1777,Growth,331
350,esm2,1,0.0741198716952864,0.4952419880509897,0.585968621293696,0.0822308210526275,0.5092958174723112,0.5862208017898248,0.3117228492335648,0.3842626199852479,9,mean,TIM_SULSO,TIM SULSO,8M,8000000.0,1519,Growth,248
351,esm2,2,0.1021076583294796,0.4927517436247853,0.5807219643408159,0.067401481521731,0.4913632358765682,0.5765791205378205,0.3534133182977525,0.2400819244996113,13,mean,TIM_SULSO,TIM SULSO,8M,8000000.0,1519,Growth,248
352,esm2,3,0.1659718917023427,0.469573788843298,0.5547927150830743,0.0892080420740782,0.4842478788518639,0.5903061639910285,0.4305507335123645,0.3136478186213789,20,mean,TIM_SULSO,TIM SULSO,8M,8000000.0,1519,Growth,248
353,esm2,4,0.1088947427320395,0.4915392413330151,0.5781875745696331,0.0916347223741272,0.4764792502565946,0.5705221907998844,0.3518189857393666,0.3229204930846838,17,mean,TIM_SULSO,TIM SULSO,8M,8000000.0,1519,Growth,248
354,esm2,5,8.007726814973637e-09,0.5202834906303739,0.6068514995358525,-4.5568167750253963e-07,0.5388882929936488,0.621247895973315,0.106111034339262,0.225679744064357,1,mean,TIM_SULSO,TIM SULSO,8M,8000000.0,1519,Growth,248
355,esm2,1,0.0408371140595028,0.2792980184937437,0.348087185493198,0.0423676695048802,0.2867829651859006,0.357321124482257,0.2181544032591831,0.2359453444234631,9,mean,CALM1_HUMAN_Roth2017,CALM1 HUMAN,8M,8000000.0,1962,Growth,149
356,esm2,2,0.052960271445379,0.2697486013515065,0.3390186772185315,0.0332332543630666,0.3033085264171953,0.3827004928472785,0.2174385284166095,0.1734678249190235,11,mean,CALM1_HUMAN_Roth2017,CALM1 HUMAN,8M,8000000.0,1962,Growth,149
357,esm2,3,0.0653105693709595,0.2807811458491092,0.349759811206905,0.000670971589512,0.2740401433915649,0.3376809311693071,0.2266064165597342,0.1286268694201434,13,mean,CALM1_HUMAN_Roth2017,CALM1 HUMAN,8M,8000000.0,1962,Growth,149
358,esm2,4,0.0609896731852044,0.2820200489418418,0.3508639502031593,0.0191623556458228,0.2698478884411321,0.3337898416083489,0.2192427452554568,0.1642717575911851,14,mean,CALM1_HUMAN_Roth2017,CALM1 HUMAN,8M,8000000.0,1962,Growth,149
359,esm2,5,0.0635239274394877,0.2775908298991604,0.3473017322274709,0.035131925680562,0.2711364129214945,0.3448920561039314,0.2206754693034387,0.189975579947942,13,mean,CALM1_HUMAN_Roth2017,CALM1 HUMAN,8M,8000000.0,1962,Growth,149
360,esm2,1,0.0830714039094708,0.6298149120719438,0.8145159312633186,0.0693207837720675,0.6199657228541361,0.7832091791560826,0.2799978120139757,0.2455782873465164,15,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,8M,8000000.0,1450,Growth,1863
361,esm2,2,0.0622226939454262,0.6409848286847474,0.8168402814757383,0.0405974200494787,0.6164855985612995,0.8238643977049414,0.2720534107175686,0.1949605253664422,7,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,8M,8000000.0,1450,Growth,1863
362,esm2,3,0.058424284092068,0.6252648761151607,0.8043383269400738,0.0346285863776046,0.6809913648405856,0.8812122646029454,0.2311727914723473,0.2179483791692685,8,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,8M,8000000.0,1450,Growth,1863
363,esm2,4,0.0626079096306867,0.6340988780814113,0.8203232977099489,0.0391502813510744,0.6461242410735268,0.8094814357773213,0.2457857351115799,0.1545823253931202,6,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,8M,8000000.0,1450,Growth,1863
364,esm2,5,0.050267860477919,0.6393618639877133,0.8231846465979411,0.0489323195698737,0.6333905491820792,0.8156132504941557,0.253857830290631,0.2699149235290377,10,mean,BRCA1_HUMAN_BRCT,BRCA1 BRCT,8M,8000000.0,1450,Growth,1863
365,esm2,1,0.6470602284734368,0.0484307851696937,0.0854047464970586,0.6009871661713749,0.0480245975871996,0.0814029921339634,0.4290837924045751,0.4249711374935287,115,mean,parEparD_Laub2015_all,parEparD all,8M,8000000.0,9193,Growth,93
366,esm2,2,0.6232673604915777,0.047267550503825,0.0845871100297778,0.6343031189683513,0.0502935485401083,0.0922704395776428,0.424159581865247,0.4515533815374227,106,mean,parEparD_Laub2015_all,parEparD all,8M,8000000.0,9193,Growth,93
367,esm2,3,0.634622422785755,0.0478122891086143,0.0848805245780077,0.6442011049033776,0.0482396348224824,0.0852035882260675,0.4424280136948046,0.3785409056596748,117,mean,parEparD_Laub2015_all,parEparD all,8M,8000000.0,9193,Growth,93
368,esm2,4,0.6748466715141431,0.0474882008466262,0.0819242102043482,0.5973743513736047,0.0468831210049099,0.081984334122424,0.4203369331243184,0.4160774179975212,139,mean,parEparD_Laub2015_all,parEparD all,8M,8000000.0,9193,Growth,93
369,esm2,5,0.6318780941963256,0.0471831543685988,0.0841969503786568,0.6451572030935848,0.0495905732811916,0.0888396762026889,0.4311985199982758,0.4408380253436976,121,mean,parEparD_Laub2015_all,parEparD all,8M,8000000.0,9193,Growth,93
370,esm2,1,0.0573587241876898,1.3378017806523452,1.5594175195591755,0.0374702977897242,1.318886085621514,1.5545586102508318,0.2659237222743661,0.2405031820638881,12,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,8M,8000000.0,5259,Growth,286
371,esm2,2,0.050396845282792,1.3427295679495954,1.5684162258379422,0.0486976020158336,1.3149952661156414,1.5326051008488015,0.250546672117308,0.2511481980842746,15,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,8M,8000000.0,5259,Growth,286
372,esm2,3,0.0475234474653647,1.331333751836426,1.559549962002547,0.0432194455617351,1.354151197701738,1.5789269145421507,0.2650470195056754,0.26582457439352,13,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,8M,8000000.0,5259,Growth,286
373,esm2,4,0.0496577467252756,1.3316783144133462,1.5581038555829516,0.0404972845990467,1.3605560381711483,1.5846002985026213,0.2520426517499439,0.2086713227107021,13,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,8M,8000000.0,5259,Growth,286
374,esm2,5,0.0491956610956304,1.3343095895946435,1.5589384346480524,0.0450846009316078,1.3504846399860886,1.579194429325756,0.2559177970204348,0.2179807261182118,14,mean,BLAT_ECOLX_Palzkill2012,BLAT ECOLX 2012,8M,8000000.0,5259,Growth,286
375,esm2,1,0.27856784674136,0.5747691393358367,0.7560652483684547,0.2626291585560696,0.572375350453513,0.7276885839245244,0.4839374299821514,0.4688924658039413,48,mean,BG_STRSQ_hmmerbit,BG STRSQ,35M,35000000.0,3500,Enzyme function,501
